Comment|Tag
149536|67
152702|71
43933|44
141038|16
130841|96
19892|74
180462|108
33038|36
81462|121
125039|34
152546|8
168545|50
178768|67
158814|56
88384|112
165187|109
180461|148
5365|119
182464|73
119260|110
39108|79
199366|91
118357|9
184098|33
103661|142
87273|137
79359|159
181592|132
200455|113
171859|157
73716|88
177058|54
138588|98
166614|54
118358|68
98329|142
52373|129
195574|35
167165|20
180451|43
33209|3
152060|30
180448|12
172014|94
180445|144
129001|93
85974|59
180444|42
137561|77
8557|154
73042|138
180444|15
135261|153
103731|86
4762|1
85825|44
70221|25
180440|152
107907|31
10327|42
184206|21
137947|14
136687|136
180440|21
35976|153
38432|80
40878|19
81425|86
158015|76
196172|74
124788|106
180434|77
47116|125
180434|64
149290|79
76195|74
120102|148
6735|22
35621|15
87314|117
167334|71
180432|126
153260|159
113047|103
180430|40
102036|26
179786|148
146736|136
198023|32
180429|51
60184|26
166484|111
114312|49
102525|54
18977|42
69102|11
180429|13
62137|63
164273|107
129467|154
139934|23
110977|56
180427|102
59412|126
94111|137
49999|113
81794|140
94688|142
179530|10
180425|108
140934|101
179625|109
112378|41
8943|136
180424|42
190933|129
155845|102
152308|77
106696|153
180421|44
180417|90
197684|73
166957|55
184019|51
138744|143
180416|126
5931|13
153137|150
129171|118
160178|91
113512|20
180412|108
111305|17
65634|91
82853|28
163074|69
168458|41
84895|49
172585|123
98270|157
83408|147
180409|49
188583|134
76089|59
180407|113
180407|37
151683|130
180406|104
120683|62
60997|40
138163|92
81961|154
173450|42
40569|43
147661|38
180406|30
67639|72
177721|34
162937|139
195172|35
140329|76
142869|157
117663|159
9796|50
67957|114
147141|41
180405|60
118538|11
196034|129
78227|83
170337|155
27861|53
178340|48
161177|101
154688|103
84243|64
145537|95
181314|83
83471|65
180403|140
176632|144
107157|46
180402|116
49612|32
180402|57
122848|52
185682|137
174322|66
170893|82
171580|70
133734|6
180401|100
165514|40
111221|101
37087|137
171288|153
72788|35
180399|103
70753|15
180399|24
144531|34
154362|32
180397|3
180397|104
162034|71
136161|83
10500|48
34819|62
62174|98
115496|107
81639|80
48845|116
57741|46
180395|100
101550|33
36874|102
93958|62
138944|47
190631|4
123542|16
180389|12
22582|96
71318|61
133965|118
146883|95
41543|142
51555|18
97220|119
35968|71
116457|150
151460|5
115619|99
173744|144
148835|154
1736|65
84050|144
170532|130
19518|89
34669|52
54453|70
167710|56
158400|73
108402|69
181086|9
140581|56
13960|125
129528|118
63152|28
79797|30
164236|94
5056|44
192111|113
120358|106
171103|49
190481|133
127586|91
118265|93
61947|48
149580|105
138889|36
140424|153
122656|152
103485|32
180968|26
176486|23
90097|25
34608|32
66608|100
181307|50
82026|53
130377|147
180383|73
189627|100
180382|67
90869|141
180380|114
105795|103
125581|98
118495|92
36771|9
180380|48
187260|128
110511|85
184260|130
180374|137
77685|83
63007|57
181269|25
159372|35
62491|79
157866|29
160328|17
89069|15
180372|98
33189|141
180371|51
145251|31
188262|152
190176|21
195130|150
180369|94
130381|73
42054|93
52202|99
122158|10
15689|108
154632|9
185081|83
67960|159
180369|63
48847|133
114976|13
189378|119
122852|124
142771|59
191305|69
92561|83
31890|73
180368|47
180366|136
140148|1
150798|146
138689|32
83106|124
76567|136
142261|51
165437|86
130924|75
30467|28
42828|11
180364|146
180363|78
42620|99
136752|3
171598|58
92828|152
163546|64
134767|136
129134|9
4084|73
173720|82
166075|102
194207|82
180361|132
148662|109
189309|42
180360|126
36938|151
136557|153
148252|4
196351|141
180360|77
180359|117
13193|39
51125|48
180358|22
137068|101
180358|101
161879|106
145336|146
40596|147
177490|37
37012|156
39013|47
198969|108
180358|95
10527|75
92228|89
189757|110
9932|49
180357|10
38116|104
53116|149
173717|81
76124|28
180357|39
77397|131
130715|95
140060|50
84752|59
159120|12
103565|73
18869|111
84706|52
191871|66
191874|20
125718|119
21119|105
113194|50
59517|100
148433|45
86050|123
121134|5
142457|30
120638|103
47984|65
151874|45
176135|130
187998|149
27562|50
160581|40
188051|96
180356|119
82963|154
153229|139
180355|83
175746|158
144628|155
159069|122
180355|116
63610|72
175167|130
84640|104
180354|157
157174|153
127643|91
180352|136
12115|140
119846|144
195187|8
36617|147
167897|153
28367|44
180347|39
163727|121
175100|150
120276|90
180346|0
150569|118
137288|94
65545|107
173963|134
36800|40
90241|42
180346|63
192903|75
180344|90
180343|34
98634|75
180342|152
8909|110
148906|56
62530|138
180980|85
99404|99
54702|115
199142|64
17927|150
81700|106
145455|136
23915|17
133847|45
9042|149
89882|98
180339|26
5053|51
109644|96
96500|133
45535|80
179305|4
168087|16
180338|78
109464|107
33705|53
106703|87
189673|40
152090|23
99477|34
180336|72
34309|0
180336|66
130670|62
94007|131
160059|89
180333|15
11605|87
180330|20
180330|109
147978|18
4154|115
22845|93
179037|47
34067|156
44670|120
197956|103
85170|60
197380|112
106034|13
195279|125
114249|121
180329|131
137065|125
87320|49
198712|69
114253|135
162719|72
159669|145
37577|151
130919|151
180328|109
131178|51
117094|57
89391|98
174283|50
172139|33
27621|9
180326|73
169547|141
30818|27
61762|5
72760|23
180323|106
187254|127
171561|143
139611|66
180322|159
166660|86
184765|157
179405|83
121730|133
129611|12
98008|124
29659|159
52897|145
171537|60
126733|129
112516|156
8818|88
199139|106
161204|133
98731|96
186780|2
26962|112
71115|69
151421|41
79655|58
180319|61
138364|123
63326|135
180318|48
54909|44
146666|76
115251|59
137478|95
143503|26
33058|68
123158|152
88813|122
168069|113
138940|62
15687|110
180317|18
195168|29
156653|104
114497|154
176994|123
152483|1
171215|70
80738|94
155988|74
113859|103
78561|25
180315|19
83552|53
52267|96
75032|63
29171|72
149112|24
196318|141
46870|116
173202|35
69870|79
199298|133
96407|85
180311|24
163641|129
178784|38
91677|90
196947|28
181933|46
120236|151
197770|18
152617|1
144792|63
195977|19
180309|98
159863|36
80619|57
180307|73
158769|94
63279|22
165661|149
180306|74
180304|52
46084|101
81263|20
141128|133
90956|123
110394|138
83705|143
166845|20
177036|97
115645|124
180304|44
22710|153
177785|30
142816|103
168346|24
54982|1
180304|132
168942|112
81665|74
161009|137
150951|47
83709|94
22011|29
193887|21
180303|52
159410|34
51494|9
180302|5
108078|31
67810|139
82202|98
158255|76
123852|49
180302|127
3176|119
44057|126
143847|79
180300|66
170677|127
150879|88
42792|6
169670|140
2987|121
119012|135
178683|147
102449|96
132272|18
65617|58
90952|124
78764|2
195670|113
2582|21
8565|9
47156|142
180297|119
97631|49
180297|143
198669|112
17707|85
98547|70
85481|77
180289|19
170631|60
83844|53
127889|70
135937|158
125561|111
36364|22
138868|123
186368|137
169398|95
180287|50
123949|120
154023|114
8425|105
186064|93
40641|27
128124|47
152658|22
118024|26
180282|93
180161|95
177178|142
12661|141
136955|53
180279|132
24636|33
49880|46
147422|55
180277|85
96921|90
164556|96
199814|149
100244|137
197544|107
51897|67
144976|0
66001|77
106049|132
167417|46
194162|72
170967|74
15110|104
132381|62
180276|143
18487|23
36339|141
155923|121
190887|25
173546|132
60505|118
74512|78
145741|43
180276|157
21762|120
180272|118
18776|155
174192|82
69678|90
180272|45
191524|3
126168|109
180272|88
79927|27
39661|79
49369|46
59015|36
190381|75
180271|127
43910|48
177633|68
79260|92
173363|131
150056|4
167309|53
21219|136
131204|64
101566|96
180271|142
18504|145
163055|93
116768|60
73068|117
134462|23
19925|128
180269|60
131312|75
121982|59
180269|82
180268|11
170137|115
181735|103
174240|65
111617|126
180266|31
111514|115
28292|84
192406|1
6550|68
117251|83
137406|135
157463|75
163572|143
164172|79
105962|133
173817|59
156305|30
59897|122
186236|99
88960|127
128221|93
111140|123
39888|45
103868|3
93615|108
145721|126
81989|133
81910|118
164875|137
196101|48
92981|1
188573|9
82825|104
5750|128
180254|117
25092|62
84367|99
188624|81
55569|17
66970|141
71802|73
169393|131
20608|45
141811|137
160276|59
180251|149
53381|52
137373|88
136011|152
105710|46
180251|59
116479|57
101636|4
195385|41
180250|133
17022|59
130719|41
99166|52
12372|66
115636|142
180249|50
148251|76
167912|16
180249|112
193079|61
115406|116
79271|157
14811|108
180249|13
77584|86
173981|28
12455|40
173301|128
165233|35
180248|4
162593|4
76481|6
180247|7
186528|11
41283|54
49516|12
187597|10
179486|2
138725|0
195562|51
180243|150
182831|141
113373|92
52627|146
173773|63
85832|48
180241|106
57093|27
145909|111
54700|7
132203|83
158136|12
144075|105
20402|39
37104|149
84519|0
123311|37
198695|35
180237|138
179906|100
10475|69
128597|50
180237|150
143596|65
100492|142
27249|59
163449|150
10315|84
65979|118
86653|31
53523|143
175927|114
180235|134
132697|154
180233|121
143758|102
198484|19
180228|134
177699|149
175976|33
106115|124
183906|2
61415|38
151422|96
180226|139
52722|148
139840|40
180221|24
180221|63
64834|102
135984|108
1399|36
37911|30
161570|60
168492|96
180214|117
180212|140
199043|99
107002|114
56183|143
180211|80
100560|50
182882|157
180211|140
39583|117
53687|48
121654|114
185664|72
195198|86
180210|13
163736|107
90508|36
68832|146
180210|74
176409|85
160929|140
169898|50
106284|94
104927|135
152644|41
176429|148
180208|84
149886|101
180208|63
118981|92
141496|135
144381|122
194269|95
64966|16
74805|149
154113|110
176104|131
19696|52
37156|30
185029|59
180205|86
152725|104
34151|37
83475|21
86916|107
106304|155
186571|28
196034|22
175500|116
78183|70
180037|96
34731|70
172570|158
6638|114
158304|37
158969|0
129110|109
39933|83
41150|22
175842|124
47269|3
148346|3
171691|27
159363|114
138468|71
70993|74
180199|3
57219|33
158600|78
128568|57
190429|140
157676|78
173840|155
72635|154
180198|1
136226|40
190271|154
137679|89
185374|116
112186|104
170104|18
180197|130
138833|57
97771|67
104730|142
167830|77
14135|83
180192|13
141695|146
105161|57
81091|73
126468|44
180191|2
174172|84
71110|1
149549|28
195736|28
115696|93
176725|118
199782|97
113642|146
73569|116
184781|37
180187|116
56587|101
180181|120
129269|120
166474|82
98273|138
18598|36
180181|92
51242|25
73649|59
5832|24
197636|130
126635|147
67417|41
158200|87
118331|73
132760|98
89412|7
99115|127
183309|73
78439|69
7575|14
148238|64
193966|41
174677|115
198280|59
123262|97
172745|5
122962|73
156828|28
185005|144
134493|54
180176|39
189084|127
104559|110
180165|11
69010|24
101540|21
197815|4
66887|93
106103|59
179210|94
112516|106
180162|19
50436|33
139637|22
180162|86
152335|151
174975|82
87113|17
180159|12
184709|133
180158|96
52543|136
92324|132
180158|30
130290|146
53830|114
54158|20
152626|90
78744|150
138902|73
170469|28
15255|121
34050|13
108993|82
171864|154
175455|61
112112|111
155818|77
189214|71
175835|16
180151|64
126417|20
177835|134
147990|132
133890|98
180151|109
143584|16
153437|77
180150|125
150818|13
178467|12
31623|87
171294|156
133103|0
185534|83
132740|128
4468|104
87067|7
19302|94
180147|101
114322|52
180146|45
194387|69
13230|84
180143|61
171864|38
94443|81
168902|39
143765|62
177731|51
174825|93
24065|21
176195|45
153968|83
60821|36
170266|4
142219|97
109894|66
56982|106
192793|121
173267|130
3424|130
34298|107
156930|129
129400|75
120671|72
180137|125
166374|46
180137|110
86390|149
180134|126
43581|26
115191|133
180133|11
6157|22
169261|0
171643|150
79675|3
180130|142
152117|151
75144|93
169838|65
180130|36
88416|72
164085|103
90273|97
18819|49
161428|11
170063|115
180128|152
180127|26
60159|76
104238|77
36572|67
60064|123
139439|132
45357|95
167763|82
180125|63
163336|6
126964|100
180119|136
17361|91
76551|38
176255|114
144654|35
2997|55
195557|123
93751|30
21529|99
172974|92
65017|50
180117|99
163297|129
195999|50
172091|28
85094|42
167290|45
180116|33
41944|126
69361|92
171809|107
176944|50
173327|94
123679|73
4498|44
89167|17
195628|15
133362|28
96221|153
61598|4
180116|137
131659|51
2963|107
180115|134
111098|25
189750|12
194444|146
180110|60
175820|52
180110|85
112820|36
81930|103
139798|116
150539|145
193895|31
173668|139
178604|97
33467|48
131263|115
13092|102
177039|115
31660|2
172600|40
159610|153
113100|25
43629|134
174517|110
102319|151
167836|122
79400|104
199021|118
180102|117
60127|24
121225|95
7077|54
188861|47
149760|6
126362|85
136691|48
175784|114
12840|15
67250|34
167473|133
126482|58
66160|158
113556|158
100954|129
169324|40
188923|91
83977|152
5424|5
37496|22
180099|98
165116|133
153042|30
197998|97
178337|8
180099|92
180099|121
180095|7
519|154
180093|124
166830|71
173125|39
95260|58
85154|17
139835|125
167935|48
189178|26
107548|86
27071|159
102417|61
176905|128
140693|155
197235|31
168664|74
58729|67
124111|45
163340|46
73637|48
180088|58
118625|140
112145|149
17683|59
159918|137
185432|154
172107|71
154726|80
197246|118
134631|116
163711|74
80962|45
180087|150
66175|65
184477|118
165290|18
187293|147
79013|137
40397|51
171387|148
91277|152
161720|70
153143|124
180084|5
175217|13
126486|141
180081|26
145059|68
76670|2
76722|97
118050|39
143233|151
107449|114
16405|103
162672|65
97102|85
138879|66
180081|136
101646|140
98380|17
88444|43
200355|10
123770|140
180080|149
180079|155
112650|99
102692|14
173717|20
180078|61
152615|125
125095|17
198974|94
189897|4
112195|124
184791|134
180075|110
116965|22
158580|86
160257|56
168849|121
102207|35
199066|67
152736|104
93499|19
177552|127
161638|75
189002|76
10174|48
180074|22
182923|99
179181|144
180073|16
177821|102
177587|113
197882|83
174692|5
90280|125
180071|24
132147|92
180071|69
166623|108
171321|131
52801|98
169973|34
5280|91
149745|88
191489|55
198997|132
171617|60
148405|112
154741|125
195504|46
189073|75
106494|139
172498|116
180070|111
144569|56
174530|60
25337|39
180069|22
180069|4
158527|85
107278|159
140534|48
114802|120
189026|139
168806|128
126708|19
9712|62
18781|36
86489|59
180066|68
115842|140
156533|102
129918|45
93300|39
32435|155
180066|98
138840|54
79203|118
32892|55
94592|80
181017|76
80082|40
183679|78
180065|2
114684|13
180059|34
157183|140
180054|88
180054|136
177803|77
154547|22
190887|155
128482|87
149329|15
180051|53
48225|60
87121|18
180050|77
149996|62
115123|75
87036|5
200044|94
80801|11
166054|62
110698|7
14784|116
99778|77
189632|136
161141|29
99077|37
77447|46
196163|103
180048|36
10507|79
109577|106
166437|16
180047|113
172992|109
164569|120
180047|114
83469|56
28568|29
165065|84
180046|50
103203|40
187370|87
109508|86
113773|62
172359|70
135054|64
134684|63
142031|143
185789|132
180041|159
180041|100
18457|50
180041|53
138100|146
117065|55
178472|52
180038|14
180035|125
165376|49
183109|151
180034|129
180034|158
186396|146
128651|39
30701|11
37322|3
47623|70
138013|105
58590|80
150346|43
38172|23
45027|132
127648|34
174578|134
180032|93
161928|106
37634|75
187892|58
180030|112
143465|45
122708|130
147428|55
27625|123
135475|148
180030|147
114223|87
112524|40
180360|106
180029|117
157315|81
82215|107
42491|131
143407|24
166713|143
149997|6
101552|3
180029|2
124907|124
104493|85
61985|57
141545|52
156485|17
75515|141
180028|96
171251|15
193211|125
170383|124
171811|138
180028|70
107474|39
161256|122
89858|63
195096|61
140428|134
106119|126
16960|81
187006|58
109889|58
82856|56
174876|22
149920|86
125734|122
163064|159
180023|106
144510|154
9893|113
184777|5
187309|24
117195|108
165166|143
180023|127
101207|10
148516|96
74307|64
139319|155
158665|66
116693|54
173281|109
198039|129
69396|62
139651|125
109541|69
93891|99
123443|144
197509|100
180018|129
180018|158
195051|121
178253|131
124597|51
32142|7
154973|20
180525|28
54538|125
180016|31
116097|104
178232|15
178583|90
150228|80
106963|50
150971|56
156475|112
176173|96
198021|121
131358|46
183111|98
36308|18
180010|83
17454|8
79684|94
189491|17
165987|143
152830|42
177496|28
74893|64
180010|63
154365|48
685|77
24709|70
180009|150
83890|77
93361|56
187447|132
131941|120
106077|147
171261|77
183509|102
180004|39
56798|132
131888|122
53842|82
107320|124
34273|78
180004|6
146953|5
89210|17
180002|51
137779|8
199752|1
94015|8
171350|8
69608|127
114824|21
64430|24
180001|17
180000|158
55264|46
119394|92
194582|72
95673|99
180000|130
38337|41
130922|84
102631|74
90472|128
29630|51
179997|157
100305|120
174979|1
151515|20
174603|94
79092|101
153799|17
150441|90
51471|115
179997|61
164346|125
94100|67
66037|133
89359|60
5596|158
32610|1
179993|23
80763|92
40111|15
151603|109
101930|98
143705|78
167339|64
98643|91
171063|13
179988|91
123820|12
86726|121
155966|60
24727|4
162766|18
120157|13
96462|144
179987|139
163917|156
179987|123
121897|10
179986|6
28980|24
163391|64
134658|93
68227|18
110026|109
199978|107
177425|150
128936|122
20074|74
195314|31
179985|14
157751|153
113731|5
85383|33
16397|3
56569|83
179981|133
31401|92
70667|30
139283|99
58155|28
178344|36
153922|158
179977|157
135358|118
123473|62
197949|86
167145|137
152283|57
13633|150
169443|11
57001|44
179975|33
22524|62
178771|14
123909|115
186856|155
181409|153
111167|51
189331|105
21827|24
153506|51
131797|92
162752|110
179971|58
91973|58
177967|2
80293|5
154384|36
189647|89
178998|155
179970|68
33414|44
161592|6
101689|134
179967|11
139492|89
179476|128
189914|88
108700|144
179966|108
179966|112
169791|79
181798|74
79312|84
198592|65
186783|111
193558|94
175833|46
158817|11
83472|74
179966|89
57294|99
173452|74
42855|159
89998|63
124838|23
175092|142
149137|87
110248|15
179959|107
166705|51
15573|121
120606|108
76127|103
163051|143
179957|4
181065|53
143783|91
193293|67
123183|26
164089|10
179953|64
41903|34
179952|22
129888|77
112970|138
179952|12
151791|143
184923|71
166397|116
109347|4
14588|144
68095|83
194567|76
105536|113
179947|137
49625|7
186695|78
105391|85
175418|153
23975|129
88524|97
176338|68
103412|28
175105|87
123173|94
84738|127
153607|100
165625|115
13468|104
48340|136
49318|57
102763|144
157814|19
169063|77
179605|127
179940|138
179797|127
43882|34
130605|101
95580|32
60604|11
155128|127
179936|108
122871|95
180139|130
121827|46
47694|114
179935|46
89092|27
107893|87
164806|0
84907|84
163352|85
81859|5
194823|4
82237|152
179934|149
87586|116
197904|1
186597|60
142002|91
179932|2
188687|61
142972|47
183843|36
173692|128
5287|115
182496|6
123272|141
183274|74
68921|102
152404|0
173124|50
123836|35
121291|0
146950|124
107845|31
197071|90
156133|152
179929|74
85049|89
179300|56
190324|57
47942|48
91762|134
179929|26
63973|1
197350|135
143643|55
164555|8
179049|7
179927|16
140117|66
138539|159
77718|147
60355|134
179926|54
179733|103
179924|2
157726|150
121737|138
91546|151
49390|31
158331|118
170250|85
117802|38
156504|86
171646|66
193837|19
179922|93
179921|150
177177|109
171401|119
119974|102
146794|142
192316|103
160028|89
179921|20
178146|132
156608|75
72400|96
174993|69
149091|37
180905|88
97157|133
179920|148
131|77
174905|125
179135|139
172686|135
20854|117
82619|23
168530|49
172878|149
179919|53
179917|110
175772|100
179912|65
105213|60
145685|48
149428|59
173910|74
127357|81
183498|0
103202|99
194643|89
177111|41
85744|7
179459|46
128223|89
196927|108
171167|115
816|101
29520|79
147707|94
179906|96
64427|115
130300|121
32464|130
41873|69
189011|18
152725|48
179904|65
136323|94
96643|69
167818|159
153912|96
179900|120
179899|125
90210|146
86807|112
59589|126
175853|152
139698|68
6947|128
193437|55
194007|139
105317|0
179897|31
179896|141
180507|131
65772|57
101421|51
154662|21
192385|32
179894|134
34707|20
129225|0
29576|64
179892|64
174505|59
77236|26
173419|148
193709|75
179887|15
137441|64
179886|85
171208|158
64965|61
77393|149
148594|106
142807|105
63713|73
179880|109
191897|84
179880|110
179879|28
133594|61
103057|141
172628|107
73631|67
162374|21
115113|121
38923|134
175271|156
198261|24
74163|73
66835|34
179875|5
179874|23
7527|91
40992|76
78145|111
144582|85
170046|75
174359|47
83965|51
14677|30
173260|84
179874|125
156730|28
93889|141
179869|9
165182|19
134769|43
139986|84
189200|23
198488|83
109625|87
179868|7
82276|47
138432|32
11012|125
150684|86
22186|28
34718|143
179863|39
179861|59
149407|102
116873|69
179859|142
191496|84
2277|119
182839|90
186769|137
189319|75
164544|48
200257|43
121910|44
172106|72
197975|157
164188|139
100406|47
172494|12
89297|123
179855|157
5686|7
177612|135
2452|113
116319|42
189958|81
179307|158
179853|33
177450|12
176303|79
16640|120
176136|42
5959|108
135470|155
179852|132
162760|113
123557|26
84747|125
179851|106
56039|34
122596|136
157516|110
179851|133
179850|93
179850|54
179849|106
44544|23
194845|79
102752|46
84665|154
24735|122
65263|158
179848|102
138460|90
96646|112
38401|24
179847|77
61474|83
174762|56
151385|79
179846|84
176936|148
147876|57
173934|118
88506|16
148389|118
101265|72
178887|107
176260|109
174458|32
19828|15
179838|115
147441|126
155599|59
163303|148
45673|89
187985|66
186040|138
175071|71
164916|152
131296|23
144144|71
141682|22
194520|150
197317|13
172846|8
136189|76
195064|140
154384|78
97539|83
88548|109
161862|40
110504|75
155949|2
179834|57
4323|87
179834|48
160946|115
114894|14
149237|144
88393|118
18762|63
142636|92
179833|126
145337|83
199697|147
179830|18
86019|150
172198|48
179829|57
7874|138
25977|7
179829|102
179829|3
188212|113
99386|124
57352|15
131468|78
73057|110
179826|149
80806|138
104496|101
87909|112
160593|73
4420|113
179825|123
176566|33
55848|157
170607|153
38699|110
73990|116
68511|32
179818|120
110553|129
59937|112
179818|101
31825|64
32148|34
143290|72
47239|73
176912|127
109007|20
142101|23
33441|96
196989|117
130890|133
129975|151
110062|95
148710|131
101103|134
144984|117
140145|43
80876|123
171650|136
88411|153
179813|45
27385|8
171328|48
126118|27
145040|147
182127|55
130172|41
179812|66
75171|102
38081|89
178938|61
174638|69
140389|100
76551|73
181480|4
191105|75
179811|14
192105|121
83628|151
81184|45
171950|47
179807|21
26878|28
33641|94
187353|5
117047|90
185366|92
156472|132
116548|93
196419|60
179806|23
144434|42
127907|38
83952|41
150692|119
7482|94
19133|84
148928|77
190778|149
141248|84
185099|50
179806|39
124864|118
179805|13
168684|49
108110|118
95026|70
180224|137
141201|45
74620|113
15866|4
179802|69
14636|66
88207|42
179799|89
38100|15
172681|117
179796|32
161788|137
49527|94
171140|37
81264|2
179795|146
12921|29
185558|49
75825|57
152571|41
179794|39
25447|57
179793|81
169422|39
179392|147
77333|121
144742|89
178424|157
137236|112
673|119
39401|146
40767|17
150988|41
32201|34
159590|18
169365|54
155093|73
53030|11
179791|146
169193|65
136623|67
99224|87
177361|8
63495|151
167663|158
173367|96
73089|86
179989|50
160338|80
176430|104
174578|53
153411|16
11936|45
174426|157
183078|42
95777|136
170045|25
179597|70
155730|142
95566|69
176372|110
177529|83
86042|88
168212|53
109186|70
56191|68
73389|67
161971|47
174177|87
170326|122
121504|138
144363|135
14297|18
169529|6
169852|54
179777|118
179772|115
18954|124
95292|117
192704|159
179771|26
188518|11
80091|8
186135|7
81393|136
161034|140
55041|120
179769|12
179765|106
13479|90
149922|104
130994|99
117313|31
111060|79
179762|62
179760|70
179760|5
136589|91
179760|124
189754|90
112856|99
130285|130
179758|70
11175|80
106227|46
106642|71
92116|121
146014|125
146734|12
157164|140
100861|106
75143|45
179757|27
75679|117
57509|106
163368|97
71633|124
146888|51
179755|35
140282|79
166306|51
132440|15
181523|101
58748|43
179751|158
197795|83
160359|3
80959|137
15756|6
43497|32
53661|49
168123|0
73107|140
3120|146
56657|66
174013|114
153678|88
92428|53
24377|99
179750|95
191728|68
121361|159
117827|51
182507|59
164013|153
8132|106
15455|36
175238|25
26371|54
80643|124
4665|19
184997|100
172808|51
179747|29
149164|32
137553|132
118564|47
176131|19
179746|31
65196|68
138897|97
186395|43
123197|44
33842|29
66141|155
79021|128
34265|13
83577|132
179745|52
172207|51
134338|84
179744|99
165420|157
162868|24
167783|50
177162|34
76272|18
155085|5
136932|8
179741|137
84326|12
111936|137
101850|79
160546|13
179736|22
80420|42
20597|72
177086|23
179735|49
194762|109
143140|21
114422|97
179734|114
179733|81
172485|110
99113|80
106049|10
161740|76
179731|131
177392|154
135538|18
179731|45
177582|13
179730|118
141995|1
12526|158
160571|89
31591|38
147410|78
154154|67
175286|7
179726|43
170045|147
157724|140
175175|78
179726|50
86845|140
114491|94
163862|129
193619|38
62654|75
185840|118
105743|0
179726|1
24879|12
158584|74
98863|62
14355|75
179725|12
192799|122
75901|59
179724|6
191368|119
127316|145
169689|121
195621|30
192442|110
39622|159
131761|70
149937|117
121459|101
79691|6
142950|29
57964|32
138996|65
147087|159
167383|43
94421|84
177866|62
192281|42
184180|28
150104|58
152074|92
199801|67
181587|61
170743|14
194574|46
165574|52
166504|43
196586|87
179721|93
149061|23
157318|51
105767|66
163783|99
81145|14
8251|68
179719|72
82685|72
68016|8
142140|124
149674|77
44635|148
107485|121
79915|149
153178|60
103004|110
49493|12
155036|108
128550|10
3231|87
160170|45
188954|138
194619|111
188804|15
172286|29
131811|84
179711|131
87549|111
156233|9
199164|46
179710|131
93488|80
159459|96
177518|117
175111|92
115301|45
179710|152
50934|66
155333|127
111999|59
177399|59
121800|53
190338|21
29423|20
179709|125
182794|130
179709|40
29607|0
66871|118
144812|4
192440|128
63113|148
177514|10
179706|19
179705|44
140015|105
45410|14
179705|141
192710|92
87567|85
197799|39
176826|75
179704|64
133093|79
113845|142
649|36
180236|77
106225|78
145487|75
175456|57
48330|23
193911|62
179704|128
197811|56
137007|9
179703|14
77202|85
58841|100
182474|119
1632|155
178880|53
114207|102
179699|29
19228|91
141742|36
197241|34
156961|95
112994|73
187837|61
98586|102
179698|42
179698|55
171959|0
16183|1
21151|58
66337|122
164173|85
57594|7
75051|22
5286|116
179697|154
61619|20
179695|24
179778|91
108735|150
79043|111
176342|24
159412|38
174053|125
142545|88
129478|127
123320|147
137915|102
86954|41
171270|33
200295|0
111724|66
159131|106
55431|55
183987|32
56335|22
179690|135
179690|89
136734|89
181176|136
123473|56
57051|11
179690|111
73425|70
111688|6
77883|159
193864|61
771|90
178451|51
148472|37
145264|39
178116|67
100832|16
75696|148
149853|106
183361|138
171681|41
68634|115
179686|132
112710|13
179686|138
179685|110
134266|96
89484|59
171166|93
179685|19
64579|99
84030|66
8679|50
179685|0
104014|86
141714|22
158220|33
177961|154
170915|100
12350|19
179684|111
147199|7
182899|46
38162|84
194022|137
169684|109
193705|25
179678|125
179676|37
72851|86
49784|72
146599|43
178996|35
148908|68
181960|113
134064|97
95661|120
179676|124
174633|44
172923|48
142691|138
76479|104
159511|106
55393|36
142307|44
171881|157
18950|86
124927|62
186400|67
76518|63
144816|77
179675|118
179674|38
83544|82
195931|83
168230|66
114786|67
191617|138
179673|159
137744|146
179670|121
63913|120
77245|153
142745|118
171352|99
179668|91
183776|24
151546|134
179668|99
173566|66
96008|14
78636|152
39143|99
171603|36
158116|53
34714|121
98130|134
179666|150
145952|40
95255|33
166005|72
41526|148
87215|111
153227|84
146574|146
165172|79
179659|135
167790|63
174465|142
179659|133
28265|155
162835|86
176062|157
164921|2
175235|158
17513|158
179657|71
101857|146
191531|58
179657|22
163929|17
194210|58
38210|143
147834|124
179657|69
23289|44
84123|116
142226|128
63909|126
151867|72
155277|93
136784|13
16180|115
78681|63
126667|69
174489|14
114559|92
81030|122
197772|114
153343|85
179651|10
46494|4
97854|116
179651|66
150833|12
14712|135
60457|41
141860|118
75771|35
173168|57
185267|50
106490|50
9211|60
76805|32
179650|93
6796|17
176958|73
121322|119
131515|92
179649|65
72761|12
22|69
141791|9
187839|39
28942|68
174867|58
173129|73
198695|2
187332|16
111625|121
179649|18
37778|61
174301|92
37072|7
144405|133
5847|131
117816|151
188335|131
145902|93
117949|71
192383|97
1953|75
199213|73
135193|86
179646|141
69009|26
178649|18
179642|19
151377|141
107692|102
116554|15
99931|77
71737|10
165820|86
179640|43
174700|114
90335|21
179639|58
195355|129
106489|102
179639|7
95110|88
101572|53
138232|92
197834|54
169805|1
87021|148
179638|87
175902|108
141729|76
121888|33
172345|92
150653|148
557|64
2755|43
179636|121
158802|143
175680|158
56084|141
88749|49
178124|135
158605|133
21569|30
76017|60
151808|2
179635|148
139496|79
145683|34
166923|125
174732|104
130096|123
145120|113
179635|117
192161|10
133565|132
156295|54
50954|89
129414|74
196335|104
151917|138
179635|69
27932|71
122822|139
174301|85
197870|54
23389|111
24111|84
136327|134
198331|114
179630|142
