Post|Tag
97971|70
82849|56
73736|52
92722|52
89028|118
39579|41
99492|73
98797|87
7066|51
54269|148
97497|51
100034|112
36379|138
70238|64
40930|153
90766|25
90123|27
86530|115
96949|27
95994|11
96903|106
80808|28
86196|145
10230|109
85626|91
27595|134
98096|23
35890|28
93461|7
74099|82
91510|141
13745|89
62441|36
75716|45
50425|73
36285|48
75773|48
32284|33
98532|18
73087|30
67958|113
39695|127
80238|106
98196|131
87739|64
95795|24
52776|21
75405|55
95139|129
71343|5
6582|157
55616|42
17283|109
73633|123
41631|15
77309|74
41104|42
75336|37
81807|41
79452|18
65020|71
36969|42
10073|114
96971|97
45415|136
69713|152
89306|57
19215|153
23149|28
82734|4
13651|54
22729|27
96354|47
99273|135
5100|25
93909|147
17467|117
70232|147
89404|109
88060|17
42028|100
97275|114
26580|50
77704|111
14438|51
97266|77
92572|18
68086|19
96385|94
38166|66
79771|116
77949|120
83015|153
69131|153
56074|133
72283|51
88349|20
44189|42
72693|84
2679|71
29150|90
88588|51
98390|101
91703|107
31055|83
38608|132
85091|138
97995|153
88282|5
52945|14
91694|10
52831|61
98042|72
24632|96
96903|143
38004|61
30307|114
33479|62
89908|123
85497|74
15065|36
71565|111
72132|8
64237|17
58388|72
32004|116
95319|88
33159|43
43832|106
8122|145
21271|149
87744|12
96527|97
97987|144
87731|20
67600|59
41645|118
70100|84
84928|0
46599|127
96333|74
57768|0
6459|98
73545|139
96937|110
47239|69
73745|54
87851|122
74479|9
90852|150
98286|103
43830|124
67245|33
13949|121
54001|84
81723|1
24215|38
83975|34
21007|130
99698|144
8465|145
94777|12
90978|146
96421|48
95718|76
82905|91
44054|149
85923|149
75392|159
39487|0
43328|148
37693|0
73137|133
7835|41
76216|95
78841|42
56274|0
50022|93
98492|151
39697|94
9870|35
79016|128
93889|60
36725|41
97893|133
86106|136
89787|108
33124|86
91334|131
98475|27
84758|107
74305|16
99255|76
85007|26
26926|15
44223|36
98297|16
49497|71
86818|59
94482|65
99253|70
77941|19
99382|84
92925|5
41096|81
65327|101
95708|29
96064|83
66139|92
33879|117
94392|85
88127|71
85086|1
6644|150
97539|2
43029|91
41867|76
88843|158
24360|153
89368|84
98650|121
93437|115
61587|49
95137|24
92515|57
92871|127
88713|51
99246|153
89092|34
9097|131
91849|36
73216|89
81584|132
87692|159
87187|19
49248|35
7950|102
45134|79
19946|81
31639|109
99563|139
71274|48
20438|79
74948|93
62702|107
94677|62
41820|22
22852|16
34255|159
89488|155
83628|155
26122|138
70626|122
54271|59
68906|134
87084|83
95189|118
99033|126
28547|156
87022|133
6540|133
11459|79
42463|19
6960|125
41558|9
59881|0
61148|104
78147|105
93334|149
57015|17
99251|48
35191|28
91895|113
72214|15
7424|125
70604|148
83230|17
93970|100
87260|0
54011|70
97370|118
65562|133
80097|158
44080|127
94362|112
62308|83
99222|84
97100|109
82687|146
99222|66
24369|38
69004|1
11729|33
16287|116
56168|52
90048|85
91880|125
49452|143
76312|72
33111|46
92399|53
54541|112
97674|42
66138|25
91435|144
40616|28
52245|50
94485|95
77580|6
68417|86
80308|46
6962|88
15568|32
79932|41
96290|159
98406|10
27512|82
99921|64
83545|19
85862|28
99738|5
99221|117
98786|53
98115|115
98764|98
93027|111
96704|105
8997|99
22482|23
73454|93
89776|119
84659|92
21401|147
77243|104
66467|47
97801|148
31868|153
33861|2
60409|140
90619|42
14680|148
31442|56
98833|66
84597|139
86264|39
99199|25
25102|21
68225|38
65754|63
55767|72
79186|47
29557|117
67972|156
70527|84
42045|146
26439|30
96322|94
99338|152
92253|8
21442|19
83159|122
59872|121
19540|149
99804|38
57859|135
74126|98
973|50
47195|52
93220|18
76820|123
89451|53
95261|66
83625|150
88597|105
15072|27
38103|136
60948|143
21844|20
37356|8
90600|113
89000|96
97911|132
59779|40
87741|155
53190|150
96136|116
92007|34
34274|56
88143|54
94455|37
73153|18
6387|84
32969|87
88182|105
87768|93
92580|96
33313|116
67702|117
27833|34
76951|37
57224|133
81890|92
91731|13
24700|13
99185|98
29890|55
64857|71
56178|40
69529|130
87692|54
94214|96
51201|19
95294|45
98612|53
77744|28
37508|86
1527|128
36909|71
1763|85
67169|129
1051|75
57734|153
96864|133
19861|102
55865|87
53353|92
99182|92
72967|14
8273|153
66976|109
83072|144
34708|110
58789|78
95274|125
41030|10
92814|95
4407|11
10264|155
25624|40
37994|113
69584|95
97310|153
99642|73
98511|106
26743|67
28981|60
68666|7
84041|116
92914|70
74898|131
5160|22
69911|21
44399|77
93026|151
99180|100
11879|75
84789|37
93114|6
45344|155
52003|75
74548|127
98983|109
81925|89
78394|7
93782|32
95013|132
28816|11
48852|10
75258|121
37088|24
84161|23
92775|86
74654|34
47623|133
98860|43
83057|53
59204|29
96778|118
36601|24
99735|124
93003|86
62755|36
26764|64
53949|53
71935|58
98163|109
58399|95
99062|46
77225|48
98162|152
98290|93
51095|110
3872|126
70008|47
91264|21
57936|90
49768|36
99715|37
67939|113
11593|64
81542|95
89721|74
92537|88
94839|55
90496|4
50467|17
96272|91
66781|30
97531|24
75158|18
75076|110
42841|89
97820|17
46754|65
73375|102
96875|46
41001|88
96334|125
97343|143
93870|53
22404|101
83379|128
31267|65
97879|10
72181|4
14659|127
98759|16
54741|60
90234|82
79460|149
64061|83
19387|113
46873|95
15918|111
96532|76
75563|79
97279|144
83990|95
99585|132
39264|49
48359|38
98054|115
14578|135
91395|145
54510|149
92691|117
1628|157
75518|66
21607|78
64595|50
37253|40
98765|89
55139|36
33356|118
97733|63
59637|54
73190|127
73152|110
63756|86
10245|86
76585|54
62665|37
98157|64
47555|41
87622|1
3243|75
86663|54
96427|46
75817|95
69858|23
97795|118
48999|85
98750|71
49424|97
85467|49
43470|31
95974|132
70877|12
41231|112
38026|8
98149|6
76118|56
95359|122
52970|131
89638|144
70401|2
90113|140
86075|34
87960|61
81943|41
87619|16
92711|21
5504|140
96577|93
46261|6
82109|10
71966|114
3899|9
72237|120
31577|157
84299|135
51911|23
43574|49
95339|146
97588|35
92237|62
76204|131
73243|135
86480|21
81502|91
61202|79
50590|35
36297|123
87765|17
97486|97
98921|8
98143|60
82962|92
69136|24
98368|117
84302|33
6252|16
60397|63
88987|27
83203|117
98140|47
10490|19
35304|156
78354|128
93494|19
74465|136
95331|77
32217|130
51848|87
97442|152
71747|88
45894|90
84019|23
9376|155
94118|123
98137|138
81783|51
78009|31
90731|85
68045|98
73639|104
96108|152
10063|22
48670|15
17347|128
98135|139
27753|121
78609|74
94135|14
99955|101
22455|9
91252|136
82784|60
5977|118
57394|66
92744|155
85452|14
99226|11
98132|97
52201|77
29906|53
71564|72
47137|113
55681|74
69163|9
89553|114
38255|34
85556|24
91319|6
88608|152
98673|65
57478|126
3472|149
14322|132
94247|8
45333|21
18353|106
98129|70
61544|61
86228|94
44906|72
74232|91
95597|40
93948|16
95537|69
98128|90
82722|29
30634|25
78327|69
91514|157
48328|96
79334|92
97607|13
91291|11
95716|58
98483|92
76900|130
90142|25
20170|0
84082|36
95070|32
99214|41
53977|100
36640|126
97351|80
98127|16
94426|42
96419|66
49353|103
15439|111
89577|153
17873|71
96286|45
88288|50
21308|138
70895|52
88566|109
49667|127
84978|108
57137|122
30372|148
95710|5
83404|96
85131|78
62848|91
89760|152
98122|75
98052|83
76190|124
37150|121
91996|68
63756|150
86483|123
81879|105
98122|45
85126|81
24850|30
94094|152
76860|68
94100|47
24718|145
81733|128
91380|150
77397|87
45360|128
1963|151
57501|108
96725|152
93174|65
85674|87
28190|96
35959|64
49232|72
22622|52
77459|157
1395|134
75183|134
37976|5
93986|146
93485|101
76193|147
79747|139
89582|40
62291|31
94940|83
57414|13
37159|151
69382|133
61755|0
52303|82
96908|32
98107|47
90711|84
64781|7
434|156
62365|66
51941|78
66461|119
62290|74
75231|57
76420|67
79860|118
86066|79
92477|16
92835|36
97817|144
6403|2
55640|76
54609|118
75763|14
95223|148
85940|142
79036|24
98107|96
91952|154
66208|27
71902|58
51377|31
50358|148
5176|111
98530|71
45812|46
87899|30
61701|78
40887|148
93425|78
98107|49
16362|116
77287|45
73434|156
53662|86
10855|117
98106|50
79281|147
89840|146
7838|59
87070|130
14445|30
81416|157
85444|128
9053|132
95033|120
85270|73
96765|150
75008|116
88652|112
98104|67
97437|120
89326|104
98103|32
72734|97
72177|36
95843|156
15252|149
89893|134
91571|24
50961|155
62882|103
74582|72
16472|0
83122|43
60489|0
88254|128
98101|3
87827|81
61160|22
20847|5
81922|158
55282|155
38574|136
95012|122
23564|142
39113|152
82612|62
67695|136
90480|154
55600|74
56025|94
85409|95
98098|81
83619|134
53691|71
26287|42
80222|54
37306|92
82707|143
94845|85
75818|139
98360|69
96825|116
85301|60
99657|90
72829|28
97351|101
50935|56
97303|64
53617|118
78038|133
23061|106
95796|31
92933|66
60841|111
61556|54
80924|47
66041|69
72263|77
22392|50
98093|111
78749|78
41470|83
98092|23
74988|42
81242|118
74994|19
63510|155
83079|119
80180|101
95727|27
94123|110
56149|61
2735|62
16439|89
63112|112
99409|135
35674|98
65780|34
80711|103
93558|113
58435|68
84029|28
46419|46
16623|152
82908|57
97608|21
71263|143
12232|19
44739|141
37283|79
58979|32
97406|53
36332|45
69677|107
12274|122
82977|126
68586|116
91189|14
78143|138
98204|39
60746|49
2885|149
87891|34
97097|88
34073|47
92543|20
70975|105
4160|86
22373|139
81293|111
77590|77
77655|36
26650|63
43622|3
1356|141
28818|65
68122|34
93005|48
7974|0
84974|44
1106|156
72790|47
24752|11
47982|25
70552|113
98090|34
12265|139
98096|149
93083|90
33774|155
98880|93
656|121
9289|51
64728|36
87273|119
84717|123
95490|57
6080|148
24504|112
57059|135
94359|62
98030|134
79583|50
93965|29
16143|79
22006|121
81710|153
57366|131
51436|3
85893|71
1017|122
84487|93
93623|18
36106|126
55935|151
97572|95
75786|56
98079|156
4848|69
38564|37
87325|35
42356|94
9023|151
92412|46
89222|154
74534|9
73787|6
83531|135
98079|79
82083|78
71385|109
95259|14
68825|55
42395|1
87378|8
66083|136
87733|73
94412|148
21657|70
74245|66
90312|81
10572|117
91670|128
79936|131
82020|49
98809|24
95979|85
69625|124
77102|118
29166|156
95831|108
12360|36
41971|4
92792|32
29948|3
50129|22
96923|93
91019|50
56670|67
74056|7
75254|11
33527|150
98994|41
11292|61
85249|20
58779|130
98076|107
67927|120
96050|110
82589|136
33324|54
76582|58
49476|95
98074|143
40114|24
85240|130
98654|135
63041|123
98768|121
57647|112
99962|84
99951|113
88586|125
90146|10
79623|1
12592|36
91070|104
12569|119
74190|39
83081|15
95252|137
82063|15
64795|156
15123|70
18994|115
96668|138
51562|10
88489|113
95332|8
8549|132
91504|26
55555|11
97838|42
92856|84
74034|130
73346|27
67328|84
1911|15
81460|0
39633|85
94433|140
7465|4
21719|2
99410|28
34493|52
98660|157
34486|79
49499|7
84818|116
86379|92
81498|10
24933|11
84977|107
89474|102
65884|33
66553|144
81042|132
1487|90
94802|66
19334|89
78919|66
11649|153
59612|48
51135|128
98068|41
90799|17
36124|131
95951|143
82426|81
82835|145
98068|61
96621|45
81553|134
78014|106
92025|61
58147|66
94059|37
13177|24
28058|29
68131|137
72106|142
91909|107
77601|43
89699|120
91561|101
11646|31
71457|126
96933|16
89169|156
29557|147
89765|125
98066|151
57976|159
45599|65
78916|130
98064|59
88408|12
97326|55
88736|143
77988|10
47338|87
93305|17
11096|64
93833|147
71765|75
78275|77
98062|87
93728|134
69583|67
69030|3
84211|127
45023|153
96570|72
59647|152
44174|69
79113|19
17993|41
58140|118
13355|28
44859|157
97081|62
9923|48
78973|11
93152|121
71426|154
40539|158
85005|139
44764|123
98939|134
32028|91
52931|23
98061|149
5382|51
62794|145
94130|123
9633|36
92719|46
76647|127
89186|44
81581|101
64772|22
45616|137
37291|153
79647|128
89616|142
15386|129
72747|137
26114|54
52917|128
96885|152
88047|158
77578|77
87557|87
71198|20
96488|85
12298|67
94629|101
17529|14
87988|51
95005|2
8821|108
57466|56
71776|157
24919|46
35801|1
98060|113
18933|139
47077|53
78507|120
43614|83
98059|90
17860|100
96969|19
79122|60
85277|66
54390|69
76117|32
99193|65
12706|113
91897|111
22012|44
56853|140
300|119
39237|75
86863|113
86457|75
73614|37
81148|0
46937|7
88990|133
36599|34
45178|19
12759|52
81810|55
87125|85
93268|101
4538|115
26517|130
51394|75
92989|81
98055|112
85641|125
20687|61
95795|34
76152|40
40585|6
35606|139
90975|49
93631|120
90107|10
3718|96
79717|86
56096|107
66531|159
78200|27
31027|149
59179|31
90894|87
88991|100
20975|27
81212|71
95063|150
74098|91
98052|56
75029|149
73539|105
87606|46
86666|52
73321|8
69600|102
33504|103
93127|125
73800|111
9449|2
69184|131
51346|31
99214|145
87546|2
73936|17
70666|59
92500|49
75434|5
95579|87
91168|159
87782|119
99643|6
78119|80
44920|125
38329|88
32648|124
97889|124
43168|12
89282|72
97791|8
97425|77
81186|157
91719|97
98049|80
97651|75
70998|139
70674|102
24133|39
29989|8
74206|117
23583|37
71940|158
82577|152
98049|104
77231|118
86342|9
27865|41
58822|120
85073|79
97737|4
98167|53
88202|150
1600|122
39616|138
76773|65
89293|140
12705|137
70013|27
82019|56
96444|110
79043|119
98044|90
51697|112
54839|33
81693|135
82935|131
98044|1
81231|87
53799|72
52321|48
90705|102
3307|54
35153|147
41423|137
98044|96
28938|54
41959|8
97663|65
5419|139
15903|83
25836|115
98820|16
513|42
42487|108
42342|5
97337|98
95029|117
62377|69
45381|85
98042|68
80095|110
2255|95
46411|130
8569|96
78883|39
92522|48
60917|135
75299|21
85314|79
82061|53
42052|31
98040|124
81482|50
95373|121
58940|122
96116|91
96701|116
96440|110
90289|57
81875|82
82279|157
99224|136
90500|143
64809|50
38514|84
77793|66
23741|140
37323|26
96804|101
44409|42
67999|130
8434|99
80097|118
52998|142
39653|121
98501|9
12098|27
20128|83
96279|130
46878|10
49533|53
92412|78
20740|38
98033|134
36513|65
66332|65
73905|36
91300|71
93984|48
90967|75
99664|56
98033|47
35345|159
98773|118
49026|13
5558|4
98032|28
73645|25
97989|2
93649|159
89769|0
16703|144
51115|95
98028|142
88524|128
77677|129
58066|154
99014|4
98026|112
96147|45
45968|26
39696|31
4890|133
24980|65
69614|87
76267|118
56447|12
88811|147
56034|19
56786|8
50337|121
89744|51
61393|73
11289|18
96920|63
98720|147
72569|72
79193|20
97470|51
616|132
90711|63
74848|98
86522|62
38092|154
86258|142
85621|10
1401|119
33399|24
80235|51
98732|18
28888|61
97449|4
53700|42
61559|100
93058|127
16937|16
77805|68
19872|87
96761|11
71900|118
72524|129
60044|140
53288|32
7561|148
90605|46
22952|106
59956|88
94818|41
85013|109
76085|65
85320|70
75939|121
68207|150
98021|121
91102|17
74827|146
86095|9
93499|107
88422|119
8093|81
66713|18
11086|33
98020|116
95123|30
87656|95
70337|4
3174|76
37619|145
94509|108
69727|114
85353|25
86034|18
62384|27
84534|24
98016|132
87135|152
39175|145
60897|42
20483|140
40759|86
72168|73
3849|125
78581|63
37854|121
41698|118
621|132
95718|39
60911|155
85433|113
81818|68
98016|28
55478|135
15924|140
35954|138
41321|98
32626|90
44151|133
20522|11
30292|114
80734|141
92247|110
90936|145
98728|122
97045|138
74740|77
53888|75
52899|132
23454|122
38110|52
4685|109
7425|88
86382|152
52453|1
54363|119
95470|13
73230|45
83310|143
97345|78
48271|124
75086|33
10235|79
10309|12
93551|27
94073|58
66357|114
92112|44
19966|133
98891|88
91765|105
97790|104
91778|9
47943|115
95390|74
11286|142
98006|133
54190|19
98004|107
97515|80
64954|14
89859|148
58483|42
16489|111
48159|58
81061|122
44942|133
98003|71
97997|36
6216|104
6898|120
38576|50
88383|20
97997|17
18199|89
76830|16
48282|117
55732|116
83785|132
92097|123
97043|149
75615|84
71781|123
87757|103
95277|46
86875|131
97996|51
97556|19
78074|121
59348|156
80959|93
88832|115
57661|128
89263|44
94075|81
74669|54
55570|45
96581|51
77350|68
42784|40
11891|64
20416|57
76530|99
29159|6
44583|132
78656|66
28105|8
94756|143
4861|109
97995|35
30535|131
72511|137
95259|25
70187|42
97495|40
15771|120
35540|156
73977|40
76456|27
48359|84
88470|152
58929|24
79002|57
97049|145
67022|39
97897|82
92479|153
85009|52
71767|154
67680|37
75626|103
99204|85
97296|75
97992|49
24642|87
38612|154
98651|55
98303|45
70222|56
74447|115
72657|97
5669|152
69653|112
38268|17
45387|32
83888|102
38071|14
39741|118
94026|83
3355|132
80990|14
88481|49
97098|94
22486|28
58369|116
89787|158
1395|106
31101|41
31168|148
99588|59
15476|46
65485|146
25833|113
77598|42
98308|8
41917|76
63984|83
97990|93
16683|115
97462|134
99210|56
66119|69
75468|70
90147|78
71099|45
93346|112
67959|135
66883|37
97987|87
81033|12
63920|120
88935|112
81007|114
98633|40
68209|131
18026|31
29854|70
66705|110
82561|91
50676|146
97986|106
96419|54
13678|58
15142|128
97986|58
83579|147
92175|145
28640|35
44819|28
92172|15
94919|17
98401|65
98976|144
97986|90
87623|149
53181|83
73226|149
88221|23
96074|98
97007|30
74749|130
83456|80
27360|155
98632|144
64352|68
92067|76
60808|41
74327|101
96972|93
15582|2
59849|136
50196|143
84151|72
97979|128
70131|119
65587|94
46553|136
97979|20
71718|23
91657|97
94441|78
68899|132
32740|146
68627|117
88884|98
39003|150
71499|60
96255|143
15116|131
97794|119
84739|110
1243|73
74500|17
70415|28
70842|137
81383|37
25290|152
52433|159
93730|158
37660|158
84816|152
63048|47
49219|158
47173|71
16195|106
42999|52
97788|114
90000|110
61|139
64966|93
6524|73
95239|73
65436|142
92728|150
36748|148
48275|67
97972|126
36641|64
56267|82
41853|64
40285|85
74613|16
70407|6
71116|83
86154|75
30047|87
89622|142
18482|60
25214|22
35264|29
74572|19
61504|77
75043|31
97972|21
43169|7
98614|82
64073|68
76425|142
68546|41
53238|80
81904|89
64589|6
15168|39
69021|64
87329|45
44254|23
27469|35
38372|6
63788|5
97351|118
45034|139
74396|158
68173|102
91653|159
85843|73
1997|111
95819|45
16422|126
70285|76
87190|50
84703|78
97970|88
4131|69
97193|120
54548|37
43325|57
97969|72
72376|143
55336|31
96361|37
74351|36
82124|112
72617|58
90904|159
88253|47
98908|144
52695|0
45610|102
76288|96
70571|19
97963|125
81938|97
27025|79
89942|13
87078|91
95981|102
19759|9
42702|117
47932|65
94071|55
97958|54
83068|92
99800|110
99339|132
56241|2
98084|70
61002|11
98166|146
64139|55
62144|36
97304|114
10841|151
93577|5
58516|14
28033|50
96940|126
91581|30
79591|130
20130|6
88958|57
5073|152
71472|73
49449|118
97339|69
68061|23
94590|6
96472|48
72259|152
73564|65
68258|48
97951|5
98103|101
33847|141
96137|145
88801|57
25165|128
92704|23
49891|111
81916|159
87363|146
81270|9
50802|82
94388|122
90387|30
93053|142
36957|56
94169|33
20222|40
44972|112
73450|41
94415|23
88771|131
51491|75
69303|95
15588|120
95590|24
12036|92
86485|34
97948|13
72409|60
19823|138
65100|15
96970|99
75778|23
97761|11
96781|49
78368|63
23402|63
81354|74
62246|8
1731|86
83530|152
96622|64
69318|152
77884|133
5751|21
91712|111
98840|33
92379|2
99472|125
98542|122
47374|138
38484|46
39204|149
12754|14
76227|140
79234|147
84752|123
60341|37
42512|37
74738|28
79308|38
99230|137
83240|27
95802|15
83731|86
83979|97
89421|93
97941|124
30589|80
76577|135
69204|148
89935|64
85978|141
91830|137
98516|60
29792|71
78103|153
99857|14
61219|155
89878|121
50575|20
74180|2
95999|155
4752|63
97454|159
93353|133
3974|37
95251|66
97937|48
14775|153
88494|39
14836|14
44972|17
44415|12
86539|99
907|25
67035|100
86474|65
11716|23
98334|31
82607|147
57744|136
60242|25
44019|84
99233|74
17751|96
76752|94
27994|45
87648|82
54449|131
6502|69
96325|153
98825|92
11332|27
75519|40
85177|72
95034|84
94035|44
97408|38
36510|108
96542|45
76300|133
77259|145
97246|77
88290|133
98240|22
30249|114
50496|89
97933|115
62205|51
89782|159
65139|42
3557|120
90043|110
65086|21
970|121
40692|129
53266|58
97931|154
58908|136
2109|60
96066|26
73833|4
86419|80
47018|27
69579|134
85078|102
28700|117
78109|55
14143|72
49625|131
97444|111
82101|49
36090|23
97928|36
58472|69
5973|59
66010|108
58156|72
91538|108
86006|101
30376|8
74318|104
91787|115
60413|12
84308|140
97928|101
99441|4
68417|14
43872|22
91073|153
72313|118
98481|91
71288|159
97422|107
55463|118
6523|141
43275|33
94826|16
85391|147
50389|39
98361|133
98996|149
63021|156
71145|46
97925|0
78735|120
91493|25
74689|26
15723|65
67951|128
41369|50
81020|23
87465|157
96958|131
93932|20
56154|45
68957|50
97442|74
36661|128
70159|135
94519|24
38948|16
85771|73
41317|83
55539|75
94769|12
33190|128
85019|54
75872|67
97542|17
98688|79
28647|69
55979|94
98128|76
90958|96
68868|6
13679|43
85688|83
62883|63
1471|83
99329|100
71704|110
78166|90
51513|28
96827|88
77629|14
84036|97
68594|23
48699|127
23477|40
97908|11
73223|75
66247|94
33994|155
92462|89
83126|147
93552|72
55965|143
97905|116
75222|83
23362|130
55894|107
24523|84
91777|58
14616|83
77646|113
72883|134
63913|54
12159|30
62749|71
91538|115
53961|87
98233|6
6485|113
35127|99
70109|145
55468|137
7464|99
51042|71
86293|151
69630|32
74987|81
75699|90
43948|158
94845|112
86941|12
92668|109
92874|60
67121|18
53685|15
10146|34
94884|75
6625|8
20298|118
58555|38
92000|36
69256|69
90421|46
30776|124
72019|154
90009|136
99193|59
96786|58
29908|134
99332|94
59534|135
96916|104
8015|48
52960|132
21542|52
29622|113
69433|27
62295|126
56580|118
74181|42
96070|57
74077|4
78613|38
88395|16
80353|73
93731|141
60973|95
60525|47
97274|0
20676|27
53581|53
18294|1
76509|143
39509|69
84784|65
85716|59
76224|40
88138|53
69971|129
66561|20
78829|15
69664|18
96439|15
82197|143
91085|48
409|131
96506|89
87601|15
8277|28
21416|154
80256|95
72349|103
54368|145
49999|15
19988|31
74240|96
32294|84
97857|36
63591|98
36952|145
93899|33
90196|127
51124|90
3909|67
9105|82
10027|106
97892|145
75913|3
85433|68
31661|0
97156|105
75628|158
58931|24
69164|5
5195|76
97891|123
79520|61
22195|132
90437|141
5335|6
13711|46
69881|37
91020|123
22319|109
38159|86
87724|82
88317|115
43072|87
7398|84
10220|112
69526|71
46674|104
21204|119
70330|31
16113|99
49621|137
84833|145
63020|74
97889|97
77866|34
54591|42
94159|149
94702|114
69679|137
63229|102
25113|54
54275|88
89482|0
94294|135
96859|46
88457|110
69777|40
19676|61
88679|76
86684|45
93863|56
71071|111
97885|35
49878|58
47070|87
97885|13
67270|72
56204|52
48595|113
16085|154
74191|155
67517|57
7032|81
76879|123
79400|62
50609|1
38406|14
81790|64
56642|41
3187|134
44468|60
38497|101
97934|57
96291|90
39813|44
87661|94
15398|11
53033|145
42265|74
21079|17
22756|98
86930|47
44881|24
17245|118
25292|15
97613|142
29375|45
92992|50
7936|37
84714|11
27523|79
84957|7
74600|62
92437|74
91868|37
83797|30
86635|122
91306|138
89492|18
92764|92
85472|101
92598|145
85591|18
48575|123
18965|83
76461|69
96707|85
54425|85
3172|40
83082|41
97881|49
12636|8
37500|48
59438|30
91915|19
92613|128
86922|70
39025|23
49432|12
48193|25
69543|58
3413|15
88816|64
29960|78
69989|62
98227|27
84876|21
96987|150
37403|81
26130|150
95936|117
20055|76
85413|127
2956|29
20972|51
83928|158
29440|113
92379|53
45205|29
37115|13
99506|134
88186|103
98010|27
93615|42
35901|129
63137|44
39324|117
64548|114
74439|67
56376|146
94877|149
80563|127
90406|149
97876|146
18110|68
89094|34
62903|150
45618|98
80279|38
72476|158
34636|148
95501|51
57379|114
52658|50
6385|91
30247|111
83968|132
69841|77
64094|121
63225|126
83118|101
96513|37
97874|20
16882|133
70498|26
1167|119
77455|112
97873|107
77777|107
97746|19
94823|11
9909|13
19865|56
44251|155
83935|125
43291|49
92297|101
76434|134
93101|4
78775|158
90109|131
72646|87
32256|133
78665|106
58961|7
85512|48
26190|95
97872|123
79095|124
85993|134
9948|94
75237|105
14388|128
94987|94
64887|81
75418|158
37674|67
89700|101
64292|114
82988|145
44877|82
97868|153
80734|109
44590|84
41945|45
83245|115
38301|113
20910|18
97868|123
24899|36
33800|74
74201|152
30442|18
85536|115
77514|3
23181|99
99546|102
62074|137
99346|65
959|68
90934|155
99545|18
9621|111
96289|67
58661|95
97689|93
81996|15
92509|60
97347|33
81671|79
83613|101
97959|24
86111|45
23707|41
54160|134
97864|155
5105|119
80738|75
58583|53
77908|64
38079|52
65391|119
10797|59
73438|57
62815|48
43263|5
30630|56
96706|19
95452|86
94857|133
42689|52
12360|16
34500|32
57824|146
92632|0
97399|41
96288|154
83727|29
97859|27
45|103
93536|16
66186|110
10272|9
43667|60
71573|22
90712|92
78966|140
73872|90
70221|104
97591|109
97826|145
87174|75
96413|19
82906|131
95716|55
95169|18
85107|145
55470|46
40612|135
92372|17
94428|3
30346|40
68657|99
23114|107
79349|144
69890|150
6675|40
96493|52
6574|82
92296|83
98300|88
46858|99
75188|72
89441|32
43161|120
86667|72
97854|27
31276|9
60286|1
10082|22
56668|11
26383|36
54299|36
86372|140
85459|57
27710|29
96794|11
20632|43
88384|124
67305|133
54709|113
88316|28
8062|25
97851|80
36736|84
93027|12
83021|108
41124|70
20575|85
81502|87
25166|0
69072|30
97849|113
20342|20
37542|32
85701|158
73727|20
41714|132
70445|123
47498|22
44816|44
95848|99
94058|121
25916|146
50525|150
78983|4
97849|142
94775|60
34264|53
49589|76
88691|126
57252|89
2155|51
71979|114
74559|1
89517|16
73323|12
42205|136
97457|64
97848|57
86783|15
35135|59
71446|78
60812|65
41960|80
97897|101
98306|17
69831|123
96810|25
10532|61
17376|22
32329|107
97337|113
85194|56
85678|81
43548|102
49214|117
95916|135
43005|128
69136|20
70005|61
90919|117
13481|90
81325|25
97847|159
96505|40
48461|132
3660|144
98548|152
89589|65
71841|82
76716|73
81528|23
99390|87
93686|47
74517|15
94482|38
36602|30
56240|117
48347|156
73956|2
72025|30
77153|4
9805|4
97841|52
5919|99
86416|25
38363|32
83970|81
11179|54
97838|119
89953|141
82464|98
94741|31
69536|12
15609|28
54763|153
97846|111
39347|3
58473|80
49672|144
71876|4
97068|69
49824|84
65924|95
50170|44
1817|121
81445|31
75442|80
4357|121
48443|90
6407|134
86469|84
62051|45
80040|16
16535|32
94123|116
42611|124
80670|61
89138|55
97837|80
24431|31
97049|6
51429|155
97837|110
625|133
25808|28
85247|96
42740|124
22802|88
31537|62
40086|59
97834|112
24567|62
71040|136
83279|62
85455|79
53525|123
21109|145
22672|71
98068|145
97834|98
4726|30
79928|42
86638|3
92758|1
33731|93
42648|93
24185|120
79648|8
99207|60
75323|49
66997|36
34436|94
57468|155
95470|153
18484|40
38686|125
96874|140
9083|71
18702|7
67145|148
57680|49
89819|68
40144|119
84426|50
90079|57
50193|157
95140|51
97832|32
97831|127
66341|92
43723|93
82370|150
98144|74
98746|66
87666|4
17485|82
64368|93
1374|14
10889|32
52447|29
97828|109
98731|132
80226|29
33978|77
45612|0
86442|124
86408|37
95854|145
36015|74
96044|98
68631|41
40983|48
3601|133
70166|85
16409|88
99052|153
32024|52
59825|121
2291|30
10797|76
95445|15
95359|124
95813|16
74869|134
52100|94
67809|78
97827|72
22884|54
40319|67
79687|153
43899|64
43655|123
98797|9
16222|9
34415|11
99955|135
87532|63
24240|75
98483|51
69865|114
65686|73
42747|55
97694|14
4667|37
41650|81
47653|59
78250|76
55423|98
51167|46
18750|107
98668|133
3444|111
60340|118
76803|5
87208|75
89328|63
96221|48
66388|29
57590|152
93227|6
85792|74
55857|108
80214|60
49996|10
77571|28
58078|158
44883|100
43844|116
83575|153
93506|67
64676|1
28905|139
80900|127
75286|54
43549|23
73721|2
67255|143
97174|54
95807|128
91834|16
38409|158
92512|24
