Comment|Post
147558|17565
147558|4900
147560|36179
113760|8573
147562|83342
87001|51271
147564|29576
40329|50650
147565|68025
130144|64286
147571|46829
41841|14204
58666|59864
147571|35625
147574|50669
69013|59958
134126|75169
147579|38138
44523|3356
147585|98051
287|76589
147585|55277
68895|50553
147594|11543
9363|70036
71314|62800
84600|24990
147597|78378
147599|86590
33018|39361
129914|34224
147605|51979
147609|22959
147609|75217
147611|47904
59191|11388
147612|27612
23070|38783
146113|92928
147619|19784
147632|27993
147632|39226
37115|76428
147636|10316
147642|25342
147643|45377
147649|7114
49532|31874
84483|53517
147650|93991
12276|10765
147661|3299
147664|38624
147667|82850
79973|52816
120459|68173
147671|60113
147672|50724
147673|26651
84250|266
147674|78083
8163|75344
80222|81112
104256|52875
147675|76831
147677|8072
62504|27479
82994|79932
147683|54852
62867|1341
129676|41744
147684|4333
25101|91749
63516|43324
147684|90202
147685|39453
147688|26130
147689|13563
31049|66153
32827|71909
79970|67315
147692|37470
147697|17044
147697|78144
147697|32245
130214|20131
147699|65446
147702|37187
147712|16638
147712|59617
147716|1612
147719|49649
147722|41964
113195|48771
137384|78618
147723|864
89308|32638
147723|45268
147728|87779
147730|27664
76837|67292
131473|37813
147733|85826
33288|78895
147735|61815
147736|3779
147736|37798
147738|93654
69784|7627
93942|67882
147742|67154
1932|24669
147742|97747
47481|70286
100682|71574
147743|17046
147744|4639
112664|85193
147745|905
22095|86301
147747|39542
147749|68773
147750|85321
147758|72238
147760|11104
147761|50804
110040|87199
147762|36076
41305|48467
113141|79013
147762|17024
147766|2766
969|45627
147773|51223
147779|27200
8132|49209
87115|90025
147779|68614
147781|2082
147783|72081
147785|75927
118106|2678
147787|51815
70490|8231
81879|95655
147787|19776
139481|92320
147789|83653
140989|55980
147795|93115
147798|88658
147798|1351
147798|23423
90175|53275
147799|86588
45339|87381
147800|20085
147805|23226
147810|50187
147811|17451
147813|73074
62148|91651
147815|39230
75356|70237
147819|65092
147821|41411
2013|37768
147821|50418
76738|6938
147821|2624
147826|90024
147828|84243
147829|55436
106567|22225
147833|87311
90566|54618
147834|277
126053|12347
147836|15137
147836|427
147838|6409
4582|51441
147843|63381
99890|29305
113155|35449
147844|21724
87054|67761
110013|81077
147846|7130
147852|37548
30388|47915
117486|46148
144260|31927
147852|27960
147854|3457
8814|27538
32948|55233
147855|84881
32309|70559
147860|90524
118861|82593
147861|60753
136704|26170
147862|48383
82876|10100
147865|47535
147865|15712
112086|75007
147865|2951
84967|79382
147867|64303
46806|87435
147868|62785
26927|38353
63922|80720
147869|89364
147874|79147
147877|37253
14221|82306
147877|87323
22869|65454
147879|89769
98545|22707
147881|43397
147884|87088
39232|90159
141916|22377
147898|66746
147899|68715
131978|90987
147901|35814
35887|94169
147905|54402
66366|14046
147905|53153
105024|93334
147908|87541
147909|88214
147910|21440
147912|77350
147915|69891
1059|56279
63487|706
147918|91128
23361|85538
147919|20511
19273|51605
147922|93005
68057|36535
71816|69663
147923|95277
27878|12453
147927|22023
147929|33291
18534|61510
147930|38172
87867|43485
147931|25166
147934|41788
120934|7217
147934|36896
130743|24024
147935|77876
147946|47311
64397|48929
147947|17566
13127|19788
147951|26699
14986|52181
144005|18121
147952|19056
147953|19271
93237|6721
147954|10794
3552|47568
147957|1260
147970|89928
133634|79057
147975|81088
147976|47993
147976|86844
41027|72552
94067|30914
147977|94643
65905|81862
147977|56676
147978|3659
147981|59388
147982|13584
147982|59384
96139|58490
147986|84649
147988|39518
147989|5204
147990|48132
80255|61448
131179|74395
147991|13731
62570|76185
147993|94007
147993|60367
147994|83243
147997|91297
134999|60480
147998|94745
148002|43111
148009|17253
35851|38737
148010|949
148012|53906
148018|17489
19668|22904
26910|84946
38556|24814
148022|91614
89413|19568
148022|2758
143462|24947
148030|1426
148031|9350
42313|38271
148032|67358
148035|27453
148037|66294
71413|25320
148038|34836
3228|59396
28880|42057
148039|93341
6432|66868
148040|34671
130590|30901
131696|48502
148041|37364
148041|42593
31344|71220
89047|240
148043|34487
148044|53681
124864|40515
148049|42408
148054|74894
71505|16673
148059|32274
96710|36977
148062|6759
148070|19562
58254|54487
104483|83035
148070|89112
134682|92333
148072|57599
148073|33068
138329|68770
148074|54727
107388|63607
148075|85204
148077|41953
124301|69777
148078|58737
148080|32261
52735|74009
62843|48936
148081|68700
148081|94785
142533|47480
148082|22845
148082|91909
148085|18685
148085|32376
148086|16995
121850|2039
148088|14097
148088|1451
148089|65414
148090|16145
5360|63389
148092|78732
30234|18923
148092|474
148093|14351
148093|44918
39128|94424
148103|50878
148105|4809
148106|29253
148111|79610
11610|17714
148112|81125
148115|59915
148120|74401
35746|48149
148121|77137
148126|3537
148127|5436
38004|3716
148127|99104
148129|61657
79720|71882
148131|7741
99315|29724
148140|26564
79518|42636
148140|7449
148141|51307
148143|52797
148147|81433
148147|68469
24492|60434
148150|55753
148150|1794
92486|39485
148155|86184
148159|45983
148163|65013
42778|64749
148166|93209
97984|38452
148168|27397
34481|76708
148171|4904
148182|60311
148182|56290
88584|69481
148186|57884
148189|61260
148194|21165
148195|77798
74760|15769
148196|53916
82496|96424
148200|13833
31138|71444
148209|58207
148209|15380
148210|88398
49128|84841
148212|21612
148215|91227
148218|4938
6011|40525
148218|62739
148219|32122
148225|61509
122307|22663
148227|31010
26062|93962
148231|57786
148233|56057
148233|94967
148233|22693
115947|58855
148235|44744
120197|91039
148235|24868
148235|35524
81227|60391
148246|92547
148248|61380
85229|42459
148249|70783
36569|62383
121681|89498
133499|89193
148249|78215
15169|16751
148249|39392
148252|80074
148252|15382
39997|33805
148258|33931
134781|80402
148259|19877
148259|34152
148260|72178
104322|51151
148265|76887
148265|29930
148266|25846
107880|93286
148274|68846
23778|35620
148275|49463
34385|37535
148275|22972
133046|74071
148279|64369
148279|33169
42945|16926
67601|96100
148280|51918
148282|44595
7705|28742
148282|7638
148283|9851
122026|89238
133291|8198
148286|65639
17324|75271
148292|69977
148292|60292
25254|63262
48433|84875
70957|44033
121935|45818
148294|94216
114251|11561
148294|98177
148296|73979
148298|52457
14454|31327
107778|76228
148299|76938
114670|75376
148302|2337
148303|29032
59790|95815
148304|22867
148306|1045
148307|42972
38131|48810
148310|80842
62750|58833
148311|59721
148312|26246
148313|22953
49867|3825
148315|37019
133935|84091
148329|82886
148330|40986
34004|51382
148335|71439
148345|98207
148346|4534
148348|52839
79880|50881
148352|82765
107096|23959
148357|56253
148361|50931
95684|2367
99017|13305
148363|49290
103281|72996
148364|58158
24215|21899
148371|98556
148374|49114
56349|45313
148376|20416
148382|30005
40571|44544
96695|11741
148383|25452
34125|8526
91014|88716
148387|50992
124054|79200
148389|71262
87367|66844
141440|48710
148389|4734
148391|12100
50173|49315
148393|65422
15083|14495
148399|95309
46222|92842
134580|54497
148404|76784
148405|28331
48190|59783
77909|55942
148408|85451
68087|34924
101758|12361
148411|50090
76505|51926
148423|84746
59523|53590
61415|39022
148432|55838
148433|48285
83905|80395
148435|26886
18680|89828
148439|63792
148441|61062
51988|9307
148444|16692
2147|58345
34063|34220
148445|31641
148445|58225
57017|75594
148446|6641
148447|69152
126494|93998
148447|8283
148449|79151
50260|42581
148451|20187
42241|29967
148455|7520
148455|56104
104651|97903
148464|44354
148468|62907
51916|26495
148469|75077
112821|54962
148470|40081
21660|75775
117671|98655
148472|57779
27275|100014
98963|388
147853|24310
148472|67734
75821|18936
148478|48337
148479|74421
148481|28655
2460|60323
148484|26459
148486|6101
148486|10376
148487|92185
148487|56684
148488|87665
148492|71224
148494|78348
148502|87657
8015|51972
148505|37609
19306|22299
148506|58228
148507|57116
37679|48369
133224|15859
148509|58071
40746|91460
148509|70358
148511|576
142577|91539
148515|29939
148517|14087
148520|24235
148530|44022
59322|349
148535|96034
148538|22720
66124|37902
148539|52338
148541|67556
113729|67411
148549|75171
66047|46600
148550|72653
20230|98679
148552|96716
10122|6643
148554|87195
148561|59976
126088|5809
148566|15300
148567|52124
148572|16454
148577|80294
13123|40118
128323|17473
141415|35334
148582|56906
64799|26677
148584|4674
121272|96804
148584|7730
131289|55787
148591|43063
148591|94801
3084|77520
148595|77058
148596|47851
148601|30595
148605|98056
23648|30222
51546|49089
148614|42012
148616|75161
99967|2185
148621|78896
148624|57138
146702|26684
148624|62053
109823|89111
148632|31203
148635|79029
148638|70156
55624|65216
147568|54512
148640|87159
148643|62808
91588|13955
148644|32301
148645|53651
148646|95848
15063|78974
148646|68541
148650|22950
148651|56048
148652|95950
148655|87725
143746|77785
148660|68087
148663|9853
148665|19299
148666|77098
148668|58505
148668|58502
120894|22395
120967|37656
148672|19715
148672|61974
148674|48783
148674|59007
65691|64492
148678|40867
148680|68375
148683|35006
27502|36053
148686|25427
148687|30224
10872|82130
78931|26947
148691|55644
148692|21759
122158|96402
148694|11177
148695|29457
82814|87964
148696|6148
16783|7820
148702|67638
106115|80078
148706|9483
148707|28782
148708|12458
148708|88126
148709|9083
148710|93696
148711|97319
425|24475
148713|77583
88300|53964
97546|31071
141972|98020
144667|19012
148723|50286
82063|78596
146350|7532
148724|69
88705|7862
112996|46278
148726|17609
59914|96061
133543|46845
148728|97038
26229|50616
74554|53226
79654|33756
148733|39002
148743|44028
8582|34703
43395|48231
124341|46555
148748|33799
29362|96853
148749|16275
148749|20858
116072|71234
148752|94875
90829|25117
148756|74164
81584|55748
148757|18096
148758|48768
148763|89331
148765|95258
148765|76553
148766|77111
36866|68000
148766|5656
118745|88604
148768|8018
148776|15867
148777|17540
78198|85400
148778|86485
351|87587
59080|67855
148785|66813
148789|52244
147150|4537
148791|18544
148792|1859
96624|81687
148795|89434
54065|33818
148796|48208
124752|22992
148797|92300
122474|77731
124496|35510
148799|55505
94738|52404
148801|842
82761|96311
148806|50387
54807|85924
148813|3661
148815|27342
148817|82108
148818|21360
38626|57586
148818|2081
148819|88430
148820|82629
50306|93215
148820|90625
80011|66182
148822|91384
1251|83737
148822|54400
148830|93293
46954|35897
90869|48759
148833|10432
148833|76755
148834|31446
148251|95606
148839|23479
29620|54828
148842|10617
148842|88029
48250|27132
148845|27897
19557|41316
124997|78904
148849|7017
148852|82368
38200|89203
80827|44009
106889|27447
148853|97915
11802|21783
128439|94637
136657|23970
148857|50599
148859|49203
45316|21610
148859|60822
41028|51270
148860|55103
148860|89397
107898|11343
148865|10570
99229|6220
148868|32476
11757|90499
148874|6517
148874|94524
77703|3474
93060|8921
140454|46165
148876|82924
148879|43207
148879|68167
148883|54561
148887|19847
111651|99055
132621|1256
148889|35401
48800|88130
84599|54940
148890|82494
148893|11806
148895|80883
28910|11542
148895|24316
148898|93713
97136|50932
148899|74480
71410|44961
148907|3940
102346|13001
148908|35869
148908|69390
70637|89303
148910|1760
120956|411
148912|29788
76532|21108
148914|76133
148916|76718
148917|93350
148918|6173
31141|42632
98930|20027
148919|47895
148921|33249
15524|52661
59281|87619
148930|42309
80110|42769
148931|63198
44657|12447
148933|14886
2384|78885
148935|84483
8542|85870
148936|94135
56549|92445
74456|49087
148938|12311
148944|22937
11883|35226
148944|72335
85252|24388
148945|67234
148946|54706
5318|90808
148948|35766
148949|12492
31444|77000
148949|20369
148951|98744
148953|55435
148954|89726
148955|53625
148955|34765
140249|49165
148956|34567
87962|79612
148957|17217
148960|77286
148964|24629
130464|96680
148968|16101
148971|73975
116819|80964
148974|79755
62097|94992
148976|30320
144940|58626
148979|65680
70181|26843
148983|30769
38722|65439
115559|12616
148984|63634
148985|34396
33110|56204
148986|50564
83243|74085
148988|15358
44515|5877
100976|51389
148991|64589
148995|31803
110476|76915
148995|43107
4707|75001
15863|6014
148995|81261
148049|40022
149001|63267
149009|84595
149012|9683
149012|1002
52712|72351
149012|47511
10485|65246
149015|47029
8562|55032
149015|68859
149016|95667
149016|61678
149016|78218
149016|55304
45694|63437
149018|24611
126748|50813
149018|85433
149019|9779
149025|22549
141168|36026
149028|80705
41259|20887
137437|75120
149028|80450
96079|53926
149031|60329
149032|41997
40955|33700
149033|725
149034|83694
149037|53922
149037|31497
92864|94431
134258|41148
149039|43643
112781|97477
149041|84908
67262|63840
149042|68473
43553|40994
132523|95247
145528|80659
149044|81908
54866|22922
55333|60737
149050|69470
149050|35144
149051|99190
149055|53418
149057|74439
149062|19761
19448|45294
108205|79003
149062|19630
149066|36593
10112|14321
149074|59751
25982|36904
34037|74677
149074|98273
24692|72230
149077|36974
149082|84898
149093|78094
13433|67835
118687|50318
149096|64877
30862|39743
149100|12894
135749|28761
149107|55609
149109|92017
149115|36483
39986|687
149120|28932
149122|9051
149123|85005
96337|83340
97532|84500
149125|6232
41162|42933
149125|41153
149133|9931
126557|24080
149135|64384
22974|66094
149137|86532
108367|27721
149139|64679
98980|63286
149140|13047
116832|50231
149148|8320
12245|95756
120336|18675
149151|6618
134893|48626
149151|57422
80696|53923
149153|60416
55917|21442
149157|498
24285|42646
149157|93014
149158|7483
55284|84757
149162|72964
80604|15722
149163|47981
81111|70694
88607|4350
149168|47966
81098|28077
81908|81582
149170|29953
91360|55561
149173|16631
149181|48522
50148|94894
149187|10194
149188|42177
16460|4414
33701|52153
149189|51282
149191|82243
58938|73222
149194|31400
89891|8056
126206|67504
149194|37836
149197|11186
149197|11776
30413|38460
149198|68154
87249|40367
149205|51244
114076|47797
149209|21574
149212|46746
149225|49979
1136|67083
149226|40015
22939|89716
140918|45970
149230|15039
149233|89145
49992|69073
149236|58366
23854|8036
81117|19379
149237|12709
149240|83748
27684|44154
73335|76599
149240|14549
149240|22411
149241|54795
149245|88321
6461|87671
14732|9129
149246|99267
55132|47110
149248|8053
98196|27038
149250|5090
4903|90457
117532|47139
149252|20001
91275|95556
128003|62203
149253|29778
11047|36586
149254|32228
104448|40873
149262|41147
149265|88795
149266|29943
1791|94247
149267|41291
95264|695
149269|61094
63183|13395
149272|7724
88604|38680
96295|65553
149276|15154
27937|5480
149280|78583
3731|91942
149281|81350
149281|53920
146624|55560
149281|68099
12050|35976
149283|33672
149283|95587
148031|53278
149284|62048
65235|50414
149288|20430
149289|19414
98642|63424
149289|34153
32310|70862
95113|9810
149290|92911
84780|1862
149299|46978
149302|70012
149303|49134
39931|82818
149306|49666
149308|98388
26945|50163
149309|61245
77732|25280
149318|21778
149319|99040
8422|99269
149322|76698
149325|86281
76161|90176
86520|36582
149329|18010
944|94061
14047|69535
149331|9379
149336|36725
149337|37288
149341|60032
149342|22619
149348|81278
111843|19274
149353|75980
64491|75857
149355|3088
112526|39597
137891|31626
149356|87860
149356|63502
62786|74529
149356|89489
13417|36297
149360|25794
22063|39827
55385|15863
149361|13473
149364|93345
149366|66175
141732|31424
149368|402
149368|70703
149369|11457
39781|39995
149370|88999
92489|35319
123368|97185
149371|44335
42970|96180
149377|88511
149377|89352
54821|53229
116301|99511
149378|60634
149378|77152
149381|42127
149382|4024
149384|13761
149384|94369
67179|27647
149386|98694
34885|4550
60487|69783
149389|88094
125129|20692
149003|88886
149391|99010
25188|78044
51206|16617
149391|72614
149392|27060
149393|55789
56835|76809
149393|39914
149396|59687
149397|3856
149399|78310
149401|38746
905|21049
149406|82064
149408|27656
134582|70472
149409|62148
58877|10921
149419|17071
149422|87518
23462|90454
149423|12269
149425|52446
149426|21436
149426|16058
149429|54484
149434|54065
149436|65772
136122|28235
149438|40025
149442|997
149449|75388
149453|14730
9795|42820
79264|96973
149455|6885
28817|3498
84691|3796
149455|13994
29161|8580
149459|87484
1520|14095
58058|76677
149462|27304
105987|7456
149463|60467
102466|49616
149467|4077
119596|83275
149468|60635
108999|59034
124569|68670
149473|69183
31643|69194
149475|14532
149479|479
37302|57817
70551|33752
135532|62062
149483|42715
149492|86159
149492|55066
149493|68889
62770|22442
149502|89671
93457|24609
149502|97423
35851|74656
90123|29302
149505|92524
149507|42311
149511|89083
90071|90666
149511|94878
149512|47264
91533|92872
149512|56324
149512|25532
65062|87064
149512|42531
149522|42327
149526|97816
11871|11294
17196|67640
45027|95041
55840|62251
149532|47921
149536|73
117816|30375
149536|32128
66632|31185
149536|63152
19544|27113
89796|69879
149539|79542
149539|13771
149539|54810
9201|61931
149539|44561
43744|41990
149540|36572
11014|63432
149541|82930
59589|50788
149545|95203
149547|55033
78656|86022
127674|82819
149549|75899
149551|40003
149560|78708
19204|81405
110033|72621
149564|5114
149565|50900
25289|10416
84821|6994
149566|81232
80549|38834
91182|1281
118485|72446
135994|68209
149569|11800
149570|4607
149570|38032
149574|96383
149574|79811
149575|59928
149579|83176
100974|49412
149580|23144
149583|51556
45262|26032
149587|19504
149589|48463
149589|73679
81534|81525
88894|79194
149591|30786
149592|83732
12130|71880
149592|38738
149592|50416
86894|43971
149593|29345
149596|91298
70802|44241
149599|83087
149599|99153
149600|4815
149602|35410
115530|1337
149603|77457
24427|46979
66729|10506
149606|70523
149608|67251
149611|54002
46795|3761
149615|6209
54554|93180
75942|17323
124108|94333
149617|35374
106822|22717
149617|84359
72279|50678
149618|42758
137760|80187
149618|29268
48354|13498
111884|33933
149620|38666
149621|36504
87956|54388
149623|58491
149628|35115
48160|37391
149633|59420
149636|72346
149637|9771
149638|99569
87208|39206
95953|71992
149640|61929
149643|71817
65934|28789
94669|21162
149643|90028
8505|98143
137297|80448
149646|20899
149649|86075
149650|66174
149650|19073
8859|70186
149652|68460
63350|43781
149654|94584
149654|63892
49712|96923
149655|49103
3236|50952
149666|23355
149666|51333
149676|75573
149680|55902
149683|52969
134407|26198
149685|19005
149687|83030
149688|97042
149693|38988
149699|51911
78684|33365
87811|50675
149699|76027
29687|13675
43287|37347
149699|26056
149703|40993
5166|66485
93708|72412
149705|7230
149707|25685
113928|89388
136051|9263
149714|82830
54192|96901
149715|82520
5109|54710
149718|76240
149718|25667
95203|69429
149719|27787
149720|34813
118575|59279
149720|37989
139501|89264
149735|77180
149735|76178
82080|93077
149741|37971
149742|72613
97250|17255
149743|76172
149743|27608
47553|47495
149743|69017
149750|6413
14978|76635
149760|57440
149761|11053
76896|8867
149764|13751
149764|3539
149765|20542
149768|71743
18327|98474
149770|41912
149772|41556
136869|52767
149773|86654
149773|30272
50201|40424
134321|29751
149775|35488
149778|95449
88309|5867
149786|16785
70401|64763
149786|71933
125667|98629
149791|48014
52661|60000
149792|62475
149797|76418
26880|7851
149798|21020
32396|67269
149804|99987
117663|19835
149804|60940
85305|60983
149804|7391
149805|40962
149806|39187
82229|56061
149809|73245
43070|95136
85580|32313
149812|68346
149813|85186
14266|33647
128238|39479
149814|96003
32634|95861
149815|53882
30544|59443
116792|45948
149820|87284
149827|35756
149832|48030
149834|17362
23851|60955
149836|55120
149845|30645
63541|36945
149850|54099
149850|50876
149853|17344
15529|25419
149853|96304
149859|47398
67331|54532
149868|69331
149872|33208
147090|29734
149874|92415
149874|12155
119586|58368
132054|22628
149878|4000
71257|71759
77353|61058
149878|48685
39424|29009
149879|3894
149880|30220
114767|95368
149880|4810
149882|79934
149886|88560
76448|48822
149888|28289
624|88053
149889|82882
149891|45123
149894|62893
149900|89742
50743|49731
149903|64509
96889|27638
149904|49556
149904|39300
13337|25697
149907|6189
149909|43651
149911|97257
122015|42284
125506|27642
149912|57401
149917|46036
119305|6002
149921|41139
44943|41751
149923|95800
149926|21215
43028|15430
95379|60331
149929|51748
149932|44947
149932|70378
111848|44824
149939|62460
149939|61706
64929|93953
149939|96315
67317|74405
149940|52814
8035|61342
149948|95767
149948|40425
149951|73115
149956|38839
149957|17201
36913|96471
149963|19359
69736|67862
149964|97537
149966|63496
47398|27819
149973|29422
149974|9549
149976|48330
116934|37485
149981|53808
115816|10395
149982|72002
38416|56931
65423|71055
149987|42827
114226|846
142316|46616
149989|79203
149989|96595
149992|1197
149993|72089
149994|9799
149994|52386
149825|45370
150000|53235
150001|33566
137153|70668
150002|51663
126142|95423
150002|64712
150004|82906
150005|19441
126064|56376
150006|45930
2825|99804
150017|22490
82377|45088
150019|83294
114556|84635
150022|47736
150025|39494
150026|94043
47310|66035
87287|2322
150027|15055
28817|93390
150032|77843
9403|84730
63638|94319
150033|49402
48682|52665
89141|99848
150037|81943
150038|42233
3879|70871
150038|42224
150040|80637
150040|55078
150043|94999
150047|74597
150050|55532
150051|13012
48830|59507
112910|13935
150051|58806
129889|99787
150051|23945
150053|44694
150053|10095
14368|67838
99991|25988
111235|2203
150056|81853
150057|47822
150065|62467
150069|52877
16439|82508
150072|33237
19638|95843
150073|99248
150073|43905
21276|72864
85132|26992
150077|99276
150077|50893
150080|23796
13416|32303
150080|69893
150082|69459
150085|95084
150086|57702
69178|1442
150086|60764
58642|9269
150088|25992
150092|46187
113406|6920
142043|60372
150093|50603
150093|16791
150098|73957
21429|64996
115226|2610
150101|11188
150102|18193
11722|40409
150102|39381
150105|14594
3340|12443
150108|92506
30463|99249
150114|63425
150116|76889
140912|52686
150120|90234
150124|62826
45825|22221
150134|93351
150137|82426
19153|24622
39805|53951
150140|49369
57916|69580
150140|56304
150141|28810
1782|73422
150145|16543
42867|43512
83479|57533
150145|86095
150150|37186
150150|62670
150153|80839
69525|39191
150156|99143
150158|18419
108044|21192
136069|37216
150166|12666
99948|42294
150168|45658
150170|31947
53190|24367
117299|20895
150181|95274
39888|95207
62279|34412
150184|58704
150185|39842
72305|36643
150189|6411
134742|90287
150199|49528
97341|33394
150201|62836
150202|84294
150205|20658
150206|47890
150207|23569
150208|17390
150208|34362
150209|67221
46618|31819
94418|33330
150211|55020
83679|10904
105280|67079
150211|40601
150212|4779
41673|92818
150212|84086
150215|22351
121531|65878
150223|48880
17451|87778
51501|71152
150224|69155
150227|62943
64735|91560
150233|15644
150233|26595
150234|97342
126184|99977
146351|45136
150237|34459
150238|70486
150245|10300
135646|25030
150246|287
150256|1561
13134|5575
26891|63211
76092|76034
150260|9023
89944|42587
150263|37832
150266|35177
67414|16458
150267|92365
144367|32132
150274|27208
44631|27840
150277|52850
150278|54655
53867|36074
150278|52392
70983|30491
117919|87799
150280|79279
150280|26340
85638|51561
111100|41398
150281|48376
70903|42384
150283|48099
50614|60432
150284|80253
150286|69166
50270|29575
150294|84337
150294|59330
150301|97607
69790|85259
100851|35056
134384|48276
150301|26507
94372|68472
150302|31223
150303|67797
51464|70800
128103|4722
150304|4720
39322|34337
51431|61208
150316|36628
19125|848
150320|14036
150328|9192
141284|98578
150329|4611
150330|98716
9290|49063
137136|79346
150335|26518
150336|5134
150337|89657
150339|71657
101141|8345
150347|79543
3012|77226
137215|4736
150348|71569
150348|58149
150348|96096
150351|22799
150351|96098
150361|78220
150361|8500
150365|22220
150370|82518
150370|68596
84957|78282
150371|51977
150381|13278
67690|2275
150383|82481
150384|75514
150385|79924
150386|60489
23145|98206
150388|58213
150389|11353
150393|82708
133219|90458
150394|9423
150394|22335
124559|43153
150396|65629
150397|26086
150399|90062
150404|99824
150404|86838
13610|89776
150406|59880
150407|38030
150409|3055
61583|27450
150417|85841
150419|17382
26934|20313
150420|45922
123784|78925
150422|86725
150424|89053
41221|56450
150426|70880
150431|27663
30381|81085
150434|89805
9695|59106
25216|60342
145327|52889
150434|22326
19064|25745
150438|5103
150442|48806
73061|46642
99100|30629
150443|45504
140888|58333
150443|10699
94178|2234
150447|32387
7738|66738
150448|19671
27086|62512
60995|17328
150449|57481
100676|98377
142357|39304
150451|4533
21180|73181
150457|92439
150459|60289
150462|52754
17140|34947
150463|84910
139937|53349
150465|22166
150469|87904
78142|12604
150470|29388
150471|83925
150473|81587
150476|83214
150476|16577
150477|30002
64512|20905
150480|82291
150480|60981
11555|69480
150480|90980
150481|92620
150483|81336
150486|46933
150487|33596
128286|97179
150488|39678
150489|5370
143648|19381
149363|79618
150491|23191
150493|13100
73135|89677
150495|22139
137993|63256
150467|50914
150495|11643
36279|82123
77156|8395
105704|94696
150496|34178
150499|68940
150499|96468
73190|69846
150502|66380
150504|38312
150505|10784
6785|67694
150507|8325
48700|79489
150509|7835
48747|100001
79115|66188
150509|64575
150515|45580
150515|5499
104686|22629
150517|20090
40085|80471
150517|48409
150527|42349
150531|49311
150534|53384
150537|59698
2945|27907
50740|25114
138455|87338
150544|40984
150545|49112
115410|85192
150552|44942
12054|14986
37556|79745
59319|39775
150552|97968
145638|1129
150552|28659
150558|56051
150563|64612
56423|66011
137432|14962
150566|10555
150566|85160
30554|11161
150574|17346
12409|69975
150576|59752
116379|89591
150577|58520
150581|11938
150585|12202
42470|62807
150586|19843
94017|10373
94287|77146
150587|48052
82597|98286
94430|5866
136140|86853
150589|29749
15546|99294
150589|14598
106883|514
150590|47405
150597|17430
496|92129
41960|23345
145999|30527
150598|49515
150599|70120
51716|26030
150606|59400
150611|69962
70952|27729
150619|65708
109812|78385
150620|42706
124743|34221
150621|59799
75978|18210
144918|9857
150622|73955
88784|1237
150624|1359
150626|62422
122737|29683
150626|35628
142436|10934
150627|13823
7963|44299
150629|88814
147323|17911
150630|67289
150631|81712
55685|99514
150633|20408
129892|24621
150634|52602
48314|20363
150634|48780
150204|61270
150636|44401
12350|86738
150637|81866
150637|98032
39471|80684
150638|16927
139236|99779
148226|94823
150640|95686
51185|72112
67759|74647
90760|69141
150641|28897
39830|91102
91090|20602
150642|267
150646|7424
37855|77122
150650|81390
150652|13096
150653|27541
150654|93117
29880|2949
62294|25423
150656|89324
150657|28618
150659|56539
83776|11590
150660|437
150665|91301
94523|24091
150666|78981
122039|54394
150667|37213
91824|70495
150667|62654
150668|29239
150668|94634
150669|9357
44519|20583
150670|65331
8621|13796
74761|12749
108849|85492
150670|85917
93334|83231
150614|71725
150679|72606
150679|24085
150681|80406
77320|13831
79559|43630
150684|43429
52623|83403
150686|95120
139648|76313
150687|89390
130703|19175
150688|88593
150688|3143
95476|19840
137727|81999
150689|39916
127216|31407
150690|29738
58123|83585
124676|5442
150694|29155
135264|56352
150703|20152
150705|38133
41492|31600
68534|6355
150713|75900
30575|63410
150714|53044
150715|62519
150715|18080
57548|10504
150715|84701
150718|16571
9195|62059
150718|46669
150718|4745
150719|67082
150723|34843
80558|19006
150724|63313
90789|7229
150729|2970
138413|57877
150733|2484
150737|86200
15155|57158
150738|95441
150743|8844
26800|29392
150744|91256
22098|59718
61956|37767
150745|23035
150747|50606
72855|60805
150750|44948
73316|52995
150752|78950
57234|63300
102414|63003
150757|50020
150761|84932
150762|29098
101693|44953
150768|50962
130914|64668
150772|70081
19119|69558
150773|74584
150779|35377
143154|73262
150781|94743
150786|51409
150788|68864
67184|23895
150791|98939
128892|87451
150792|91760
150796|61068
48351|22135
150797|39981
150800|57478
150822|29371
150827|79284
150830|80452
150831|19657
150833|67655
150845|14192
150845|55984
3686|57650
150846|4819
150847|90780
150850|24581
129519|39561
150850|89320
65470|16164
111676|99406
118480|51835
150850|83388
22181|16554
150855|79875
71574|4757
124651|58892
144702|61602
150862|52737
8617|15118
80341|23725
150865|48311
70152|22630
150866|50423
150867|14332
61053|20888
150875|94737
3791|42989
150876|22878
150883|60446
25154|28111
150886|79034
150893|61034
150893|99733
150893|33416
150896|96004
13670|83329
150897|64984
150899|31180
59473|89142
83196|494
150901|65184
150902|56738
78679|81577
150904|32333
41482|11201
54835|27161
150907|50608
150911|20242
126062|89236
150914|42620
150917|17932
150918|13685
150926|32608
123830|45724
134999|1625
150927|91649
150927|52022
65701|39008
150932|91030
150934|61115
150938|82692
51554|61239
125524|46938
150941|77749
1548|43452
26430|50212
75620|56657
150943|55101
74792|61210
150944|12298
150950|18752
150953|59530
20696|91002
88435|89938
150953|51774
150954|53165
68743|90128
71924|91751
150961|29410
150961|89850
9894|51021
150963|54796
33222|22042
150966|45694
150969|48501
41665|40301
150976|10950
150979|64748
19040|84785
150980|53194
150988|11693
150993|61322
111344|8422
150996|4014
11244|23660
51695|94136
150999|32598
82047|30780
150999|87003
151007|39264
151008|31758
151015|70728
151016|10798
36184|13860
151017|84126
28522|83376
151019|89688
74586|71382
151019|29725
33482|54101
151021|43914
