Person|Tag
8002|7
8002|18
4648|141
6927|82
7938|57
8003|78
6420|21
6462|45
6443|33
6523|141
8554|22
8003|95
2956|56
7556|31
8474|113
687|118
8006|14
8009|152
7965|89
6553|72
4868|121
6645|135
9612|50
8013|10
5092|102
3475|154
8015|2
6089|45
4435|159
8016|137
9108|35
4425|19
7491|43
3097|62
1596|108
2801|11
5750|133
3149|54
8243|138
5667|66
6686|76
6820|66
2188|122
5364|104
911|86
6507|102
9398|113
7085|134
6886|136
4190|77
8019|129
8204|35
8724|141
6266|114
8020|136
8021|70
133|153
2961|2
8021|154
6902|26
8021|120
3045|153
1365|105
6857|26
5264|148
422|32
7157|148
5080|28
8024|80
8025|126
7316|107
8026|70
4241|41
8359|23
6514|31
5467|67
8027|145
1842|57
9707|108
8027|136
8027|52
8028|107
6281|115
6612|63
3663|20
215|121
6767|5
6101|96
930|87
8028|85
1981|111
6813|142
5927|42
6985|44
5596|66
8030|125
4222|43
5713|120
2539|5
6310|118
6635|8
8240|59
7971|69
7149|116
3485|22
8034|2
441|139
9552|38
8034|129
8034|46
8081|150
1450|151
1768|91
7280|3
7166|68
3759|82
8038|102
8038|13
2265|129
3917|4
1963|116
8040|35
4420|98
8042|148
5244|74
8047|117
1787|151
8047|4
9400|148
7927|101
9098|77
8052|51
8884|37
1176|62
8052|152
7232|152
1280|84
2053|91
5752|12
3839|47
8055|71
8055|83
7230|122
8055|11
5074|88
6325|156
4206|112
8056|46
7267|86
8059|119
4031|120
8061|148
3329|106
8061|83
8359|72
8062|58
6222|141
5445|24
6299|143
2005|66
8063|110
8064|18
5890|135
7274|84
5031|33
6719|44
7168|28
8066|88
735|57
4522|36
6334|58
1572|113
6866|1
8071|5
9922|14
6984|90
8869|130
1629|11
8071|39
7055|46
8072|149
5681|5
8072|67
9326|22
8035|40
7359|132
8073|65
6421|153
8073|143
6438|2
8074|21
8547|74
5805|26
5413|151
814|83
7827|31
7215|103
2456|28
8076|53
5640|43
5917|19
2876|34
8077|46
7524|139
8078|57
8079|18
7155|97
9550|107
4548|10
8072|119
8079|118
3492|119
1877|129
8082|115
9077|56
6902|52
6582|75
6224|17
5441|45
9030|125
9516|60
9248|86
1635|14
9950|117
8883|11
3635|73
7366|58
8087|51
1278|14
5549|142
8087|40
9009|91
1146|21
6530|37
9947|74
3006|108
8088|111
8089|29
8176|141
7944|3
9093|51
8092|77
6771|14
8092|125
6423|147
8094|125
5849|133
4030|103
3282|8
7178|7
8096|147
9894|125
3341|3
7263|112
8099|152
1663|34
3429|148
8100|75
7946|18
8100|43
9310|17
2732|5
8101|18
8581|153
6372|145
9263|89
121|98
6251|70
2036|141
3941|156
7596|36
6768|76
8107|49
5250|96
8108|157
6412|127
4455|129
8343|92
6465|154
8110|40
4287|81
8680|108
8111|130
7508|104
3726|137
8113|133
8113|74
8114|44
7223|74
2508|45
8116|12
4389|9
4386|34
7013|126
4210|12
7212|17
9350|75
8116|131
6262|52
8116|117
9963|61
3682|101
3275|71
3166|65
8120|31
7234|152
8112|149
8123|130
8547|9
4333|83
6774|26
9783|14
2433|128
9260|14
6594|22
9397|96
9324|49
8068|46
3283|76
2949|156
6762|52
9550|72
8717|18
5841|97
3833|122
2969|139
9816|99
4861|95
3601|29
8351|114
9160|26
8861|135
6496|148
9161|118
9191|49
2053|53
6980|153
9990|115
8794|114
6697|0
2062|91
8109|75
9161|83
3227|48
8967|3
8865|48
1314|51
5570|79
7794|107
5631|66
9165|55
7583|60
9352|101
9911|62
9168|129
7976|105
6307|104
5738|113
3123|31
6918|7
9168|91
6255|157
9170|101
9171|29
8419|153
2221|76
9172|156
6711|111
6946|136
9174|17
395|20
7116|76
6436|148
7901|137
4470|71
4266|108
5597|34
9944|78
9500|24
5000|64
8062|141
2082|71
5203|73
9818|5
7356|14
7450|74
104|61
1282|34
6302|1
3376|42
173|37
3199|44
7600|151
9977|35
9178|137
7563|45
9180|48
8445|88
9183|7
2130|47
7410|68
8619|90
5201|2
2116|107
4101|69
9185|55
3400|23
7023|139
9352|116
8655|100
8509|95
9188|143
9189|18
9191|114
4266|136
3687|24
4153|114
6345|111
3334|109
9611|142
5986|131
7842|119
9758|3
8656|36
9965|125
9193|92
8676|107
9009|144
6078|158
806|111
9179|91
9389|142
7571|84
9202|30
4783|58
9115|41
9048|98
9781|8
9371|148
4243|48
7080|41
6047|64
4986|85
9655|63
1213|14
4202|43
9204|148
5962|56
25|134
1170|34
7074|106
8896|66
9807|4
2337|97
6576|58
7817|98
8530|57
7519|50
7870|68
9452|91
2927|110
9207|0
9210|30
9293|6
9210|106
6376|56
9211|97
8416|127
3418|22
1704|146
9211|117
4480|82
8643|57
6872|13
8878|125
4021|8
9217|39
1075|138
9219|90
8925|97
7398|69
8731|105
2690|112
6816|104
8813|86
8768|9
6757|59
8553|159
2429|97
6827|44
8029|106
8831|52
6677|8
9222|129
8112|114
9558|91
7381|39
8822|35
7496|141
7196|40
9903|102
5763|157
9223|45
8613|157
7701|63
9225|82
1264|14
7006|30
4567|155
4060|21
7864|70
2495|150
872|25
4394|89
9204|76
4456|0
7697|143
9226|48
3705|146
7426|44
9355|62
302|89
6602|134
9759|129
6966|103
9901|118
3410|127
9236|119
8933|35
1900|114
6774|139
7345|34
9324|5
3251|148
7006|139
1123|51
9109|20
5307|92
4258|92
8016|107
6733|133
9338|15
87|54
6369|108
8354|64
9242|1
8206|118
4439|76
8480|98
2728|16
7571|105
9243|22
438|41
5291|157
8316|44
4299|139
7957|61
4356|52
9249|5
2122|49
9152|64
5833|52
3819|39
9567|138
8220|113
9251|38
5725|116
8105|73
4939|75
7101|150
9252|114
8195|26
8060|94
6497|134
5064|28
9255|44
6823|118
920|136
7937|82
9282|43
4413|138
8777|127
8178|58
9255|11
313|81
6489|86
9929|14
8625|60
9812|135
9263|87
1716|142
6315|40
9264|40
444|58
6233|28
9264|57
9148|81
9904|154
1607|63
4019|63
9967|54
2898|4
3353|155
7621|32
9274|106
9779|5
42|25
3282|70
8496|112
1867|122
9304|105
6726|36
8441|50
9277|2
152|149
5670|77
9201|122
6740|66
137|153
8161|38
6687|146
8245|123
4780|124
9890|66
8708|147
9290|46
6590|61
5417|78
5376|135
5377|140
3057|24
9293|70
1668|19
5177|110
6841|29
6234|155
7161|156
9741|75
9216|129
2416|99
6888|6
9954|145
9520|66
7667|128
9355|107
5416|84
9298|112
5969|62
1624|101
1980|30
6963|18
8385|44
5823|124
1209|96
5435|2
2836|143
9186|148
8975|115
7050|104
2534|52
7795|8
9105|49
5857|124
1327|48
8460|120
6908|49
9299|30
7578|129
7797|88
9794|105
8688|142
8003|102
8537|139
3184|32
465|99
8073|82
9035|156
6941|40
1096|41
9771|48
6228|112
9299|149
7255|80
7039|103
9183|81
1723|42
3791|44
8358|135
9296|135
3446|131
9300|139
7459|124
9303|91
9961|55
9327|141
3175|84
5339|125
4280|25
8047|97
258|7
6770|88
5911|105
8665|32
9304|46
513|20
9304|53
9889|8
5779|112
7671|23
8941|78
1453|123
7470|24
7426|2
6916|83
2034|118
2416|49
6032|101
8713|17
7084|2
8176|39
6885|86
5757|16
9307|24
8610|71
9311|18
2684|77
7352|1
466|147
6430|29
9243|39
8543|20
5391|77
7030|90
5452|59
8755|73
9316|15
1161|147
6379|126
5727|117
9316|159
148|142
9602|103
9317|30
5985|37
4398|69
7673|40
3638|72
6447|65
7036|145
5821|145
2602|128
1132|25
7858|104
8961|159
3446|71
8196|98
9475|58
8573|57
7628|123
7503|157
5556|8
6741|139
5803|123
5601|21
4795|151
9325|88
5585|62
6390|90
3720|148
9325|136
1910|30
3985|46
9446|57
9158|50
9326|159
8125|3
9040|114
100|137
752|77
5059|110
9277|77
8017|119
5049|76
8463|64
9926|28
1916|3
2462|90
7048|140
3354|122
9326|115
6804|65
9445|152
8198|107
5887|81
8394|140
9327|3
1482|98
6763|128
4441|19
8926|157
9370|90
7427|94
7765|70
8314|158
9000|133
7406|68
7734|73
8807|46
3474|108
8296|68
6491|56
8734|34
720|31
1378|129
8651|156
4836|118
9329|36
3788|105
8520|56
9330|117
7565|139
7781|80
2168|140
6815|130
655|112
8804|71
9331|48
9025|70
2177|35
9332|25
9020|63
6512|49
9335|113
4482|14
7495|51
9287|66
6527|117
4934|22
6574|145
4134|11
363|34
9336|15
6438|0
7248|122
4270|139
6823|1
8172|28
7432|76
2834|22
8214|42
7283|147
9265|114
3315|152
2863|32
9607|46
8652|93
4999|74
3740|34
571|137
9338|27
6674|94
8976|158
6334|123
7501|102
9672|89
6331|71
6199|122
8310|63
4542|48
9340|59
9341|35
9867|23
8466|10
5814|29
4475|116
6636|75
3611|52
9334|90
8104|53
4295|64
9342|2
3720|140
3589|34
6754|104
9842|159
9888|65
7700|60
9140|30
4751|128
2171|39
9365|140
9819|118
4925|107
9351|120
3872|79
7444|72
9353|52
9354|83
9824|125
6610|79
6752|117
7563|116
9358|8
5150|22
4620|0
9359|148
3587|139
3303|90
753|83
8079|82
9470|56
4685|124
9520|112
36|147
8731|36
5052|123
1818|74
9359|47
5894|77
8379|129
8194|19
8433|133
8321|129
5596|79
9359|23
7565|26
4255|63
9362|11
9785|103
8686|128
8438|84
6420|135
7336|125
3365|47
8996|129
1185|122
9079|36
7066|125
9815|17
6495|80
9861|148
9202|71
6339|81
4060|120
9368|19
5601|86
8461|88
7117|112
6653|20
9368|49
1701|76
9138|38
9370|38
2937|113
6626|40
6972|34
5231|153
5329|116
9048|86
7289|88
7833|31
9820|3
2349|42
8879|72
3012|150
2780|51
6527|115
5026|68
9371|23
9422|72
1002|144
4030|31
9559|120
9335|114
7436|45
1490|47
5429|129
8443|0
696|30
4634|106
6991|62
8416|108
8860|62
5291|156
8942|157
9372|124
9591|8
9954|68
9756|39
5275|93
1404|118
7476|103
9373|122
4676|114
9218|2
9706|94
8277|91
8816|157
7516|142
3967|97
1635|22
9876|76
754|107
6227|157
1566|0
9379|0
8948|19
8589|157
261|18
9134|136
7662|25
9423|70
9380|153
9229|111
9381|23
2223|84
5502|12
9385|83
9422|43
6130|57
7130|57
5459|110
9390|113
6567|34
9673|48
7425|153
9274|21
9350|137
5873|140
2175|17
9310|33
8397|135
5536|33
9396|51
8085|17
6821|123
7005|68
6617|17
9023|60
6344|95
8986|128
8164|107
6219|100
3614|82
3229|114
6690|119
9825|39
6816|63
3844|84
6769|150
9406|62
7958|131
8697|7
1395|61
9281|20
98|137
7747|126
6859|132
4281|80
6393|34
7667|150
6607|112
5620|81
7230|13
6597|91
349|18
9833|49
4662|127
7229|32
3573|55
4436|119
9317|11
9409|123
6836|75
3050|136
6028|147
5966|74
5660|66
558|1
8909|64
187|149
1993|130
7230|100
2651|110
5516|73
6648|99
2329|31
7095|135
1946|103
7840|138
8210|55
1515|124
9568|91
3705|138
9417|101
8611|78
4304|145
9692|35
9922|128
4170|44
7868|22
9189|99
6582|21
3924|12
9418|109
9309|8
3696|50
9419|102
1412|115
6051|78
4185|138
9149|64
461|10
3268|82
8978|86
1219|9
8566|128
2085|19
7187|87
1127|85
7515|137
5503|74
3581|72
8215|153
7474|150
6635|0
9416|152
8683|0
9419|15
2336|89
9963|86
1517|4
3898|111
9420|10
1633|66
9484|61
6384|93
6884|2
7480|5
9932|58
1418|72
6320|45
7888|89
5845|118
3349|24
1561|118
6653|134
3046|91
7977|40
9465|46
5035|44
1283|112
3961|105
8078|18
6273|33
3740|113
337|1
7809|32
6753|13
8921|35
6695|28
8537|35
9291|109
7057|56
6647|86
8444|151
9426|92
8109|6
3284|33
290|49
9428|1
9431|22
2113|136
8506|40
8637|10
9238|69
3966|79
7605|14
9554|31
9435|159
8146|122
9436|140
9869|120
6589|65
7077|55
9682|39
726|8
923|54
8058|93
8357|125
9440|74
4436|152
7761|33
1654|30
8121|22
7391|146
3340|75
1769|152
6693|98
7411|74
6474|44
6372|122
9686|76
2520|143
2818|96
5961|131
2259|56
2604|110
9445|9
6276|53
9445|136
9500|130
9303|33
9186|111
1208|155
6782|107
3121|12
8495|56
7574|110
4704|53
9447|122
7654|49
9260|4
8386|14
4052|14
8661|57
3243|135
9453|69
4665|71
5026|106
9454|35
6425|114
9431|17
3524|79
2907|126
8942|114
8288|97
9454|0
8150|2
9455|149
2050|135
5606|109
3715|60
9442|26
7888|23
8506|33
9303|111
7384|118
5206|86
9475|132
7716|86
8361|108
9965|145
9461|56
6296|54
2224|150
9462|29
210|13
9238|15
4905|46
9045|109
6728|127
3891|27
9243|126
7517|137
3917|57
8730|6
8909|65
7920|53
3838|45
6124|23
3975|67
9382|140
8815|3
4411|145
9463|81
4222|36
6769|83
9068|74
9543|3
5763|17
8329|84
2948|90
9753|27
6933|52
9870|51
9793|69
6686|148
9683|102
9202|13
9472|73
7689|94
3010|82
8652|142
7641|20
9906|52
7659|82
4344|94
7171|94
8486|58
9154|5
6601|157
9478|58
6487|118
6797|111
9656|56
3849|88
8345|148
9153|9
6562|141
9656|22
9453|16
8194|81
9483|42
8438|128
6523|156
5760|130
9485|59
796|149
8395|108
6323|130
5991|52
5563|49
9485|113
785|77
1401|119
7713|31
9725|28
8456|39
8840|47
8935|79
7615|68
9804|114
9450|50
8232|138
4443|159
2946|85
6995|47
7771|47
9488|103
1791|27
6089|80
9492|31
8324|95
8329|94
9160|14
7941|135
9493|20
9711|36
6517|158
9493|121
9317|103
9863|10
8186|65
1984|9
5793|96
3826|114
6246|141
4283|1
9318|38
9326|52
7816|59
6411|0
9495|1
5876|84
8397|156
9669|84
327|117
9495|133
6630|120
7149|81
7418|154
673|41
2433|2
7423|69
5803|131
714|18
6755|108
3512|10
602|57
6034|119
8483|144
7972|120
4440|143
3825|137
7473|151
8664|127
2923|1
2833|45
8916|79
6373|61
9242|90
9273|84
9782|80
8898|145
931|4
8738|98
6611|86
9991|52
3582|61
4341|58
9223|49
9195|5
6880|30
9987|64
6554|153
9673|1
9501|119
5176|114
9211|93
3131|126
9979|88
8457|8
5079|59
3810|122
8555|133
9783|124
8600|67
1736|46
8745|42
743|118
8780|147
6464|108
1167|120
9627|140
1062|32
6362|85
9390|155
4336|81
2976|75
8145|104
3609|92
7545|53
9512|79
4910|81
9513|114
9514|71
6949|41
6710|87
6771|57
6981|96
8544|136
5503|96
3793|149
7292|15
9341|139
6686|13
2550|112
9732|77
3803|123
2970|138
6746|110
8109|105
4292|151
9517|118
9190|7
9318|56
7663|31
8391|66
5996|29
1229|78
7796|67
5067|61
2698|16
6327|1
9548|101
105|18
9518|101
9033|83
4858|134
6754|29
8881|65
9183|115
9642|118
9446|126
122|20
1955|40
6487|127
9115|0
171|106
8044|97
9580|6
4366|82
533|93
1611|138
8087|116
5703|47
9372|61
7964|62
3858|67
564|7
9523|52
4799|83
9524|117
9142|48
5753|96
8303|114
4141|146
9525|34
9528|54
8551|126
5873|21
7470|67
9529|127
6257|115
5748|83
9529|67
9529|139
3837|98
2637|87
7353|102
9416|97
2451|153
5732|41
2340|123
6678|29
2795|151
9533|35
9534|77
205|121
8883|60
6376|38
2649|116
8456|69
6695|134
9205|14
9536|55
7584|17
8416|77
9274|44
9770|11
3490|33
8966|15
9490|103
9651|95
7852|10
2893|77
7066|86
366|105
2159|40
8237|19
5338|139
4711|27
5441|97
9540|44
9827|100
9225|124
9837|3
5667|26
9541|84
3004|0
8371|65
9319|38
8025|98
2632|115
2149|120
7390|28
2591|43
3769|102
9501|158
2622|58
9529|85
4619|138
9125|156
2485|89
7137|133
9544|77
9546|90
7819|142
9550|75
2431|67
2537|146
9375|9
4389|2
8506|141
6300|137
9431|65
8084|38
5174|67
6558|133
8489|75
8530|69
6427|71
2698|133
9991|128
9485|11
4928|105
7858|105
7769|70
7982|72
1487|126
4868|11
8834|40
9552|31
9412|113
3751|103
2865|1
7023|76
6568|81
5435|51
7789|137
7560|124
4721|124
7283|140
5873|10
9560|134
8936|88
197|13
6975|122
9209|143
5681|150
6858|40
1412|159
9562|87
6925|115
6253|48
4973|105
6934|101
9564|159
9233|23
8914|43
671|31
1459|75
6706|103
2628|42
779|144
6959|77
9745|132
9567|134
4944|10
9567|10
8220|154
9594|84
4946|132
967|13
4393|69
7619|79
127|10
948|105
4864|86
7195|101
9524|12
9334|36
118|92
9569|98
1324|77
7185|67
9298|50
6624|48
2852|106
9569|14
2283|93
9570|108
7094|118
5852|75
1180|44
4980|22
6693|118
7320|133
2228|75
9571|123
8812|103
6840|143
5603|89
19|153
8302|61
9773|27
8616|148
5055|131
3225|17
9692|149
9368|48
9028|32
3239|87
896|11
9912|86
6995|155
9826|130
2109|48
8844|67
3088|42
9314|10
3122|68
9572|46
9426|152
1774|51
7745|99
8901|46
2002|6
9727|89
6753|158
2707|30
9153|82
3540|115
6860|20
9305|5
9536|91
8360|66
8356|38
7031|20
7938|82
2551|26
9574|53
6546|124
9945|13
2564|131
1573|15
5629|105
4497|91
7854|58
2087|68
8849|81
9575|152
9278|91
1898|21
8223|139
9384|63
9542|122
6381|74
8185|96
5024|42
3929|105
6594|0
9508|44
9677|28
2632|43
9576|26
8810|112
9106|47
9725|82
8799|80
9547|159
3324|110
128|61
9598|30
1066|121
7773|126
9578|52
2923|65
6661|157
7092|41
9615|117
8794|89
8371|117
8529|67
8967|12
5749|15
9857|79
5168|102
9324|39
2565|84
9370|130
4581|68
9334|18
7563|154
1279|109
3392|26
8803|0
9515|118
6462|87
7587|125
7497|132
9203|60
9799|57
9721|56
4882|47
4645|97
2510|121
6310|79
9803|45
707|85
6412|99
6765|123
7953|30
8467|28
2687|29
6415|58
3435|103
979|111
9805|72
8773|154
113|137
9267|66
1456|97
6891|88
7611|61
8133|5
7771|100
6802|123
9808|115
2715|124
9084|128
3355|55
3184|143
848|21
2292|92
9809|130
8627|27
5506|107
8713|106
4718|44
904|45
8639|85
6693|99
4620|156
8227|43
5088|95
6825|98
996|68
8855|82
4088|35
9438|39
2353|38
8539|12
9762|109
2928|5
9209|136
3719|111
8254|18
8156|21
9813|79
7190|89
9893|44
6912|151
297|30
1221|14
7860|91
8419|100
2173|79
6228|26
7034|60
8485|158
5761|141
4680|123
1311|31
3773|34
2975|158
8244|52
5691|152
7062|64
6798|148
8954|34
1207|30
6825|47
2829|54
5505|98
3076|89
9644|6
315|20
9905|143
8637|146
6693|151
6363|28
5582|73
6979|89
6385|109
8090|101
8049|158
9292|6
6193|153
8390|93
544|106
6163|119
9818|144
2182|11
6160|83
6970|95
8044|66
3943|71
9639|23
7277|50
7110|99
8892|22
3651|110
7254|102
9920|34
2781|38
9300|61
2118|16
5767|86
1129|150
5299|15
1481|20
8198|140
9772|32
6433|16
4684|55
9253|62
1452|97
5781|98
9458|144
6218|127
7174|40
6675|29
7264|14
8754|13
1242|10
6126|16
2283|73
2949|27
9799|103
5753|41
8827|22
9826|99
4050|79
8956|145
9202|148
5248|122
9394|0
8105|81
4375|55
9860|52
1046|108
9618|129
8348|105
1027|105
9978|45
2797|92
8345|15
9808|9
6981|145
4243|99
6800|153
7335|22
4024|75
8777|98
995|27
9830|112
8868|57
8237|158
8555|119
5858|58
7972|71
7274|30
8576|9
9431|91
1472|159
9608|39
7535|93
9941|143
9979|115
7346|96
6514|29
4962|138
1647|64
7273|123
3554|100
1303|48
7861|143
9903|26
3440|52
2513|97
9293|87
9836|159
8213|107
6647|69
6970|56
4323|109
8308|62
7487|24
6970|47
8745|23
269|36
3681|17
8935|48
7868|5
3726|26
5877|120
7747|26
9335|30
9362|88
6466|101
9400|26
9545|131
9617|43
7714|96
4051|31
7718|120
7940|72
8964|148
4254|154
4137|98
9731|82
5863|69
7183|139
9030|97
9616|1
4359|97
2188|57
6550|76
1857|45
8802|35
9225|129
3252|129
2479|78
8684|67
7615|25
823|77
3560|74
7780|31
7281|122
4078|141
3708|133
6440|117
9844|63
9230|143
7830|108
9845|49
3906|19
3618|92
9523|92
7795|153
8219|81
2192|24
6718|123
7969|132
7192|15
3708|29
3869|85
6782|125
6489|96
7122|10
8604|4
3934|66
4714|37
9820|35
3987|53
8019|118
6697|74
1430|118
7123|7
6351|130
9854|37
7485|113
9077|64
3032|42
8142|115
9854|0
6693|48
8692|35
9782|61
8564|6
6222|16
9801|115
9480|66
2996|65
6582|20
6486|48
6563|132
6761|12
2728|73
9503|35
3208|55
4498|81
9739|152
2993|99
8030|48
3632|136
2615|12
9856|85
7362|13
6502|75
8017|42
3459|69
9851|140
9982|82
5925|58
101|61
2903|112
9941|126
8312|104
7067|98
5654|42
9976|108
7852|123
5898|14
9858|137
2786|125
3703|9
8536|63
8662|141
6606|114
9818|14
2371|42
8983|121
6601|110
7043|64
8545|155
2050|2
3538|128
1205|52
2594|66
7720|111
8158|114
5882|83
7432|122
9443|93
9552|106
9381|73
8433|116
9085|9
9880|4
4278|23
7732|146
8661|90
9553|123
8694|146
2660|151
6534|3
7157|110
7475|91
8098|159
8385|14
6778|16
2759|102
6399|64
7636|53
5738|156
6950|146
256|59
3924|102
3536|113
9041|34
1463|159
4408|106
9429|144
9103|159
8919|66
5615|57
8376|13
9749|11
9299|129
9543|146
8377|62
4755|126
9813|40
5453|64
7018|32
3779|5
9862|145
1953|132
8659|158
3112|152
6776|33
7096|53
6360|150
7119|100
9859|48
329|139
7284|56
2736|152
9560|46
2032|107
9857|95
3083|94
4591|131
3515|2
8386|25
3192|95
8000|143
9729|8
8512|57
5364|105
9517|59
8594|43
3639|90
3558|73
1129|98
7592|113
6921|42
5585|74
5300|140
9863|21
9864|123
3874|125
2791|9
1932|52
6847|24
143|149
3776|10
7524|18
5722|62
3547|15
7979|112
9551|13
9409|11
2497|82
9893|35
9378|121
2604|3
9198|133
9207|5
9759|141
8915|157
8669|48
8492|98
1716|152
6636|118
7930|62
4037|57
9575|133
3828|29
9324|122
9124|24
6903|124
2771|26
7147|17
8244|12
6603|54
4328|22
9704|157
8420|66
956|22
6363|155
1679|117
7131|12
4804|65
9868|59
4036|3
7607|143
2843|61
9824|10
7339|141
5182|95
9377|89
9214|151
5908|79
2218|53
6931|126
9963|35
9817|44
5090|28
7950|34
9801|125
4973|134
9589|156
9233|53
6732|116
7124|76
9836|103
9177|89
1251|45
9030|49
9776|42
9700|18
788|80
9814|128
586|81
6095|30
6598|12
2163|28
7510|6
9223|61
5538|49
244|111
1905|60
3184|22
9485|142
5498|39
9570|150
6084|50
9591|73
4137|78
9855|41
1055|41
7947|16
8329|62
9594|40
1786|28
8014|128
5886|20
3633|148
9922|43
9770|158
7855|89
9695|66
9080|27
6822|42
8731|96
8618|20
3917|156
8037|159
9896|149
1876|119
7611|111
9880|14
9284|104
5814|73
4134|44
3590|31
8871|33
8965|133
9733|21
6268|123
8449|13
3429|84
9986|59
5929|24
5581|139
9849|122
9136|51
5296|34
7131|159
1223|24
7635|126
7953|57
5554|71
2159|54
5415|0
6815|133
8193|38
7674|37
2316|29
9090|127
9254|68
7274|158
7386|25
8870|17
6893|69
4086|106
7165|156
4570|158
9356|126
9532|89
9931|66
1183|22
9050|64
8480|74
8284|55
7521|72
9566|35
6543|67
2602|23
6190|43
9965|9
7339|81
5449|0
4837|24
5027|121
3501|100
2699|6
7360|159
9224|125
497|154
9468|54
8086|113
6904|139
8419|105
3725|28
2592|81
3454|122
8764|44
7781|3
3940|138
9519|16
1554|39
6891|99
9807|81
6226|157
6813|119
9077|104
6834|99
441|56
3001|46
9979|106
6748|121
1417|83
7062|126
9250|126
7761|143
9123|32
705|128
8679|131
9825|12
9795|88
6544|122
5778|73
1269|140
5674|48
3178|138
6337|100
5368|132
3951|78
7451|89
5328|21
8044|104
4932|122
9833|93
236|61
7717|42
9585|4
1150|46
9856|35
7495|61
7465|3
7346|69
5485|147
8761|108
7668|122
9392|22
8524|157
1954|68
2875|102
8549|2
1677|53
9544|70
8603|32
2151|45
4668|115
3302|147
9843|12
9534|59
9637|60
9565|151
7839|44
4734|152
6187|12
9411|100
4028|11
3503|83
2514|146
9442|5
6561|139
9603|21
874|49
4845|25
8216|20
5905|103
8192|79
9846|39
311|0
5035|120
3670|91
2100|96
7209|152
3501|64
9884|114
8032|40
2521|101
2179|122
9050|40
9251|70
4419|8
6738|127
9427|127
8378|46
8752|65
7950|114
9845|130
7748|43
1193|8
1952|77
9347|89
26|16
9199|19
819|155
3957|144
907|30
5471|119
8185|97
9400|10
7586|23
9107|62
9500|13
9883|117
9856|28
5718|122
2334|112
7981|129
7113|64
9448|66
9898|67
6438|152
7115|80
5422|121
8741|38
9757|93
7211|107
8346|20
3775|84
8915|111
8798|88
8102|11
1074|59
9751|98
7732|95
1030|57
6886|27
9942|104
9296|58
8726|141
3986|15
6967|155
6697|31
3697|150
9646|150
6218|72
6683|128
3783|158
7566|73
9920|28
5690|49
3910|48
6616|8
4809|69
9866|153
8786|6
577|79
8396|37
9164|83
6168|97
9445|105
9943|53
3431|156
6149|18
6772|22
5390|70
8621|86
666|97
9303|156
6859|28
9955|142
580|118
7058|63
9899|65
3695|136
9773|157
9877|85
4313|32
5053|101
6897|58
8242|152
9852|31
7600|42
9334|87
9984|104
6669|150
7937|78
9365|135
8530|145
4785|123
1898|143
7324|68
8130|84
371|111
1037|125
7514|38
6351|95
8208|1
9729|73
9178|60
6311|37
6962|24
9998|78
2238|9
9830|39
5053|43
2505|158
1329|96
6220|59
466|52
7883|30
3065|24
9731|149
8144|110
5270|52
6675|49
8814|87
9742|147
9212|85
3527|12
2906|124
9241|72
8685|133
6518|53
4296|80
6931|71
9764|54
6819|142
3609|93
4544|9
9718|26
8587|123
6722|153
8897|146
9961|95
2115|48
9472|33
8688|52
6539|125
310|153
6941|114
8779|9
2598|50
8665|15
7556|7
8291|22
5633|39
9611|29
5089|54
2701|91
3882|101
6507|114
6630|22
9664|72
9087|156
5215|135
9039|74
8919|134
8546|64
9237|143
6686|14
9054|132
3497|61
9174|53
4804|48
6451|104
8635|150
1549|72
9384|48
7129|47
9549|91
2086|33
3460|62
9838|84
9063|99
9896|148
7858|103
9380|139
9873|6
4697|51
8834|153
3274|100
9415|82
1202|149
7110|138
6280|100
3212|69
9964|153
6208|70
9110|29
7200|8
7182|91
3111|12
5369|136
7524|69
9814|113
5926|121
9612|67
4082|55
9338|34
9185|156
6180|59
9517|105
7352|17
3137|7
6924|48
7144|83
7757|78
6659|36
3393|133
8397|100
8338|64
8976|66
5498|119
1367|4
8538|134
2136|34
6210|127
6897|42
4273|44
9237|122
820|79
8975|47
4299|98
7353|78
2012|70
2369|30
8291|144
6796|84
8492|105
8696|72
3546|147
8000|53
9383|92
111|10
9525|94
8158|154
5395|136
9765|141
8750|153
6102|29
3050|127
9987|95
6039|130
6424|155
6988|16
9245|32
5202|142
9655|139
5191|126
8925|105
7218|45
9588|73
9898|141
9924|117
9722|55
9684|156
9716|107
7152|83
8798|38
9893|143
9100|46
1697|37
5328|51
8591|34
6603|27
7411|127
7651|106
6817|59
5478|125
445|149
7808|1
8349|47
816|92
4485|45
9617|40
6625|148
7186|66
8642|103
1405|51
3831|47
9407|90
4463|85
6404|33
4041|145
727|136
9299|109
8881|72
9900|96
122|18
2964|71
7483|2
9690|30
7584|6
9824|99
1696|115
8082|120
9754|3
8636|21
9152|153
9412|142
4698|92
6515|120
5384|22
7384|73
8717|159
8424|22
9929|41
9551|134
2911|7
952|72
8150|33
8183|47
6524|57
9788|110
7885|108
9409|137
8397|1
6633|130
5665|5
8413|15
7321|145
5950|28
4223|125
4043|116
6993|12
9661|88
2056|156
6274|86
4314|86
9250|51
6226|60
5966|100
6816|131
9837|100
878|70
9832|137
5261|144
661|15
9596|55
764|97
5198|25
3991|48
8305|103
7450|103
9722|117
7064|82
6952|40
4055|87
4977|107
8980|71
7591|57
7605|148
8124|71
8572|43
7852|106
9488|65
7777|30
268|93
2957|69
6488|71
6540|107
2188|17
9968|43
4365|63
9466|72
9420|117
6124|89
7533|147
9933|61
8477|115
7508|88
