Forum|Person|joinDate
647|5604|1962-06-19 18:52:04
636|3556|1974-05-01 16:05:10
648|7396|1982-04-13 14:57:22
584|4256|1989-03-02 11:23:14
648|4888|1983-06-14 02:02:11
131|7066|2008-12-09 18:40:55
341|8074|1999-10-10 05:19:20
648|8444|1990-04-22 20:20:09
648|4343|1965-10-25 06:31:02
298|7565|1976-11-01 01:44:13
648|1834|1960-05-18 18:56:29
464|7538|1990-02-11 14:23:20
546|7855|2002-07-27 01:36:00
648|1389|2001-04-07 07:39:10
649|8502|1973-12-23 18:50:56
493|530|1978-05-30 03:22:53
649|7024|1980-11-27 08:46:37
10|1586|1985-09-15 21:45:00
11|7906|1985-10-08 06:59:25
649|892|2006-04-02 18:16:16
649|8536|2003-01-14 04:43:37
649|3699|1998-10-28 17:42:09
649|8042|1973-05-14 10:56:48
649|3316|2006-09-12 00:06:41
649|9853|1992-01-19 10:09:53
528|1779|1962-10-07 19:54:27
649|1118|1996-12-30 03:17:19
650|5380|1980-09-11 02:32:46
650|5392|1982-01-31 08:51:45
305|883|1979-03-05 14:42:57
650|9494|1988-01-10 01:12:17
650|6583|2008-05-24 21:33:59
650|3708|1972-04-17 21:11:20
650|9055|1997-10-16 03:49:38
315|9371|1992-12-31 00:58:18
650|5888|1998-02-16 08:36:49
68|3291|1968-08-07 02:28:39
651|3716|1971-05-02 13:03:39
19|4030|1974-10-09 13:52:50
651|1608|1999-03-15 16:35:38
651|9295|1973-04-02 12:38:22
121|6434|1972-11-14 14:07:25
400|5825|1963-11-10 15:10:55
651|8366|1980-11-21 01:55:07
651|9952|1980-01-27 15:04:43
651|3902|1971-07-23 12:13:45
651|6838|1994-05-08 23:02:39
154|5730|1998-10-26 02:45:34
651|7488|1964-11-24 06:05:20
361|7489|2006-02-11 18:25:11
651|2958|2006-08-08 12:27:22
651|8708|1960-05-09 20:03:49
103|9980|1987-06-19 15:27:05
651|1496|1991-08-12 04:45:19
651|8900|1999-01-06 11:26:57
331|8102|1975-10-07 03:20:02
375|7084|1976-08-20 03:18:58
494|4019|1989-10-04 16:56:25
525|1112|2004-05-11 13:14:06
651|884|1968-09-20 18:07:12
651|6265|1968-09-16 16:37:23
298|8461|2000-08-23 23:06:33
651|4201|1968-03-24 01:02:35
651|7376|2002-02-07 15:44:35
652|7878|1990-04-22 18:14:14
652|4216|1996-04-09 05:06:38
652|3578|1989-12-09 01:32:53
139|2640|1999-01-05 08:15:12
652|2564|1963-02-24 17:24:03
16|8092|1996-04-20 11:30:43
652|1193|1980-03-28 23:29:53
366|8940|1966-03-06 02:36:57
652|1549|1969-05-07 01:04:25
370|4415|2007-10-17 11:14:29
430|5326|1980-09-01 09:06:19
652|767|1988-06-24 01:06:06
381|8031|1977-04-11 02:13:30
652|3175|1987-11-04 10:35:38
652|6189|1980-09-01 22:46:00
421|5997|1992-10-16 13:47:35
504|3161|1993-09-11 08:07:16
652|1927|1995-07-24 11:52:40
205|9410|1973-01-28 08:41:37
652|443|1974-10-27 17:23:23
653|2627|1997-05-04 00:28:36
102|3017|1965-09-13 22:28:00
290|2913|1963-02-09 15:13:15
300|357|2003-03-30 23:48:29
653|6857|2007-04-16 14:43:31
653|344|1964-01-25 10:17:58
653|3622|1990-03-24 01:53:42
468|3219|2008-12-24 11:52:12
653|7410|1963-03-26 05:33:20
298|6174|1993-08-04 00:06:15
653|3893|1974-03-17 05:15:55
653|7353|1987-07-30 06:59:18
653|1463|1988-12-26 01:20:23
222|1164|1992-09-12 13:02:34
653|4482|1996-05-13 19:32:29
654|9233|2000-02-16 05:17:09
171|6510|1965-12-26 10:48:54
654|769|1984-07-10 04:56:26
80|9787|1995-02-06 03:15:14
654|1195|1985-11-04 20:42:59
654|2817|1992-10-19 09:17:18
25|6636|2003-01-03 02:52:40
378|6746|1983-02-27 01:47:54
655|1046|1979-04-27 11:18:19
24|1524|1960-01-13 15:27:10
655|7358|1985-02-16 04:20:55
62|5067|2001-02-12 01:37:16
655|7368|1977-02-15 20:10:38
655|3406|2003-07-23 12:41:14
263|3474|1980-06-01 16:29:04
390|6734|1978-10-16 11:23:25
655|6863|1994-05-21 12:20:43
376|2764|1999-08-22 03:05:55
655|8888|1961-11-29 04:33:06
655|6284|2004-09-07 03:56:21
6|2379|1993-03-28 16:47:27
655|2823|1961-09-24 09:51:19
649|9742|1982-04-04 07:07:40
655|2125|1971-05-27 05:11:12
655|5292|1971-11-02 02:38:05
140|8279|1977-09-25 12:00:13
656|6689|1994-12-22 05:26:37
428|3038|1983-02-09 08:45:43
656|3652|1992-08-07 23:57:07
656|2766|1986-08-26 16:40:17
656|5041|1981-01-15 02:41:12
589|878|1978-06-25 05:09:56
656|3473|1973-01-22 22:15:19
656|6347|1986-08-30 23:04:14
256|7239|1994-10-13 14:12:32
656|3695|1973-08-20 04:06:19
657|3241|1972-09-16 04:23:45
657|7446|1971-05-03 22:58:16
141|3571|1972-04-16 10:26:20
657|5147|1982-12-31 15:50:10
39|4986|1963-09-23 16:43:01
327|7502|1961-07-03 07:23:11
657|1440|1974-06-04 02:55:54
469|8273|1996-03-17 03:06:31
657|2690|2005-04-15 17:41:01
536|2408|1974-11-23 18:02:43
657|9817|2007-05-01 13:16:01
42|7651|1986-11-05 05:31:11
104|8131|1972-11-17 17:19:02
129|5727|2007-02-03 21:56:01
657|6805|1981-12-29 04:28:22
657|6737|2000-09-20 09:53:02
657|448|1979-05-20 01:44:21
222|718|2001-08-05 20:04:25
599|3778|1997-01-01 20:16:08
657|633|1963-12-04 07:00:46
658|4687|1998-12-24 15:57:04
587|1633|1985-01-31 22:59:59
658|1444|1996-07-19 02:40:22
450|7569|2000-02-25 20:08:09
658|4392|1991-10-31 20:46:24
658|3782|2004-09-24 03:05:07
656|6198|1984-03-22 05:12:46
658|6412|1997-01-20 20:36:14
658|8486|1968-12-01 05:14:50
659|6015|2006-12-26 17:21:58
659|6331|2005-08-28 08:21:01
613|50|1964-11-20 14:45:51
659|1881|1960-09-17 00:58:18
153|3958|1998-11-05 05:19:20
659|2223|1996-02-19 03:58:56
659|1625|1990-09-14 16:08:47
659|3387|2004-06-30 13:54:04
607|7166|1976-03-30 18:02:58
659|4429|1966-09-10 17:17:03
114|3007|1962-01-07 22:56:59
659|9739|1962-05-01 07:05:24
319|628|1963-07-17 08:52:35
659|5687|2008-05-05 03:49:45
336|8280|1992-04-22 13:53:35
559|397|1990-09-10 07:17:08
659|7408|1972-04-14 11:18:33
660|1085|1980-12-13 09:27:13
660|890|1979-11-09 15:19:09
660|9159|1966-08-16 12:22:04
660|9212|1973-12-31 08:41:03
660|3197|1972-02-28 13:39:32
660|7265|1987-12-24 12:47:35
86|7639|1967-10-27 08:05:57
660|5042|1972-07-21 14:08:08
11|1137|2000-07-18 12:59:37
503|999|1963-06-05 03:16:19
660|5259|1981-04-26 07:04:30
660|2712|1972-11-01 10:22:43
609|4943|1992-01-04 22:04:14
660|7089|2005-06-28 06:06:13
143|5535|2006-06-16 07:20:25
660|817|1990-03-02 08:18:35
171|143|1984-03-27 09:20:03
660|5200|1978-03-19 09:52:36
660|1291|1986-03-12 12:09:55
660|5117|1965-10-11 04:31:23
660|1140|1999-09-12 09:05:52
46|9331|1962-10-15 16:34:19
659|8818|2008-12-19 22:13:28
660|1969|1975-06-22 21:15:30
209|2889|2001-05-17 12:48:13
661|2080|1978-11-30 11:08:53
661|5142|1984-05-15 19:23:31
537|7736|2008-05-12 06:03:22
661|5246|1993-09-03 03:41:04
561|7242|1984-03-22 14:45:35
661|4520|1960-09-02 06:49:54
661|5356|1966-11-08 16:15:45
661|3199|1978-02-13 12:13:07
661|7539|1970-08-10 17:56:11
661|39|1965-07-04 22:24:55
661|6980|1988-09-26 04:56:07
246|4451|1967-02-25 01:00:24
661|8527|1971-07-09 01:45:33
616|5524|1977-02-01 09:55:37
662|5438|1969-05-05 23:40:18
662|4146|1965-07-15 18:41:04
294|6128|1968-06-21 08:44:25
662|1051|1975-06-22 18:34:00
662|9617|1990-10-15 10:40:31
662|4366|1970-06-09 14:50:44
662|5606|1986-04-08 12:53:18
122|4064|1998-09-17 14:46:40
662|9476|1972-12-25 17:27:08
240|8637|1972-09-04 01:28:24
662|1308|1973-05-01 10:03:48
603|227|1986-02-24 21:47:04
663|2128|1969-03-24 10:00:46
663|5657|1973-09-18 13:55:09
52|4458|1999-12-06 18:21:09
663|958|1986-04-07 01:46:20
143|7868|1985-02-10 04:57:58
663|9257|1965-04-11 18:17:03
65|2145|1962-08-19 09:30:29
462|6475|1982-08-06 17:50:39
663|1250|2000-01-06 05:50:01
664|3061|1962-10-19 09:39:03
539|5103|1979-04-01 02:30:26
664|6637|1978-12-30 09:32:34
664|4562|1973-10-25 01:29:09
35|1216|1979-03-17 09:16:03
664|6641|1970-12-27 00:30:33
183|5004|2001-08-22 22:55:05
488|3962|1990-07-12 16:44:18
599|3665|1977-02-04 22:39:40
664|9872|1977-09-18 22:14:56
664|2331|2007-02-03 05:16:33
664|3719|1999-07-05 13:32:55
664|6040|2008-02-02 13:08:10
664|7295|1964-01-10 04:17:14
345|4513|1985-02-09 00:03:59
664|8197|1979-11-25 15:49:30
664|7773|2005-12-06 10:16:43
664|2202|2006-11-13 16:43:52
622|4938|1983-02-07 14:12:26
664|7889|1988-02-03 01:52:50
491|1778|2000-04-20 19:54:19
664|7597|1986-04-24 06:47:39
59|9009|1994-05-23 04:02:58
665|6137|1996-11-12 20:29:34
106|5725|1982-11-01 19:48:16
665|682|1989-05-02 00:50:06
183|713|1981-03-24 04:40:45
665|1679|1974-02-06 07:27:07
665|4424|2001-05-23 07:17:39
427|3083|1987-08-09 08:15:02
625|84|2007-09-14 00:16:01
665|3785|1998-02-12 22:41:18
289|921|1993-08-10 11:28:22
665|7831|1984-08-28 15:51:01
666|5568|1974-02-28 10:46:04
562|3180|2007-01-08 08:46:12
633|4645|1966-03-12 03:01:59
666|2481|1989-03-15 07:44:54
666|2207|2002-11-04 14:01:30
73|5322|2005-01-01 08:38:10
666|9236|1978-04-15 01:00:14
25|1219|1967-11-02 12:59:43
666|6744|1987-08-30 03:59:38
456|1129|1973-07-16 11:50:52
666|696|1972-05-31 03:28:31
359|8331|1999-05-07 08:37:42
666|8566|1987-05-09 16:23:11
666|8109|1972-03-05 11:15:49
544|8615|1977-07-11 17:56:57
666|3517|1974-07-28 19:13:53
275|5595|1986-02-27 23:27:11
535|5552|1977-02-03 12:40:28
667|1626|2003-05-03 17:20:39
102|4715|1977-12-18 14:48:37
539|1061|2001-06-25 01:59:10
667|3178|1961-09-16 12:42:19
667|5125|1963-02-13 08:29:37
416|1582|1978-09-02 03:10:39
667|228|1988-11-28 00:35:08
106|2037|1970-06-12 15:46:40
267|2452|1987-10-22 19:04:49
667|5317|1987-01-16 21:08:09
667|7164|2003-10-01 14:52:11
667|3576|2002-12-14 04:12:45
668|1796|1990-11-19 07:53:16
668|8936|1985-04-12 11:13:09
345|4794|1997-12-07 00:07:19
668|95|1963-11-04 14:24:57
668|7949|1981-12-27 04:25:12
157|9267|1982-12-09 15:42:40
668|4396|2006-01-21 09:24:33
121|2659|1992-04-15 11:21:41
668|7984|1972-12-20 07:34:14
36|9131|1999-11-16 22:35:08
423|8893|1967-12-21 05:14:53
668|8965|1963-12-02 17:57:38
362|8852|1975-10-21 03:11:29
668|5205|2008-05-18 11:15:29
381|9311|1991-10-16 18:48:02
668|3721|1961-12-22 11:26:59
668|7594|2007-01-26 09:26:54
114|9255|1998-11-27 20:15:19
134|296|1965-12-26 17:08:52
668|2731|1992-01-09 18:05:51
669|7981|1976-01-30 01:15:02
669|1866|2003-10-27 11:36:18
669|3549|1974-12-04 22:54:33
254|6171|1972-10-04 18:42:18
669|1513|1997-11-23 05:43:07
113|9919|1962-11-28 04:55:04
149|7911|1977-07-17 21:57:58
669|2851|1979-08-19 16:27:02
669|1382|2000-10-06 03:17:00
669|981|1982-01-21 04:33:00
669|1910|1979-10-01 07:04:09
669|791|2004-09-29 13:05:06
262|3647|1988-04-06 21:27:11
363|2884|1980-09-08 22:58:38
669|2061|2000-08-10 01:34:33
670|2689|1976-10-31 09:14:44
482|2160|1995-04-20 03:08:44
484|9754|2006-11-07 01:37:52
670|2520|1987-09-14 04:12:45
670|1902|1991-10-09 14:56:52
670|8731|2001-10-03 02:25:30
670|4389|1996-05-27 00:19:24
670|6506|1977-04-21 12:44:28
621|8643|1975-04-03 12:02:38
670|220|1960-04-03 08:01:54
671|3569|1971-09-22 21:31:05
506|3620|1998-02-02 11:16:24
671|5820|1961-11-16 02:46:14
671|5603|1979-04-23 19:41:56
671|8855|1972-08-14 10:25:36
671|7167|1963-08-18 19:19:20
622|2677|1992-05-30 09:10:34
671|7896|2000-09-04 00:29:33
98|553|1982-12-11 09:25:10
572|7413|2006-05-27 09:15:11
671|3974|2000-12-12 18:58:14
671|6943|1976-10-24 06:28:58
672|7373|1964-09-29 18:43:39
108|64|1964-05-19 09:34:57
672|3669|1966-08-06 22:46:31
546|7077|2008-04-08 19:09:11
672|9578|1964-05-28 00:01:59
672|2725|1979-10-30 18:22:08
672|3120|1969-01-15 21:10:38
560|4914|2003-01-25 06:45:19
665|6610|2007-06-29 21:32:33
672|5940|1986-02-10 12:11:33
672|3966|1999-12-09 14:51:49
442|1972|1994-01-09 01:28:08
641|9947|1966-01-08 00:03:24
673|3245|1969-06-25 01:45:00
521|8663|1993-01-25 05:24:40
529|2775|2001-03-16 12:25:09
673|1589|1992-05-14 14:44:44
673|2266|2006-10-22 13:48:02
673|3511|1960-10-09 02:28:26
673|7801|1987-01-20 01:44:17
554|3941|1999-04-27 02:04:01
673|9632|1984-03-31 08:26:40
9|7677|1971-12-16 11:02:20
501|9473|1978-08-11 05:14:51
673|8838|2000-09-07 20:27:43
673|9721|1983-08-30 10:57:30
149|9424|1987-02-08 09:53:27
673|902|2000-12-29 22:40:04
172|4710|1998-04-23 08:13:10
673|3660|1989-06-02 05:10:51
136|4491|2007-11-05 00:28:52
674|7190|1975-03-21 22:36:04
674|400|1986-02-17 04:16:04
88|2787|2003-02-06 07:59:21
622|6197|1993-10-26 07:49:34
674|6939|1982-06-01 09:56:26
89|3326|1965-12-24 05:56:24
285|343|1975-08-21 16:21:21
674|7760|1980-10-23 16:14:26
504|2451|1986-05-01 03:21:47
595|8365|2005-03-04 01:23:52
674|7343|2005-08-02 19:05:49
168|4020|2007-06-16 00:04:52
235|9878|1983-05-05 20:15:25
325|9023|2006-07-11 19:12:49
674|7830|2001-04-06 11:49:49
674|9221|1961-02-07 15:22:32
675|9816|1990-05-18 11:22:22
675|3985|1985-08-05 21:48:28
675|147|1965-05-10 00:05:50
57|4263|1971-04-30 22:22:49
470|9858|1988-05-10 01:19:31
481|4240|1975-04-08 17:01:14
675|9509|1984-06-19 01:39:43
222|9796|1974-11-01 16:30:50
261|8873|2008-12-19 21:23:01
675|211|1981-11-14 04:20:49
676|5204|1990-08-14 08:06:42
676|1190|1976-02-21 03:07:27
436|9971|1980-02-10 23:12:05
676|1545|1965-04-21 22:01:17
676|605|1979-09-21 08:00:46
157|5338|2002-04-30 19:01:56
338|3243|2005-02-25 08:15:19
676|8021|2001-02-10 17:29:29
112|5506|1997-10-11 17:53:38
676|8624|1986-06-06 13:41:34
621|5791|1984-10-16 23:26:09
677|3013|1997-09-06 15:31:14
677|6278|1981-12-21 10:47:10
677|2142|1997-11-30 07:31:29
377|2824|1965-07-29 02:19:00
384|4739|1961-12-03 07:00:22
677|5075|1960-06-03 12:28:32
97|1352|1999-04-24 08:03:10
581|7508|1966-06-06 02:40:31
677|3703|1962-07-03 09:11:00
677|3676|1965-03-27 21:52:53
10|6258|1966-12-05 21:46:12
508|3775|1963-01-11 22:38:35
677|90|1995-04-20 07:12:07
273|2783|1995-05-12 06:28:30
518|5167|1965-05-24 05:10:33
677|9117|1974-01-04 06:36:14
677|3264|1999-12-21 16:20:08
526|9694|2003-07-07 10:50:32
677|6001|2005-08-24 15:03:40
377|1917|1964-06-23 03:53:42
677|8602|1993-12-10 23:08:21
281|8458|1990-06-09 22:52:25
677|3363|1973-12-21 00:17:02
401|4810|2004-06-09 16:59:44
420|6519|1991-07-22 19:18:43
670|9134|1994-07-12 23:59:52
677|2645|1982-05-03 11:34:55
678|2405|2004-01-25 04:30:45
678|1525|1989-03-15 02:44:53
379|3100|1972-07-28 18:43:11
678|938|1982-06-06 00:02:45
678|213|2003-01-01 05:33:20
678|9448|1995-10-16 20:49:45
678|6451|1979-11-18 22:42:59
678|5541|2007-06-15 22:39:17
679|8753|1966-09-02 12:22:24
679|6047|1988-10-13 10:18:53
452|6981|1995-01-19 04:08:35
679|270|1968-06-28 22:29:04
679|8009|1984-06-09 08:58:13
251|76|1964-01-23 08:06:51
251|8442|2003-04-24 01:50:00
680|906|1992-04-19 20:58:07
324|582|1970-08-08 18:01:34
680|9670|2002-03-21 13:19:54
515|5447|1999-07-31 20:05:36
680|521|2004-06-24 17:17:06
244|2946|1964-02-15 20:54:45
680|3897|1992-10-18 10:03:28
680|4361|1981-11-19 15:38:56
431|3488|1979-03-07 10:14:11
664|320|2002-01-03 20:35:31
680|2547|1961-03-18 23:14:57
218|6369|1963-03-24 13:02:50
680|8769|1985-08-12 01:49:07
681|2143|2003-09-15 15:07:16
366|3308|1969-03-30 12:49:26
681|888|1988-07-23 02:07:29
389|4242|1966-08-28 03:56:02
451|4243|1978-10-15 16:34:09
681|5206|2006-10-30 17:56:36
166|458|1977-01-31 14:25:44
173|5907|1992-06-09 09:04:21
681|4007|1996-05-07 19:22:26
312|8649|2001-07-30 19:19:33
547|4348|1997-12-08 04:30:44
681|4165|1993-03-31 04:32:53
339|12|1974-10-16 07:23:18
681|4143|1991-10-18 08:02:07
137|4075|2002-01-01 15:23:14
682|1977|1973-02-10 11:17:10
309|4719|1964-09-24 20:27:37
682|107|1980-07-31 17:27:43
682|368|1960-01-31 13:18:39
682|5889|1983-12-14 12:52:21
339|7178|1999-05-22 10:56:03
662|8135|1994-03-26 06:40:37
682|179|2000-08-12 00:59:03
181|9004|2001-09-26 18:13:32
682|1882|1999-08-10 12:51:44
682|710|1995-12-07 02:01:17
682|7212|1986-08-28 17:21:51
337|7899|1976-09-25 00:46:39
682|925|1994-05-17 04:10:37
682|5850|1983-03-30 12:55:37
215|4459|1994-01-31 21:39:16
682|4080|2004-10-03 04:22:30
594|7039|1960-08-25 20:02:51
682|8065|1976-11-03 17:00:31
683|3809|2001-06-28 14:41:41
238|6207|1979-12-05 11:03:27
646|4563|1994-12-24 06:26:41
683|5978|1975-03-04 14:05:38
383|7656|1990-08-17 09:25:39
683|1904|1966-08-11 04:06:37
537|5707|1969-06-23 16:50:37
683|4789|1992-07-07 16:30:14
94|7766|2000-04-15 00:42:23
683|5195|1993-07-14 14:42:01
683|5797|1998-06-13 19:35:23
683|8793|1981-03-14 14:28:29
683|4755|1971-03-08 18:49:43
339|3882|1994-07-29 05:31:55
683|5349|1982-10-20 06:04:06
683|4515|1990-07-08 04:03:16
683|6670|1965-09-27 11:48:54
21|2905|1972-06-15 00:16:51
683|6730|1993-12-13 13:41:18
684|6149|2007-02-07 13:21:54
684|6295|2008-08-18 05:11:31
95|5211|1986-03-19 01:05:49
684|528|1999-04-16 23:56:00
684|8307|1999-08-21 16:45:52
412|392|1961-06-21 10:44:51
684|8041|1979-04-28 23:34:04
247|6346|1967-05-04 04:23:48
454|1642|1961-05-25 05:17:24
684|5123|1997-06-24 22:59:08
684|7683|1989-02-01 04:46:03
396|1988|1985-12-12 18:43:26
684|8460|2006-12-11 18:10:07
684|5920|1970-11-16 20:57:29
490|4964|1988-10-04 20:19:58
685|5101|2003-07-07 22:21:20
685|580|1982-12-06 14:04:31
685|2863|1985-03-19 15:40:05
685|1036|1996-08-07 10:02:48
3|9896|2008-02-20 11:51:25
685|8892|1960-05-23 21:12:16
580|3515|1986-02-25 04:29:14
685|7347|1997-06-11 08:04:11
568|2465|1998-11-26 07:43:45
686|750|1995-05-18 23:57:48
686|1755|2000-02-01 15:03:02
284|4790|1983-07-01 07:08:36
686|2154|1985-01-23 05:33:08
686|8646|1963-05-28 22:08:26
6|3589|1974-10-12 23:46:08
686|1764|1999-07-01 16:04:24
686|8634|1997-12-19 13:02:52
547|5555|1998-01-08 04:05:00
686|8063|1969-02-14 08:06:50
686|3059|2002-04-08 15:25:35
127|932|1975-04-05 12:02:39
686|2881|2006-06-08 23:09:20
100|2574|1961-01-08 21:45:16
145|9104|1979-09-30 21:49:45
686|4815|2000-01-01 21:38:20
582|3580|1987-12-31 08:33:10
687|4398|1966-03-27 18:57:44
687|9897|1976-12-05 21:21:54
143|6866|2008-11-15 19:42:49
194|2966|1986-10-02 09:23:26
687|306|2008-03-31 15:29:21
687|446|1993-02-05 11:51:31
105|8049|2008-01-04 10:01:10
106|315|1984-06-18 21:39:54
541|9284|1974-04-10 15:28:42
687|9064|1974-04-30 19:47:53
146|5156|2001-12-31 16:51:51
687|7893|1969-06-26 19:11:42
116|7401|1985-10-01 19:56:10
131|8766|1989-01-09 13:45:41
687|8912|1975-06-30 15:13:31
430|9555|2005-08-18 13:22:06
687|865|2005-07-04 21:18:37
498|2984|1988-05-01 19:32:43
687|8158|1996-03-08 07:51:50
429|4617|1975-09-09 15:35:48
687|230|2007-02-25 16:44:56
72|1955|1990-10-16 15:36:08
128|6631|1965-04-15 08:53:19
688|1667|2001-04-05 20:59:00
445|286|1962-03-09 17:23:33
688|4172|1964-12-30 11:18:13
211|1218|1962-01-14 04:05:14
626|1515|2004-09-17 10:52:17
688|9904|1964-02-10 13:59:44
688|2976|1987-05-11 22:18:26
608|9523|1971-06-09 08:18:44
688|7424|1972-07-03 11:24:09
6|7596|1995-10-07 07:27:04
688|4807|2004-04-20 08:06:28
688|9404|1961-07-29 00:44:56
478|8914|1979-07-25 09:11:26
688|9162|1973-03-03 01:21:55
222|2527|1995-09-04 12:46:57
225|5395|1984-12-05 08:47:12
688|8108|1986-10-25 01:29:19
421|5015|1995-05-27 01:01:13
688|1997|1994-11-16 09:26:03
688|7474|1982-07-29 20:46:36
619|2805|1987-06-24 16:34:43
689|549|1973-02-28 12:20:55
445|6608|1971-01-12 03:34:35
689|5952|1978-10-03 12:30:00
663|5557|1969-01-13 17:30:21
689|591|1969-09-13 13:54:04
689|2637|1969-08-09 21:12:36
689|3430|1991-04-19 08:34:16
42|5141|1983-08-16 03:20:41
54|3878|2003-06-27 14:38:31
689|4674|1971-10-10 21:49:01
689|1229|1997-11-22 11:44:11
620|4217|1980-10-27 16:48:55
690|8152|1960-10-12 16:19:32
690|5394|1985-02-20 17:26:57
690|1019|2006-08-28 03:45:32
16|5456|1971-05-27 05:19:40
211|6844|1990-06-11 03:17:58
690|464|1965-11-28 16:50:48
666|80|1984-06-30 23:50:53
690|3433|2006-09-25 03:22:13
690|6521|2006-09-16 22:08:36
146|3252|1983-02-01 06:48:16
691|2056|1968-05-07 08:21:03
495|557|1975-07-13 20:00:22
691|6534|2007-07-29 00:29:03
691|5030|2006-06-21 20:48:31
691|7734|1961-12-24 08:10:02
691|2099|1987-05-19 21:58:44
636|6259|1963-08-21 01:32:12
691|1864|1962-12-10 15:01:50
692|2091|1981-08-28 18:01:58
692|4393|1995-01-02 07:13:15
692|8548|1961-12-05 13:48:05
692|3682|1964-04-21 00:51:21
298|8889|1971-06-14 01:30:07
692|8321|1999-03-22 05:32:59
692|4317|1964-10-28 16:30:55
692|979|1995-08-17 10:09:21
543|5293|1997-01-10 23:19:36
692|5758|1960-11-09 17:14:53
694|5024|1973-07-26 13:08:24
353|2226|1968-07-21 18:02:23
362|9252|2000-03-23 13:11:42
694|7431|1962-10-17 07:34:41
694|8835|1984-11-22 10:07:44
383|737|1977-09-18 23:43:12
694|5520|1984-06-03 12:25:25
579|2639|1970-06-15 22:08:10
694|3341|1985-06-07 08:32:40
487|9905|1986-04-26 19:28:44
694|5723|1961-12-15 18:12:36
66|312|1994-01-15 09:46:22
694|6109|1997-07-10 00:17:50
694|7135|1986-11-04 23:16:37
592|9019|1991-04-04 22:44:50
694|9301|2008-10-10 14:49:57
535|7208|1975-06-16 03:13:50
695|6034|1972-01-05 19:11:09
695|1850|1961-01-06 22:40:15
695|5297|2000-12-11 13:51:07
345|7402|1998-10-17 13:55:33
396|9955|1979-08-01 17:29:25
474|8368|2006-02-13 01:18:00
695|182|1996-01-30 14:07:57
696|9732|1985-02-27 03:41:26
696|2876|1970-10-07 11:17:02
696|1504|1968-04-22 14:02:08
696|6523|2004-09-15 17:09:33
696|9133|1994-07-04 16:49:49
696|7146|1976-07-06 00:32:20
696|2157|1991-03-12 09:40:59
143|1682|1988-12-09 14:24:31
350|1708|1994-06-08 18:52:07
696|6864|1969-07-31 23:39:28
70|1802|1990-05-07 15:16:56
696|3715|1974-05-21 04:26:22
518|5272|1977-06-21 19:39:14
593|3876|1991-12-29 01:20:25
697|8533|1983-12-13 13:43:16
126|7192|1982-09-11 20:13:52
436|9021|2006-12-29 00:30:10
697|7869|1993-04-21 00:02:18
697|2347|1975-01-17 08:30:52
697|1021|2006-04-26 11:13:55
697|6698|1977-08-07 20:03:18
697|9166|2007-04-04 07:58:16
697|3507|1993-11-14 16:46:05
40|9271|1998-10-12 22:53:46
697|6802|1964-05-06 15:16:55
40|7932|1982-07-18 04:12:57
627|5344|1976-05-19 00:23:40
697|4623|1968-06-26 11:01:15
12|5390|1991-06-06 02:18:38
697|3700|1960-06-19 03:01:02
147|6967|1974-05-11 12:52:49
697|7514|1986-10-13 07:42:53
182|2829|2003-10-07 06:38:00
697|5798|1971-12-11 18:05:20
438|3836|2003-11-04 01:56:32
697|9471|1974-02-20 14:42:42
697|3592|1960-01-17 16:59:25
236|3330|1960-04-19 01:44:39
698|9687|1967-07-12 00:26:21
572|8000|1961-09-26 13:40:40
698|3529|1969-08-10 12:58:28
525|1265|1984-05-16 01:17:01
698|8491|1978-09-04 02:37:05
165|3526|1989-01-02 11:48:51
698|1966|1964-08-10 01:28:21
698|1183|1998-10-19 09:46:06
698|1603|1993-09-24 22:16:45
699|7691|1996-02-11 08:15:27
172|596|1980-09-14 08:44:46
317|1967|1998-12-30 05:13:47
699|7994|1977-07-18 06:33:12
699|1232|1997-12-20 05:03:01
162|5683|1995-02-24 09:46:05
699|7003|1999-01-31 18:02:43
125|8846|1991-09-25 07:30:32
699|66|1992-12-23 18:57:48
699|526|1968-07-03 20:07:28
410|8923|1989-02-22 14:34:00
699|6998|1967-04-11 02:41:03
35|1037|2002-09-10 19:16:35
272|4691|1994-07-19 00:48:51
699|843|2000-08-13 09:39:24
641|4345|1994-12-17 05:56:03
699|4197|1979-08-04 05:39:00
681|2397|1963-07-20 05:16:55
700|9417|2002-12-09 07:44:57
700|379|2000-01-22 09:23:30
700|5699|1992-10-27 05:08:10
460|1275|1978-11-06 19:52:50
700|2323|1999-12-11 04:49:50
174|8775|1962-11-06 08:31:52
365|8811|1967-05-24 05:22:55
400|9016|1997-06-01 14:23:43
701|2215|1979-02-06 14:02:06
701|77|2006-01-30 23:53:03
696|501|2002-12-13 02:12:41
701|1313|1983-10-04 15:15:40
410|5051|1961-04-22 13:33:46
701|302|2004-04-21 20:21:43
701|8171|1974-12-09 01:26:12
701|8707|1971-04-09 18:29:35
701|5778|1966-01-10 05:37:43
402|3003|1977-04-23 20:01:36
453|6927|1976-02-16 19:32:37
492|4880|1961-02-26 12:30:37
701|5849|1980-08-03 17:49:46
25|4737|1985-10-28 21:09:42
701|3951|2000-07-15 21:20:14
701|1680|1988-03-07 21:36:24
701|3185|1975-01-02 17:58:26
701|2288|1992-06-15 08:42:17
702|5691|1981-09-13 09:32:49
330|9937|1963-09-03 10:24:47
702|577|1999-07-15 17:59:14
702|2366|1970-08-13 15:53:39
