Person|Company|workFrom
7598|1|1991
9174|4|1993
5608|10|1980
3560|8|1969
8434|5|1996
8127|13|1973
9092|14|1963
4739|9|1987
9688|10|1989
4233|8|1996
55|9|1999
2082|13|1983
6743|2|1979
9952|6|1968
9880|5|1995
8956|3|1990
7597|9|2001
3059|14|2001
8388|1|1972
3763|6|1984
3374|6|1972
395|14|1980
8310|9|1960
9177|8|1965
6905|6|1986
5504|9|1987
3811|3|1989
5089|12|1965
2348|7|1966
7306|6|1996
9684|5|1991
6827|11|1984
6976|5|1987
3500|0|1972
1544|9|1975
8887|6|1983
9900|13|1981
3734|7|1994
6475|10|1963
1107|3|1995
2698|7|1991
8195|14|1966
9682|2|1985
6777|9|1962
6802|14|1992
4707|4|1966
9619|5|1983
254|2|1964
5413|3|1967
8170|6|1998
9650|8|1985
8323|6|1967
5156|4|1985
7979|3|1982
8579|13|1972
6915|9|1975
9119|7|1994
7357|0|2000
7914|4|1970
3012|2|2006
9671|14|1978
7633|2|2002
9676|11|1993
980|10|1967
8487|1|2001
5793|8|1992
153|1|1992
1971|3|2007
9849|8|1984
9670|4|1985
9688|7|1962
7278|1|1988
2558|12|2002
2775|3|1986
9335|10|1981
9424|13|1989
5280|5|1972
6914|4|1985
5660|0|1961
135|1|1961
9451|2|1990
8584|1|1983
9667|14|2001
7557|12|1993
9413|8|1978
9653|6|1986
6278|2|1974
7191|13|1972
8128|1|2006
1258|0|1976
7598|12|1991
1559|5|1963
5358|7|1999
9904|8|1998
8342|8|1973
7662|0|2007
8493|7|1964
1834|0|2005
3520|9|1983
1608|11|2005
6039|2|1979
6752|11|1967
6038|12|1972
5066|13|1971
9923|8|1991
9738|2|1998
8772|3|1968
8153|7|1999
5097|0|1975
7516|13|1967
4860|7|2007
6323|12|1973
9025|4|1985
9387|6|1979
5820|1|1971
6462|5|2001
9425|12|2004
9774|5|2002
9400|4|1985
9664|0|1990
8368|7|1981
9816|13|2007
9864|12|1966
6081|4|1982
8319|12|1988
38|1|1979
2932|8|1962
4773|3|1962
6528|3|1989
7739|4|1986
9797|11|1969
7056|14|1965
6295|7|1980
8494|14|1975
5223|5|1994
7399|2|1968
7609|12|1963
2529|2|2000
8121|8|1985
8117|7|1964
6445|1|2001
6473|4|1972
5907|4|2006
7517|7|1981
9348|6|1990
9807|9|1964
7401|4|2002
9905|3|1981
6490|7|1991
7090|7|1967
9189|2|1989
7869|3|1960
9935|2|2004
3847|4|1963
4548|6|1976
9697|8|1976
8339|5|1972
9975|1|1988
9730|2|2002
8389|13|1999
3385|13|1972
9190|7|1971
7052|12|2002
1792|6|2006
8995|1|1987
4134|3|1993
1621|9|1997
7087|7|1988
6101|6|1970
2132|12|1971
2599|2|2006
8885|1|1977
3908|5|1993
6456|10|1969
6615|12|1974
9183|0|1970
9680|5|1994
8142|12|2005
5835|10|1976
9121|0|1976
8296|8|2004
3866|0|1965
8699|0|2000
9200|4|1981
9443|0|1991
9565|2|2005
3679|5|1991
7166|2|1972
9282|7|1978
6515|6|1967
9252|14|1996
4754|0|2000
9646|0|2003
9101|6|2005
6873|9|1987
6523|8|1999
4086|11|1987
9208|11|1982
9550|2|1979
8871|3|1998
7873|14|2001
8617|10|1985
9565|13|2005
3179|9|1970
9755|10|2006
7121|8|1991
2287|0|1963
9646|11|1977
9645|13|1985
7148|2|1975
9644|9|1977
6351|0|1993
1114|3|1971
9886|8|1975
8627|12|1969
7859|4|1986
9578|7|1970
9435|10|1972
9414|12|1990
8581|8|1965
3779|1|1972
6886|2|1985
6739|10|1968
8116|12|1994
7366|8|1966
984|0|1970
6373|7|1960
9300|6|1976
5528|8|1995
9716|5|1997
6883|14|1987
8604|3|2001
8379|5|2005
7778|5|1986
5413|0|1962
1357|13|1960
5419|6|1961
6737|7|1999
7409|14|1961
5810|5|2002
6354|1|1961
4697|7|1982
9903|1|1985
9660|4|1962
6316|10|1991
3970|5|1983
8152|11|1975
3528|4|1961
7144|2|1972
6239|12|1980
5741|6|1977
4994|10|1994
9640|5|1999
3537|7|1994
9360|7|1999
6608|2|1978
9719|13|1961
4118|14|1984
9325|11|1998
995|2|1982
8853|1|1979
1510|0|1989
4881|2|1983
9628|4|2006
9512|13|1993
9058|4|1987
9092|5|1963
3236|0|1972
1509|8|1976
6857|2|1991
1642|3|1980
6344|8|1964
8318|13|1966
9627|5|1985
9559|5|2001
2974|11|2002
4264|10|1988
7123|9|1986
6818|9|1977
7623|3|1994
6884|4|1982
7919|11|1991
9625|12|1967
8925|7|1982
433|1|2004
2694|2|2004
9622|1|1992
4128|0|1993
9425|7|1973
5752|3|1980
1472|3|1986
8469|12|1982
9114|8|1961
6312|5|1978
8273|7|1990
1853|1|2002
9620|0|1981
3077|4|1962
9211|11|1990
9577|3|2002
6640|3|2007
3931|3|1971
7198|0|1977
7838|4|1985
9997|6|1994
6188|4|1980
7528|11|1980
7513|9|1964
8153|14|1966
3725|4|1967
6905|7|1967
6595|5|1965
9214|7|1981
8000|5|1976
5762|10|2002
9680|4|1992
8161|6|1997
9618|11|1969
4061|12|1981
6526|11|1977
8565|8|1980
9528|11|2002
3857|3|1991
2916|7|1995
9609|12|2000
8721|10|1989
2117|9|1995
9462|13|2001
2762|10|1965
8721|6|1965
376|0|1970
7813|5|2006
3150|3|1997
8628|7|1999
6076|14|1964
9455|8|1960
9608|13|2004
7626|0|2007
8680|1|1970
8795|6|1982
8376|7|1989
5086|10|2006
9601|5|1988
8877|10|1983
3792|7|1965
2423|1|1991
961|9|1985
7972|13|1979
9067|7|1960
9726|8|1985
3670|10|1966
903|14|1971
9097|11|1996
8399|8|1974
3184|5|1995
9502|4|2004
2374|0|2007
8951|13|1998
2393|7|2006
2327|13|1971
6125|0|1993
7116|14|1971
7540|14|1961
3950|11|1998
9968|5|2005
6065|4|1968
8050|4|1984
5809|0|1987
9452|12|2006
8555|14|1996
3971|5|1994
9182|8|1980
7286|0|1978
7122|12|2006
6631|0|1992
6926|3|1985
8790|14|1977
9603|1|1984
6674|12|1987
2846|6|1976
9785|11|1981
5803|13|1989
8945|12|1965
7285|2|1961
2436|10|1998
9425|0|1975
7235|0|1979
8716|4|1980
240|2|1997
7735|5|1990
5216|9|1997
9641|7|1960
9065|8|1965
1668|12|1972
5103|13|1983
9287|9|1974
8595|3|1980
9101|10|2004
8246|5|1973
9591|11|1996
4343|14|1994
6999|9|1981
9129|7|1986
8501|13|2006
8747|9|1971
6169|5|2005
9983|10|1999
5034|2|2003
8783|11|1962
6078|14|1976
9588|5|1965
9567|10|1992
3173|14|2002
8056|3|1971
8920|5|1984
1761|4|1994
6337|0|2005
8381|14|1994
8878|5|2007
2595|0|1974
9585|5|1988
5494|4|1976
9583|4|1987
9822|7|1962
8444|14|1977
2254|9|1971
9582|0|1972
503|6|1964
6982|4|1980
9592|6|1983
3416|7|2001
9581|13|1978
7219|0|1963
25|1|2003
7316|8|1960
8150|8|1960
9578|14|1985
9577|10|1987
6524|4|1990
1690|11|1997
2438|5|1995
9205|12|1979
8804|1|1991
1064|8|1987
6547|8|1966
2505|11|2005
6870|14|1995
9024|3|1985
8294|0|2007
4827|8|1997
9414|8|1972
9577|4|1963
6009|7|2003
9624|1|1986
2038|0|2002
6529|12|1962
1700|5|1962
8255|3|1966
346|10|1981
7436|6|2001
2358|7|1967
4913|13|1995
9495|12|1973
9576|11|1982
5119|12|1994
9666|12|2002
9118|1|1982
7249|7|2005
8456|7|1997
4247|8|1986
4364|14|1997
3664|1|1984
9116|11|1991
9128|13|1978
8562|4|1996
9413|13|2003
6695|9|1987
9805|6|1966
919|3|1986
8393|12|1961
480|11|1971
8806|7|1976
9574|11|1991
8018|12|1996
2553|5|2003
8183|6|1992
9395|6|1980
5465|9|1961
2846|3|1987
4731|10|1995
9567|7|1994
1543|10|1991
2821|3|1998
6310|14|2003
7245|4|1970
6545|0|1983
5155|0|1976
9102|12|1988
8953|2|1992
1634|14|2002
2126|8|1975
7674|1|1979
6385|7|1998
6678|1|1997
8378|3|1962
1132|2|2007
8037|6|1995
1394|1|1993
9100|8|1993
5233|0|1961
971|9|1989
4543|10|2004
7315|10|1994
8155|1|1982
7520|10|2006
827|13|2004
4780|13|2007
7645|14|2003
9098|12|1966
1398|9|1995
4876|7|1972
8750|0|2005
5079|11|1995
9098|8|1986
8656|7|2007
9094|12|2005
18|1|2000
3886|7|1973
9038|4|2001
3465|14|2002
9092|4|1967
2152|4|1984
4455|6|1976
4208|4|2007
9438|1|1963
8639|8|1960
9916|12|1991
7102|5|1973
2895|13|1984
9088|11|1978
7147|2|1979
526|8|1983
9087|3|1964
2114|5|1961
9313|12|2001
8517|1|1964
9083|1|1977
8138|4|1989
6481|4|1963
6698|13|1979
9245|4|1978
6741|13|1997
9805|3|1990
9081|5|1990
7613|5|1998
3817|7|2006
8532|6|1965
2113|11|1990
6285|3|2007
9080|12|1969
8168|1|1963
9080|14|1972
9079|7|1968
9261|4|1976
9946|10|1999
3340|6|1979
6419|12|1982
7805|2|1996
6150|14|1983
5903|11|1964
7918|8|1978
9191|8|1967
6343|0|2006
8884|8|1990
8346|1|1997
7021|14|1969
4246|11|1980
9255|7|1986
8815|2|1971
4890|12|2000
3275|1|1974
8709|13|1973
9072|4|1979
9072|11|1976
5277|8|2000
8906|1|1991
8464|5|2006
9769|12|1974
5253|8|1978
6077|5|1992
4020|12|1965
3947|7|1993
4275|11|1997
8648|2|1997
7758|13|1974
8134|1|1973
4556|8|2005
953|0|1973
9331|2|2004
8881|13|1975
9068|4|1967
3483|8|1985
4601|7|1980
3805|1|1979
3392|12|1963
104|9|1998
9120|9|1973
6458|4|1961
3443|9|2005
4498|8|1995
3148|9|1980
9068|11|1964
8796|5|1960
1080|14|1992
5419|13|1966
6935|10|1967
9683|13|1968
9066|12|1998
2873|11|1969
8698|1|1985
5169|0|1972
6421|0|1995
6532|11|1999
4596|0|1996
6482|7|1964
8856|8|2006
8839|12|1969
117|1|1990
4080|6|1980
9342|9|2006
8299|1|1992
8429|7|1982
457|3|1983
1861|7|1985
7838|14|1991
9424|9|1994
6954|9|1983
3828|0|2003
9065|13|1983
7045|13|1986
2232|3|1975
7959|3|1972
2701|11|2007
2397|0|1969
8518|4|1963
6308|5|1993
5437|2|1976
7095|6|1962
6614|0|1970
8205|12|1967
2592|8|1963
6633|2|2004
6215|1|1996
9062|1|1969
6070|1|2005
9060|6|1973
4892|12|1984
1625|9|1969
9127|6|1980
9034|3|1991
4479|6|2005
712|12|2001
9914|12|2005
9791|3|1965
9058|3|1997
2173|8|2007
7118|0|2006
9794|9|2004
7292|9|1980
3339|13|1963
1521|9|2000
8376|13|1984
3585|9|1965
7564|12|1985
6880|5|1965
2430|13|1982
7836|8|1988
3651|3|1998
9054|6|1972
8907|3|1973
7653|6|1994
8876|8|1972
954|5|1962
5681|1|1964
8763|14|1964
9972|14|1982
9050|9|1964
6035|9|1964
7677|8|2001
7982|3|1960
8294|6|1971
410|12|1973
2336|0|1960
7203|12|1969
5466|3|1990
7240|2|2007
4465|3|2001
9055|2|1971
9049|9|2006
227|9|1974
3305|2|2007
3046|5|1961
2934|13|1995
8185|4|1964
9049|3|1967
6935|3|1987
9048|3|2007
4201|1|1984
9527|12|1982
9044|13|1999
9044|6|2001
7442|6|1966
1608|2|1980
3970|0|1966
1732|12|1982
8666|5|1994
3396|3|1980
2272|9|1963
9232|4|1961
7281|2|1983
6007|0|1982
5995|14|1975
2020|5|1972
8477|7|1990
2661|6|1998
6719|0|2001
9042|4|2006
5966|2|2001
1137|3|1973
3328|9|1997
7509|14|1992
8593|2|1996
7316|13|1987
9037|7|1986
8914|10|1985
4245|2|1977
9036|0|1991
9035|5|1987
6358|1|1972
6200|3|1997
6527|11|1960
2074|6|1971
8852|0|2007
1762|9|1979
8629|12|1962
7854|13|1996
9034|10|1994
9033|8|1975
1049|13|1999
6411|10|2003
8646|2|1965
6124|14|2007
5515|12|1991
6733|6|1989
2766|1|1960
8027|5|1960
9705|13|2001
9032|12|1972
2095|14|1976
5439|6|1985
7580|8|1969
1481|0|1965
9526|10|1992
9027|12|1996
3112|2|1974
9025|8|1963
2823|6|1992
9024|12|1987
9023|2|2007
9700|7|1990
2864|12|1986
9022|11|1973
5813|6|1967
6757|5|1969
8633|4|1966
9022|2|1968
7431|14|1972
6689|10|1971
4207|10|1968
9022|6|1992
8599|11|1963
5823|9|2003
4063|7|2004
9021|5|2000
6198|9|1993
9065|5|1990
9020|5|2005
5345|12|1975
3064|1|1975
9848|14|2006
8088|10|1979
8549|13|1967
9018|6|1978
9717|4|1996
7996|12|1978
6989|8|2002
5807|3|1960
9163|13|1972
6401|4|1997
4232|8|1967
9011|8|1999
5229|11|1977
7361|3|1987
7715|1|1963
7933|8|2000
9018|12|2000
8786|5|1984
9829|9|1962
3105|13|2000
4688|4|1995
2618|5|1988
8264|13|2000
4284|5|1999
9016|14|2006
9015|7|1969
8057|10|1982
4463|10|1986
4216|0|1985
168|9|1974
9012|13|1971
9011|12|1990
9010|14|1981
9010|8|1999
8148|13|1969
2498|4|1987
886|3|1965
9735|13|1990
4277|11|2006
9009|11|1997
8908|11|2005
9165|7|1960
7682|8|1971
2235|10|1971
9008|13|2007
9491|0|1986
5114|1|1963
473|9|1983
5304|12|1975
7004|12|2006
7863|8|1976
9007|2|1961
8483|3|1976
3625|3|1978
2108|12|2002
2697|12|1988
2906|0|1983
7553|0|1987
4264|13|1995
8703|2|1978
9006|10|1975
8714|12|2000
8263|3|1965
757|9|2006
4106|10|1994
7883|0|1985
9341|13|1977
7591|0|1996
7020|12|1985
6321|11|1961
8247|7|1983
8848|11|1997
9001|14|1993
6338|6|1985
2142|13|1994
7663|7|1997
3444|14|1985
7251|5|1997
8533|11|1998
6209|13|1979
7392|5|1983
3508|6|2001
844|11|1970
2841|14|1969
586|10|1978
915|14|2005
8166|11|1976
4878|12|1998
9000|14|1986
7432|9|1981
9142|0|1992
7459|2|2003
763|4|1996
1484|13|1970
7468|7|1991
9406|6|1984
9000|1|1996
5235|5|1999
3862|8|1989
7196|2|2005
9000|12|2003
860|5|1976
9000|13|1985
205|9|1985
8999|6|1984
3967|2|1983
4215|0|1977
3840|0|1976
9262|2|1988
8904|3|1997
9673|9|1996
5939|14|1974
5577|4|1982
8964|9|1973
8357|14|1982
435|14|1961
7195|12|1985
7560|10|1988
8997|2|1968
43|1|1966
6711|2|1992
501|6|1962
8996|13|1993
2598|14|1984
9069|2|2005
5981|0|1964
8995|13|2000
3537|12|1998
1327|9|1967
8992|6|1977
7829|13|1973
8991|7|2006
5403|7|1976
2575|0|1974
6506|1|2001
6904|3|2007
6493|2|1978
4215|11|1986
8469|7|1962
7068|8|1980
9493|12|1998
8990|0|1978
3148|14|1971
7786|2|1967
8737|0|1994
2079|13|1961
6513|14|1992
8987|6|1968
7207|10|1984
8089|1|1988
7001|0|1983
5316|1|1964
4391|10|1982
9906|14|1970
3077|9|1960
8987|8|2005
7404|7|1996
8986|2|1980
6188|11|1990
8051|4|1976
5267|6|1964
8670|12|1980
6365|14|1973
3612|11|2003
3541|1|1963
8985|10|2006
4794|13|1977
6045|0|1993
5754|14|1979
6715|14|1996
8984|14|1979
7356|9|1993
5099|0|1960
4007|1|1982
1738|9|1984
8983|4|2003
7889|0|1998
8692|11|1994
8976|14|1961
7761|6|1981
8535|6|1976
4281|2|1967
9170|4|1990
6024|9|1971
8294|3|1983
9657|5|1966
2387|5|1988
8974|14|1969
3434|5|2007
208|11|1967
6710|8|1971
6438|9|2001
6704|7|1971
3492|1|1987
850|4|2001
7311|0|1984
9938|4|1987
1642|4|1960
3650|10|1970
3428|11|2002
7576|12|1969
6847|10|1977
8979|7|1967
9295|0|1966
8355|9|2005
7660|8|1970
7656|13|1965
8969|4|1966
8090|1|1960
7472|5|1960
8576|5|1960
8964|11|1990
7341|6|1977
1648|12|1975
3916|10|1995
256|0|1976
7328|12|2002
6932|7|2007
2736|12|1965
8681|4|1991
6868|14|1993
7840|9|1965
8299|8|1983
8963|10|1972
7562|0|1996
9499|4|1974
8450|12|1970
8963|13|1991
5944|2|1977
6886|12|1970
8962|1|1961
2367|5|1975
7795|11|1993
9999|3|2006
7779|5|1960
2946|3|1975
9481|8|2005
8960|14|2003
8811|3|2002
9888|0|1978
7009|8|1990
2447|7|1987
9293|2|1983
5128|13|1962
3755|13|1998
8958|1|1976
8521|0|1994
7440|3|1971
7662|2|1974
3970|8|2002
7189|12|2005
4711|2|1966
9249|7|1989
2891|0|1969
3797|12|1990
6825|5|1968
7208|10|1961
9464|12|1975
7962|12|1999
3626|1|2004
3554|14|1983
8957|1|1999
8255|4|1971
6189|4|1994
8902|13|1965
7826|0|1985
4443|14|1969
8955|8|1962
9780|8|1972
7676|2|1993
3992|1|1999
461|8|1990
3258|5|1969
2732|8|1965
9917|6|1974
8954|13|1983
8952|12|1984
8313|5|1983
5318|9|1962
611|14|1970
8951|11|2005
4409|8|1974
6254|1|1966
4504|1|1982
7166|12|1982
6181|14|1974
9921|7|1976
4684|6|1991
9348|11|2005
8951|8|1979
8834|10|1979
170|5|1960
7256|2|1994
8950|11|2003
5252|2|1980
9187|13|2004
9654|13|2003
8922|14|2007
8949|14|1978
6279|1|1962
8948|10|2006
8947|6|2001
9082|10|1995
7000|12|1979
4097|9|2001
1412|13|1961
7062|10|1986
4345|7|1964
8394|8|1962
9217|7|1995
8947|9|2001
8427|5|1967
1389|11|1983
4191|3|1968
8329|7|1972
5860|10|1974
621|13|1988
2636|11|1972
8208|6|1965
8946|4|1963
9826|0|1998
8723|12|1970
8938|1|1966
8938|5|1980
8914|0|1960
6326|13|1984
9308|10|1990
9548|7|1979
9848|1|1965
8789|13|1992
7452|7|1977
8620|8|1992
6948|1|1982
4139|2|1989
3454|2|1964
2314|13|1992
8934|6|2001
6158|14|1980
8934|3|1965
8302|11|1975
2917|7|2001
8932|0|1980
8931|13|2007
445|3|1988
2638|13|1977
9885|5|1983
4908|10|2002
3284|11|1990
8156|9|1994
8465|1|1979
8930|6|1966
2171|5|1990
8640|13|1972
8491|10|1989
2413|3|1985
8798|11|1961
389|3|1965
8808|14|1967
2522|13|1973
3882|10|2004
6613|1|2006
9763|8|1996
7797|0|1971
2719|8|2000
543|3|2000
8212|12|1986
6272|6|1976
7333|0|2002
2016|10|1973
6430|8|1993
8927|0|2001
6642|2|1975
2077|4|1999
8865|7|1976
4911|9|2006
5043|3|1998
8718|8|1973
6543|13|1985
4358|4|1960
7940|12|1980
8253|4|2006
7424|13|1992
9426|3|1977
8924|9|2007
1309|13|2007
7603|11|1986
8918|7|1960
9058|11|1991
9968|13|1968
8917|3|1966
8910|5|1965
8908|4|1990
6338|4|1971
7158|14|1991
8526|12|2000
6654|14|1978
8676|0|1988
6632|6|1992
3478|2|1970
3315|2|2007
8969|2|1961
2996|12|1970
8857|12|2002
7049|14|1986
3273|14|2003
986|8|2000
8153|9|2003
4704|0|1977
8598|0|1980
8900|5|1982
5869|13|1961
6224|9|1966
3912|11|1960
6736|13|1973
2330|5|1981
8406|10|1966
8740|1|1999
4543|0|1964
7338|2|1972
2877|12|1972
8900|11|1971
5451|2|1989
8899|12|1988
3447|1|2002
8781|11|1962
9801|12|1997
8764|7|1964
8670|14|1987
1764|1|1984
8625|11|1996
5180|1|1978
3500|10|1979
5046|0|1961
931|14|2005
8896|2|1982
5530|8|1963
6402|2|1975
3556|3|1982
6859|12|1995
7618|6|1990
6998|6|1978
8892|7|2000
4981|13|1977
8168|7|2007
7957|1|1963
7304|8|1965
4706|4|1974
4441|13|1990
8891|1|1991
3951|6|1971
8456|10|1964
8842|10|1970
8891|2|1996
2329|7|2002
6916|2|2007
9249|9|1989
7844|7|1983
7176|14|1973
4918|8|1983
8890|5|1967
8669|8|2005
6809|10|1982
8889|2|1986
78|6|1985
8196|13|1972
7830|10|1966
4369|12|1964
7207|11|1997
8887|3|1967
9102|6|1964
9485|6|1998
6514|8|1977
8961|4|1983
6131|8|1988
2825|6|1980
1118|12|1969
6884|3|1981
1409|0|1991
2845|4|2003
6942|5|1987
6982|1|1986
1781|13|1968
9590|4|1968
8157|0|1965
8598|6|1991
2261|13|1991
5947|10|1981
275|11|1960
6185|13|1978
8881|12|2003
9836|2|1969
9228|12|1966
3218|9|1971
4095|8|2007
8878|9|2002
3987|1|2002
6798|7|1969
8878|14|1980
4781|8|1963
7667|2|1975
4336|11|1989
4155|11|1992
3192|11|2004
678|0|1991
8721|12|1967
4912|12|1975
4796|9|1992
8877|3|1987
3005|1|1972
6406|0|2006
8929|12|1967
2975|4|1982
8342|7|1986
1113|0|1990
3635|0|1972
1922|0|1975
8379|6|1984
8876|13|1963
7621|7|1979
9862|3|1974
3527|2|1986
1645|4|1965
9022|0|1994
6097|10|1991
3384|11|1974
8233|14|1964
2948|7|1960
8788|5|1992
8146|12|2003
6010|14|1962
737|5|1973
8875|4|1998
8795|8|1997
3968|12|1987
119|1|1971
3583|13|1991
8870|7|1993
7949|8|1987
8870|8|1962
8869|8|1977
235|6|2005
7818|10|2003
4808|2|1994
8631|9|1980
8868|10|1975
8171|8|1989
8868|9|1976
1326|12|1963
8671|6|1988
5791|9|1993
9771|6|1976
3047|13|1993
8867|4|2002
4800|1|1971
5501|1|1989
8287|2|1975
534|13|1998
2042|11|1966
7775|8|2001
8725|0|1984
8865|4|1972
283|1|1980
1715|2|1995
7284|1|1980
8429|6|1977
5596|1|1984
6816|5|1998
7769|10|2000
2533|12|1998
9377|2|1982
6510|12|1969
7881|8|1984
9162|0|1995
5900|8|1978
5294|5|1985
2761|10|1965
8861|8|1992
6850|1|1989
6947|6|1976
3038|11|2002
4424|2|1994
1126|13|1980
6343|13|1995
8390|3|2005
6014|3|1967
9956|5|1970
2737|13|1970
4187|4|1986
8860|13|1996
3409|0|1995
8860|4|1976
1491|5|1985
8377|7|1981
9439|12|1964
8853|9|1997
7614|12|1964
5520|0|1962
1108|8|1980
2438|10|1962
8773|9|1977
7353|5|1964
6913|11|2004
3342|8|1998
8525|0|1960
5980|9|1975
8429|3|1996
3405|12|1999
8850|3|1971
8529|7|1969
9451|0|1999
8849|8|1973
2970|2|1961
4278|2|1982
9644|2|1978
8534|10|1994
8208|2|1961
6890|10|2003
8127|2|1963
3622|10|2006
8849|10|1986
3142|13|1986
8845|1|1970
9800|0|2006
6956|9|1987
3049|5|1966
9610|7|1986
8843|10|1961
7961|5|1973
5739|7|1966
7483|4|2000
6708|8|1992
3093|12|1982
7911|10|1988
4582|2|1973
9960|7|1975
8275|7|1970
2940|13|2002
6685|13|1977
7718|6|1960
9863|9|1979
3319|13|2005
8838|9|1981
8509|1|1984
9834|2|1970
9410|0|1978
8834|2|2001
8570|7|2001
8968|1|1964
9049|0|1973
6359|7|1994
8832|2|1989
8377|10|1966
4532|7|1991
8831|10|1987
3653|7|1990
9515|7|1966
7121|9|1969
8096|12|1980
8017|14|2000
5897|11|2001
8995|14|1974
8828|10|1966
6160|8|1981
6924|14|1960
4537|14|2003
1413|6|1985
9032|3|1994
8822|4|1997
4456|11|2002
7781|2|1992
8821|14|1967
8495|14|1969
8821|4|1980
7168|7|1967
8820|0|1961
6772|0|1970
4771|12|2000
8821|6|1971
8817|13|2000
5492|9|1976
8876|14|1982
9345|12|1987
7313|1|2002
9324|5|1988
6191|12|1966
1747|1|1992
5045|0|1961
8815|11|1964
3138|6|1999
8389|9|1974
4913|8|2001
2354|4|1973
4888|0|1986
5798|9|2000
8815|3|1967
825|14|1968
4557|2|1995
3923|2|1986
8618|2|1996
2602|12|2000
6785|13|1963
6468|1|1979
5747|8|2001
7419|4|1970
8406|3|2004
5972|10|1993
9665|3|1983
8355|7|1974
7518|9|1967
8623|9|2001
2503|3|1978
3626|14|2002
2780|3|1963
6429|0|1963
158|6|1989
876|6|2006
1146|4|1965
1590|8|1965
5108|9|1964
8496|1|1980
4422|5|1969
1071|0|1981
7201|8|1971
8809|14|1973
2714|4|1979
6865|7|1993
8474|0|1964
3523|11|1961
8871|9|1994
3387|3|1983
8162|14|1962
7314|7|1981
9893|2|2002
6721|3|1981
8565|6|1965
3283|1|1967
5424|11|1965
6950|1|1989
3183|1|1997
8003|0|1998
7798|5|1979
3294|1|1961
8803|9|1970
8803|11|1965
5701|8|1978
4577|11|1977
8824|14|1974
8800|3|1968
7909|6|1968
1249|11|1974
8799|0|1964
3875|7|1978
551|14|1979
2560|10|2000
5252|8|1973
9663|1|1960
7752|0|1990
8221|9|1981
8244|3|2002
258|5|2004
8054|9|1962
8847|12|1985
4005|1|1967
8797|1|1975
7988|2|1997
7500|12|2000
8229|5|1993
7468|8|1988
7509|5|1982
9003|0|1991
9507|8|1994
4259|7|1982
9275|1|2004
119|6|1982
4776|13|1965
8796|8|2003
5556|3|2002
4008|0|1968
2142|10|1998
7481|4|1999
8796|14|1969
8233|7|1979
5502|4|1964
8795|4|1993
6868|3|1989
9112|11|1963
9076|2|1993
7549|10|1998
9667|10|1973
8790|9|1991
6530|8|1995
8466|2|1981
7678|9|1978
5688|10|1982
7709|8|1974
4170|10|1964
7058|12|1964
5942|1|2005
7351|9|1985
4965|3|1965
8073|14|1986
3004|9|1994
7127|8|1973
9227|7|1970
8697|12|1964
6935|14|1996
9447|4|1985
8784|3|1997
1513|8|1978
9291|14|1967
917|8|1980
3195|9|2003
8781|12|1986
2018|8|1991
7607|13|1960
3323|2|1981
8781|9|1987
2487|14|1975
6587|0|1960
7806|14|1977
6549|1|1997
8922|2|1986
8779|11|1971
4484|6|1997
2560|6|2005
6941|11|2005
9295|8|1986
823|14|1994
5872|1|1964
5982|10|2007
9700|4|1999
2432|2|1960
7149|5|1961
8775|14|1984
6576|13|1961
9959|3|1968
9952|13|2003
8718|0|1978
8492|10|1988
4235|4|2002
8773|2|1994
3755|6|1971
8773|3|1989
6768|14|2006
8772|9|2004
8157|14|1962
7606|12|1991
8092|4|2004
4861|11|1963
8768|13|1983
8765|7|1986
6821|7|1992
2552|6|2006
9560|3|1996
6910|11|1965
8090|11|1989
8763|7|1995
3816|4|2003
3192|3|1989
6272|3|1960
8763|1|1964
1933|10|2001
2748|14|1965
8763|13|1984
7349|12|1964
2072|9|1961
8761|10|1985
2855|9|1977
9978|3|2005
3620|11|1967
6834|5|1965
3618|12|1980
7516|7|1981
8753|7|1960
8753|3|1986
3737|5|1995
9285|13|1997
8753|4|1992
7342|10|1978
8751|10|1981
5424|13|1962
8751|5|1981
7807|6|1980
7941|4|1971
8750|9|1978
7421|7|1961
5309|13|2004
5120|3|1972
6811|0|1988
8863|10|1988
9154|5|2002
8750|2|2004
3976|2|2006
9191|9|1984
6943|0|1993
5973|0|2000
9005|10|1980
2540|5|1988
8745|11|1980
162|5|1997
4332|3|1999
8742|5|1997
6332|2|2005
8740|14|1999
2693|5|1998
8782|3|2001
8884|1|2003
8439|10|1993
6013|5|1987
1793|0|1970
9933|10|2002
8740|12|2001
5531|4|2003
9206|14|1991
9727|8|1974
2550|9|1961
195|0|1975
8708|3|1987
8350|9|1990
8739|3|1994
7902|4|1974
2976|12|1983
8736|7|1986
4114|11|1979
6917|5|1965
8735|4|1978
5870|0|1976
64|9|2000
6337|4|2003
2646|1|1962
6886|9|1984
6425|7|1984
1489|3|1981
4898|14|1968
5605|0|2006
8502|2|2003
8369|2|1968
8732|6|1969
7720|14|1995
3715|11|1987
9285|11|1983
1760|11|1969
4779|3|2007
4015|3|1999
1949|11|1975
8878|4|1961
8731|12|1994
4283|0|1992
6750|10|2003
2952|1|1992
3276|10|1960
8121|14|1974
461|0|1965
6032|14|1993
9475|11|1998
8725|4|1984
8671|11|1982
9914|2|1964
1973|10|1993
8688|8|1969
506|1|1992
9440|12|1975
2390|5|1964
9825|9|1982
7150|12|1968
8495|6|1987
9398|4|1978
8723|5|1971
8180|8|1964
