Post|Person
66399|7181
66419|4190
64667|1425
66424|9800
66443|8450
34763|2474
66445|7508
66480|5574
66481|9707
66485|9303
66508|1865
15133|7261
41602|7289
56941|5811
66529|5688
63657|6460
66541|8705
66548|9607
66553|9569
40889|8313
66556|8854
66558|7426
66560|1500
10446|1761
23120|4610
66570|9489
15262|3135
66587|408
48017|3853
66600|4786
8757|2694
66602|2461
66618|2329
66619|7314
66631|4450
10508|7803
21792|2573
66638|1837
66654|1189
66661|5681
7452|7544
66668|9863
6484|6929
66687|9501
21189|9450
66699|6555
66703|5067
66708|1427
66710|2176
66712|1469
53106|1526
66735|9977
66740|1170
66744|8634
61115|8870
66745|2306
66746|5142
66754|6494
66779|6823
66804|8298
8177|9305
66830|2508
57988|9076
66832|6978
66836|3470
25497|6432
66933|9801
66934|5347
66951|6138
66962|3084
66967|7677
66999|5870
5445|8657
9534|4374
33003|3284
44760|2607
67000|2628
67004|4771
67017|8233
67046|1541
26776|1473
67077|6205
23088|5563
67085|2456
67094|7661
67101|6985
67111|8493
47117|4364
47579|4806
67115|4104
67126|2301
67142|8659
67179|1304
20768|166
67185|920
22205|7563
67208|7609
3136|5556
50310|3178
67217|2396
67221|5422
26589|3640
67260|5184
67260|5710
67269|923
67279|3628
46606|6959
67315|3609
67348|2857
67369|4022
67391|1609
16284|4765
17099|5565
67395|4317
67399|6443
67401|2351
67410|7859
67417|5302
17522|9777
67430|9830
54122|9964
67444|9311
39945|6887
67445|7062
67457|4922
23164|3400
50645|8079
67458|5196
1982|8652
26234|1728
39869|4140
56158|2766
67466|7495
40766|3516
67478|5894
67480|4593
21029|9668
29674|2129
62746|1206
67486|468
67509|6979
67514|7579
8669|98
67343|4860
67560|8938
67564|3699
67566|6739
18530|7700
67572|9015
67581|9074
67589|4708
42248|7729
67596|7120
67602|3765
8606|2625
36525|8075
52822|9788
67607|8606
67624|7566
67640|9804
29772|216
67646|7851
38226|9816
67651|3377
67656|1913
67660|742
67661|196
15644|8173
67682|5213
16616|2549
23820|7844
67713|4050
21148|8459
36256|1438
65423|3306
67714|6547
43053|947
67716|35
1267|821
67735|4856
67790|235
67815|5069
5697|617
67824|9467
67835|6222
67847|8776
22483|627
67854|9585
2317|9071
67859|9565
67863|4372
67873|3011
60761|3497
67880|9784
1541|5799
67893|1871
67898|6958
32116|1103
67902|7379
16908|7339
67907|4049
2899|4497
67934|7643
59868|5549
62573|3357
67935|1911
2577|1803
67939|4092
67945|2755
67965|4770
67972|623
1518|5261
68008|4839
39161|8642
68031|8400
68036|9030
68055|1568
68057|2865
68065|8778
17494|8513
68092|7178
68101|9399
68120|6743
21325|6010
68124|8281
68140|7263
48446|9358
68158|5008
54547|1993
68170|8568
47626|9952
68171|6775
68178|8794
68183|7947
22331|1991
23821|8009
30200|3828
33350|5111
68184|3822
46594|709
68192|9330
64427|6372
68199|6754
28813|8717
68233|6834
68256|908
68264|1839
64943|9763
68288|5640
16514|34
68317|8318
68325|3354
68359|2094
68383|6771
68391|6748
68423|4947
68426|1843
48135|1979
68455|2953
68458|169
42542|4938
68459|8055
68477|9933
33406|830
68478|768
68480|9819
21094|4494
29290|5591
43731|6487
68502|5760
68520|2128
68522|8038
35872|3172
68553|4636
4579|3141
38936|1708
58816|8182
68558|819
4087|7965
19980|6059
36294|4542
41964|7452
51642|3480
68564|1276
68583|3070
17614|7845
68585|7912
68591|7438
47868|6376
68597|7027
26278|9573
68601|8952
68628|1889
68648|3261
68666|7987
68668|2427
68669|3705
68669|3572
44564|928
68682|7603
68690|5263
68691|916
68696|6029
68711|5693
68712|2754
6286|5253
40172|1781
68728|3331
40782|1409
68738|2305
68738|5557
68760|5766
68783|1
46676|1404
57039|4751
68797|6716
68886|6854
68897|8188
68914|2546
68919|731
68929|3291
68938|6051
68953|2164
68962|5614
68992|4475
68993|5706
69007|7826
69027|7789
4159|3425
69071|1370
69077|6055
69138|4888
38748|1466
69150|6426
866|1376
29683|8802
69178|1375
69193|3
69207|7458
11553|2838
69213|5320
6829|5885
69232|7259
18202|6358
69242|3180
69268|1525
69278|6410
69283|8881
69294|2323
63164|6697
69302|1754
69316|3413
33712|1985
69322|5374
69332|9455
17493|1782
48964|5958
69335|716
69345|7767
8975|3922
69349|178
69354|3176
3687|7134
69358|1486
10562|8370
69377|6256
4842|6476
69386|6365
69410|6317
69432|7738
69436|3482
69458|7486
69464|6328
36879|6247
69480|1060
69510|6605
38859|5923
49862|612
69518|2341
21355|2787
69528|3104
69546|5450
23147|5338
69579|482
69581|7929
443|8141
69600|883
69624|2889
19075|9974
30173|1056
61195|8789
69634|7239
53153|108
55508|4672
69641|6341
29969|1452
69650|8207
23173|272
69654|1512
69667|5909
69728|7103
2245|9337
35472|460
69768|7841
69771|6126
69799|762
69824|5666
69832|3113
62162|99
69842|4288
69843|2259
69844|2141
2731|6630
69863|1876
40712|751
69881|3603
9471|1052
15391|1950
54591|4788
69884|688
69899|9405
69909|885
69915|9873
30207|391
38660|9296
69924|7788
69958|8649
69970|9590
18506|2648
60089|3574
69981|8279
58047|433
69987|9958
35527|1437
69988|5803
69996|1635
70024|7994
24959|1034
70060|1517
70066|401
70093|4654
20037|9511
37343|2058
70093|3810
70096|3787
20007|6921
70096|3530
6599|2314
70109|6692
33694|2971
70113|3244
70116|3181
70182|5309
70193|4289
49820|9051
70219|7879
70243|3245
70244|7589
70255|4413
70255|8628
70262|2627
69095|3728
70269|4358
54690|5380
70274|498
16273|554
70283|261
54439|592
70287|301
16942|2983
21490|2864
70297|1274
38508|1722
70333|9080
11454|2913
70337|4661
16615|5494
70350|1790
56500|4059
70360|3937
70367|4826
70382|5588
70383|7968
70400|2021
68877|3214
70411|7157
70414|5992
30799|3193
70440|4351
26215|4665
70467|9922
25957|5712
40768|3282
70468|1281
18062|8532
70500|7080
70504|6638
38612|1543
45664|3410
70510|5411
4695|4397
66604|875
70516|4729
70558|5
70568|2867
2237|3843
22654|1954
53626|3933
70572|5370
70581|5528
10729|3864
42172|9945
70599|1332
70608|5335
70631|6946
70631|9035
24708|1151
39734|590
70654|7470
70706|8584
70707|4280
70725|8698
70737|3264
70761|7684
37954|4692
70765|1054
14567|4370
20709|9552
70765|464
70770|1769
70827|2640
46992|964
70831|4666
35033|6038
40713|508
70307|3821
70833|4198
29909|4931
70841|5530
70856|7198
70896|4893
70897|8497
70901|507
70918|8254
10136|7256
28486|4157
70925|4841
27267|4766
70942|9107
21047|6890
70962|4297
66984|8575
70979|3594
70995|5833
68742|7699
70996|3528
71002|8213
71010|9325
71014|4804
60913|5653
63689|4724
71027|7377
71045|5282
71047|1240
37168|2453
71054|4090
5408|1058
71092|7562
9155|4510
10455|2946
71105|3564
55739|6057
57953|8030
71107|952
71119|4775
71137|6885
58842|6481
71144|9616
18275|3814
55492|1938
71149|7327
61381|3791
64151|5160
71167|9278
71183|9630
14773|1838
71191|926
6160|255
71213|8285
4640|4252
71223|8833
71224|4153
71248|3448
71303|3139
71309|7437
44389|1704
71318|2829
3295|9069
71321|5752
43916|1507
71333|7958
71345|4536
71360|8562
71380|8008
60980|4745
71385|501
71392|5387
71405|5159
28587|1119
71409|1372
71419|2968
71419|9940
71423|5800
71425|3224
71428|5774
71432|3768
22511|9480
55381|3309
71433|1603
32916|561
71434|2133
44464|4885
71457|2487
71465|906
34462|8186
71477|2108
71487|7000
17791|8817
54973|1196
71504|3708
41679|2752
71511|3512
53924|1283
60459|1472
71512|6321
71515|8231
7664|1137
71516|1852
71535|2686
71579|2819
56676|2526
71598|1266
70191|5927
71604|4052
71620|4573
61078|9288
71622|3231
50659|2997
71635|9108
46041|7320
71656|6883
71665|5929
46767|3039
71670|3760
64920|6219
71705|9463
13417|3398
71733|8420
71746|7506
71766|5980
2169|9165
71818|4883
71819|6993
71825|4416
71833|1672
42374|6456
71867|3014
39291|7780
71881|4260
33100|7624
71895|976
3405|7202
71900|2922
52998|6845
70840|9596
71903|9576
71915|4953
68046|128
71934|4147
39223|9907
71975|8742
71983|1903
71988|4135
39577|1446
71989|9088
50056|3696
70215|6340
71993|7633
72013|1631
39610|2097
72023|1502
4530|4599
72023|7038
72031|7709
72034|3848
64473|5448
72072|8331
49272|6905
72077|1980
72114|7270
20868|8136
72120|4828
54984|3421
72131|4406
72135|7870
11999|7759
48354|4652
72139|9199
43858|3164
72155|2713
72168|9606
72170|9183
20462|4304
72170|4366
72182|2728
72202|4758
72233|5848
72248|4349
36659|9635
59530|1479
72248|6588
72255|2973
72262|6814
14238|477
72282|8151
28763|7233
49887|7031
72287|2247
53640|2934
72288|8012
72292|8764
32855|1326
48998|9475
72300|7288
48672|2744
72334|1932
23755|2936
72365|1579
72371|5424
18370|3769
72378|9611
19102|8339
50186|3547
72397|7373
25958|8930
72435|9794
63296|3799
72462|6238
72468|9570
37382|8868
69077|9164
72474|2828
69590|9486
72493|2125
72496|2444
66910|9548
72499|416
44219|1270
72501|1284
72520|584
72537|6445
72548|5432
46617|6623
72569|5010
72659|5326
72661|6662
72668|8053
72669|2324
38669|4993
72675|1268
11672|2632
72676|9676
65145|957
72705|1415
72716|1961
72739|2689
72741|6467
72746|4737
72749|4231
72763|1685
72771|2237
72773|9448
2117|770
72776|5267
72777|58
24467|6342
72796|421
70934|3183
72811|5055
72823|5615
72848|2809
72876|7996
49298|7522
54994|3318
72913|980
72933|3919
27511|7708
72945|9649
72950|2448
45199|6086
72953|6614
18627|2208
72959|1208
72966|2338
36508|6553
48139|9642
72967|302
72971|4329
72984|6509
60126|1673
73006|24
12675|5140
73014|6396
45507|4624
73035|7644
73036|6159
33059|2112
73045|3676
23490|5087
63616|233
73067|5845
28540|8932
69880|2602
73073|9464
47493|2616
73091|3652
73092|126
29310|199
66396|9514
73107|1583
73118|7600
73146|1909
73169|6910
55019|6338
73206|2073
73216|5804
73239|1789
73248|5004
9425|8271
73257|5164
73259|2952
8809|5028
73270|4956
68571|1241
73288|2859
73310|5776
73315|7597
59436|6354
73331|1009
73344|7722
59833|6808
73356|3179
73381|9563
73388|268
24191|5897
73401|3018
73405|9998
12656|411
73420|9506
73437|248
48082|951
73453|942
73466|1639
47467|8109
73476|3170
623|3679
73494|1898
19645|4350
73497|3258
68933|8001
73499|3272
50978|9875
54577|9767
57720|5046
73504|1509
3812|375
16435|4509
73510|5300
73513|6296
73519|8337
73552|8142
73558|3761
17343|8382
73571|1462
40560|3262
55942|9836
72740|5843
73583|3517
64118|6598
73587|6691
73603|1725
73632|4086
14693|6690
73646|1841
73651|7511
73674|5194
73690|4515
56708|6539
73725|2051
11561|2405
73732|3835
73750|1575
59932|4133
73760|6983
38029|8695
73770|1619
35711|2171
73775|8627
73780|2071
18686|8812
58237|4849
73808|3438
73813|346
73816|1646
1430|2239
70679|8846
71534|2700
73843|2884
56469|4273
73849|1656
73851|9575
73866|4705
63136|3418
73884|6048
15186|2401
73895|7993
73899|5977
1460|1003
45250|2743
67148|4848
73900|7832
73910|6018
55797|256
59913|7632
73930|6753
6934|8209
33418|1445
49989|8762
72928|5703
73932|406
14790|4328
73941|4627
66346|4540
73944|9651
8569|794
19372|3720
73948|9086
73955|4316
73957|9215
66102|8617
73958|7176
67250|5291
73961|3040
73962|9768
7426|9551
73877|5728
73981|2945
42446|6242
74005|8332
57317|2691
64897|3907
74019|9655
74028|1014
19390|4585
54685|4181
74040|5166
74051|9641
74059|4866
74063|659
74066|1751
74079|7713
74082|4446
74084|2005
74085|6464
27521|425
58009|7072
74091|6702
74149|9858
15914|4071
74153|9027
74155|4780
20129|7166
56575|1533
74171|5399
74178|8539
74186|6226
35173|693
49930|3404
74245|4405
74255|9931
74255|1448
74257|4173
74258|9809
57062|8842
74268|8731
49859|5517
74335|5427
74343|283
74343|9734
74356|1132
46299|7482
74391|6975
74397|5581
29045|4315
74403|481
12734|4272
21364|5654
74403|2590
18263|5973
26172|6700
74415|1088
74430|915
74433|9297
74437|3523
41725|876
74440|1622
61041|6157
74445|796
74463|7216
58113|9943
60852|9356
74463|8372
68782|5097
74471|8004
74496|4620
74528|9709
19262|3972
54644|9527
74548|3013
31326|6827
74559|8427
66143|6330
71059|7125
74576|5001
14719|9053
74585|3798
5291|7625
72857|441
74588|5521
74592|6288
74605|2757
74608|6390
20872|6013
74632|1585
74635|856
9472|6746
74659|8077
74663|8338
74671|2765
74080|8992
74693|1279
74701|2538
1252|5332
12236|8618
74708|4633
15235|3750
63099|6534
74718|745
53826|2719
74722|7025
74731|6143
11418|988
74735|4154
74735|738
74741|6589
35917|1674
53254|4867
74755|2271
74779|3279
51498|8484
66485|9944
74786|879
74796|5231
74798|6320
47756|4874
60676|3606
74813|3891
74836|3796
54515|7784
74854|5855
53051|6750
74857|1273
74871|2157
74875|231
74875|7571
74875|8021
74904|5951
74918|3008
59329|6207
74950|1043
33829|9948
74951|3981
74963|3142
74980|9144
74990|3925
17405|5657
59523|8087
75002|4250
8675|5618
75015|798
75031|9031
75062|6652
75064|5691
75068|3613
22308|8771
29122|9893
75101|2183
75106|7981
14106|2771
75110|276
14266|974
48561|1366
75119|7279
70068|6659
75127|8747
71897|4019
75143|5455
75165|1944
8860|5243
75194|564
75214|7156
32293|4597
48619|984
53747|9791
75217|4100
2633|9897
75234|3020
6180|9093
25877|3682
75251|4640
75266|4016
75269|5739
15330|6894
65393|9745
75287|5073
52926|2078
55828|4203
74394|5359
75314|2664
36496|5103
75314|7372
75321|9855
44034|7861
75324|4006
47875|9376
57350|6941
75332|907
75341|4013
75343|672
6904|439
51417|1396
75357|2912
75364|5860
33230|519
75367|801
17323|3895
35940|9876
75370|9155
75391|7690
75392|556
68117|1867
75397|3251
75404|2026
75411|3405
75418|5483
75419|3535
74655|1385
75442|7683
75448|9186
75472|5329
52126|9379
52782|6707
70199|1577
75537|5078
75561|4909
75563|968
58904|6482
70288|2156
75593|6335
68718|5790
75601|9225
75601|461
75604|428
2243|2439
31192|859
75618|1377
43760|4522
75622|5597
21054|3186
75630|5023
16461|6042
48236|9785
75642|2497
75662|7026
73658|9292
75663|734
75691|2362
75701|7574
27364|404
75703|4537
9652|2037
11222|358
25606|509
44539|4503
75710|8822
8714|2018
75724|2154
8292|5936
75726|7453
75742|3963
75755|6657
75785|5123
75810|2438
8736|3315
75828|2420
75836|9812
27161|990
72444|3612
75836|8733
75874|3424
75879|5395
75888|7476
75891|4033
52482|181
75899|8369
35879|1065
58862|983
75900|8306
9465|56
75932|1531
59823|4132
75958|6942
75972|9241
76002|5510
19267|4444
24336|1592
76011|7250
76026|9348
76031|265
76034|9158
76045|4913
76059|9446
76069|5002
30614|6368
76079|5292
45302|414
76098|8875
57539|7739
76098|4108
76104|537
25591|3706
70275|669
76104|7675
76112|5318
76120|2613
76123|3601
76124|8439
76128|7370
76151|1687
76165|1215
17222|8133
76192|2695
76196|7630
21833|2030
47377|837
70150|5116
76201|4891
4477|177
76203|1338
27465|5439
39343|5856
76223|1331
14936|7741
18336|4209
76227|7131
17110|8882
76232|4589
40970|4941
76253|6178
76283|6293
41240|7664
76286|4097
76291|2469
32945|1640
76300|3700
50005|4448
76317|9499
76317|348
76321|4570
76339|6828
76347|6740
22996|7882
60203|1642
76363|4756
53344|6100
76388|769
76042|5509
76392|1233
22582|8945
76420|4576
17637|1123
26513|2273
76428|7809
70307|7672
76430|9404
4623|9352
76433|6962
37145|6285
76454|9044
76456|6825
76459|8610
76476|9844
76479|2764
7454|1004
76485|122
76488|6548
60260|412
76492|5080
244|3465
76498|4009
29905|8775
37360|4498
76547|6609
27071|4312
35333|2023
45355|2892
76559|2240
76579|1076
76601|542
59625|5729
76605|8157
76609|3562
3599|1222
58876|1428
76626|3570
270|6536
76631|4727
76648|8462
76651|9735
76658|4707
656|4571
17174|6223
23681|4266
43855|8792
76658|1927
67668|2054
76685|5341
76715|2430
76733|784
76734|4363
76745|1573
76756|9879
76774|4307
13392|4262
47987|8244
76775|7043
43381|394
67516|7779
76775|4668
23921|3622
54232|6047
76778|2723
61004|1680
76784|9237
76786|2601
29436|7875
39945|7431
45548|1217
68987|5539
76787|8590
19037|5551
60096|2031
76790|4032
7876|6627
16303|3716
76810|8826
67675|653
76833|4205
43268|9932
59340|6230
76836|3330
76842|895
61693|8800
76842|7638
32809|9092
56305|3607
67862|8601
76849|3654
37052|8767
76852|7150
38|6877
53901|8863
76862|7746
45283|65
76885|6436
76905|2126
76914|4748
76939|8259
76944|6128
76978|5070
30889|846
76992|8687
76994|4932
2580|9039
44328|3276
76994|238
76999|9634
76999|5149
16152|2724
41842|9369
77022|6685
77022|4596
3841|1655
8932|4441
77023|8128
39340|8982
77039|9599
33835|6101
70063|6325
77041|5499
31384|5851
77047|9022
46951|4655
77067|664
77071|9781
54281|8673
77089|7447
77100|6201
26742|1643
72881|221
77106|185
64278|7763
75647|1126
77112|3583
77125|8683
77153|1002
77169|7054
34514|7671
41020|6082
77203|5827
77212|5534
26883|6703
39123|8944
77212|1099
77220|8436
77232|9371
77249|204
77250|7618
830|7488
52035|4290
77259|4648
75257|2561
77261|2848
46044|6452
77266|4283
45234|7760
77284|7391
53029|156
58205|2061
77297|3531
77305|7787
74058|1610
77319|4393
77323|8307
77343|9951
19873|2193
77343|7401
64753|3651
77367|8785
50490|8237
77377|2680
26336|5570
77391|8437
77413|5769
77422|7212
77430|6863
1601|1153
39064|5024
67923|8351
77433|3066
77440|3511
77465|316
77466|1540
43514|74
77486|9999
77502|4024
77516|2242
77521|8219
71711|2598
73080|1560
77537|5579
77539|2512
26734|6007
47408|119
77543|6072
1123|3521
77549|8654
77553|6276
77589|5538
77625|4921
70456|90
77644|7790
77647|3527
77656|5857
9182|2175
77657|8170
77692|4244
77699|1539
28947|719
77703|2355
20753|4517
25521|1021
77707|1891
67226|4500
77712|3513
18150|2967
77738|5147
72509|8895
77754|527
21306|7491
69547|7628
77770|355
57730|674
77774|4471
77777|7260
67583|2811
68024|2302
77780|9916
60176|5631
75911|4093
77785|7796
63661|7430
77800|8959
77805|9388
32651|2948
73747|327
77810|9683
49670|5284
77814|483
21385|5150
77819|2232
37490|5682
43152|201
59305|9342
77824|5336
69773|7474
77833|3091
77834|6927
43324|7743
77853|314
62907|7913
77865|1455
47178|3766
77896|549
72269|7942
77898|491
77903|6797
23679|2775
38001|1872
47532|8116
76110|5477
77927|3492
21032|8074
74566|2594
77930|1780
18492|7516
52425|8135
77932|7914
26299|743
77934|2465
77935|9577
77935|2352
77942|2799
77956|804
77966|6484
77975|440
77975|8738
77992|4701
77993|6953
35052|7325
64489|2742
78020|2528
75517|2382
78026|9554
78029|1374
25781|954
31889|3881
78030|3500
35635|1624
78054|6841
78080|8258
73756|4673
78081|1363
78109|1079
36345|797
55512|6784
78142|6367
35532|3208
54540|8366
78148|9283
36814|3096
46695|2124
78150|1744
78151|4794
42226|3591
56369|4434
78177|7415
78194|5613
78204|1317
74889|4865
78209|6081
78209|5990
8464|6804
15306|6120
52625|6356
78240|2075
78247|8048
78274|8122
2105|4082
78279|200
78280|5065
78292|9143
78295|1657
78311|356
28790|7182
78313|9099
78341|5223
9741|496
78384|2481
78385|5182
78405|384
78418|4282
78423|9857
78436|9159
56927|1431
78449|9504
78479|5824
68604|8198
75963|1194
78480|1020
2678|9491
78483|8425
78490|5962
50113|4817
57974|6855
78501|9825
17566|7572
78509|5266
78519|4626
29942|306
78534|3239
34236|8561
78556|6554
30389|2050
50729|2036
78571|4182
3918|2537
45432|9500
78585|4870
78595|6817
21079|6818
29269|4235
62574|9789
78601|1369
25441|4371
78153|1059
78619|8214
24585|1521
72601|3857
78634|7187
35597|6387
78642|7782
78661|2702
78664|4126
78673|8350
39793|1529
78676|4460
78690|2899
24056|9043
78692|1345
39901|190
78694|6996
39880|211
78703|2578
78708|286
78721|6165
78732|398
78741|7887
78743|7558
78754|6196
75026|5297
78773|1250
66043|5175
78782|7490
78784|4429
78788|7622
78792|1328
78793|3533
78795|2421
78800|1107
65493|8795
78816|393
67110|1601
71147|7303
75360|7663
78837|2568
34959|7924
58715|4859
59399|3102
78837|6731
20070|6714
78842|8423
54312|645
78853|5554
63845|3009
78877|7189
36290|377
67783|6083
78904|424
72915|2209
78913|9447
78924|5547
8530|5014
78936|1166
25158|2333
78939|9877
78959|1741
57874|7201
78960|7607
4620|6371
37258|1987
56542|1127
78991|2236
15917|2822
18898|8305
78994|7808
26625|2134
31882|3576
32507|8860
75020|8047
79006|7881
79012|1976
79033|6937
79045|6181
16227|2322
17971|3645
79063|9135
79099|8359
18454|5118
20992|3545
55344|225
79109|3344
79111|744
54453|9910
79120|7776
43285|2251
79122|3129
43422|8824
79132|6004
79143|7003
79153|2893
79218|4115
58095|8564
79233|1401
79241|4063
79243|8635
35340|737
79265|6982
79329|6919
79339|8002
79345|9962
27901|8134
79353|4020
79357|647
23117|1293
79358|5034
16684|4984
35118|1524
79363|3555
79365|3987
6488|8548
24460|5076
73595|4731
79374|3739
73047|5596
79377|1410
26949|771
62740|4041
73439|3426
79381|9091
79382|9268
79390|5979
79415|8586
35858|8765
55982|1827
79435|1697
79441|9666
21885|8847
79373|3834
79449|6208
79522|910
33428|9442
79549|6470
63877|465
79550|5819
71863|8147
79554|6620
34081|6449
79596|578
79603|8905
74921|9229
79620|3327
4839|9796
79626|4380
66571|9653
79651|7757
79662|8195
63627|4875
79673|6404
79743|7966
79744|107
79753|8078
13265|9002
79771|1920
48966|4455
79810|3616
79826|6955
79831|4578
79850|4188
79856|2647
79872|6569
63996|9114
79876|9968
68419|5495
76695|475
79894|2067
39369|5285
79916|4801
79921|5916
29736|250
79936|3741
45863|6009
79950|2900
28432|442
48301|9049
79966|1285
79969|8891
79988|2378
79988|7825
79998|4010
39956|2949
80002|1343
65006|682
80007|7084
80007|9613
3620|9423
56344|2480
80016|8162
76875|9425
80020|6976
57827|1149
80023|370
80037|1777
80052|6070
80059|4857
80062|871
80065|6963
33466|3361
80078|4439
80081|7363
28169|7208
80087|2253
80088|6198
80101|6596
60170|667
80111|8424
80113|5180
80117|2470
77916|8537
80120|2784
34117|2634
80136|1923
30466|2484
72138|1737
80149|2903
80165|4962
29601|6637
80204|8900
80205|8086
80208|3880
80209|3025
80211|2496
57690|9539
80218|9765
80229|137
80256|6873
4541|1209
40727|5542
80262|8719
80267|243
27387|3759
80293|3675
58564|8834
80311|6713
80327|7935
24715|4845
55359|2758
80344|9706
43497|5169
80380|1164
80385|1142
2828|6916
13880|9542
43020|5985
80385|6938
80425|5283
64796|6209
80443|9546
80454|4945
67758|4095
80466|1806
78559|495
80467|9716
59224|5447
80485|9740
80532|1007
49277|3578
80537|2398
12976|3198
80537|5017
80547|218
80554|4163
70878|4663
80560|3812
57426|8678
80561|263
80567|1078
6327|145
8380|1883
46869|6813
80600|4436
80611|5609
80621|6291
80644|9339
57874|3561
80670|2065
80682|912
5766|7676
40624|7703
75893|4954
80688|2356
80710|9815
61124|5157
67013|2992
80735|7173
80736|6973
80788|6298
52732|1678
80834|4457
65305|6591
80834|4693
80870|4098
80896|7927
69967|131
80900|539
80923|8168
26832|1854
37130|5672
44481|6639
45086|5808
80938|8253
6864|3827
80955|3499
18052|5910
24172|2220
27723|2820
67846|2610
80976|280
80999|4148
81020|6504
81021|9409
81031|8972
81043|7165
1154|7112
81060|2029
81072|1644
81076|5822
73886|5861
81089|2522
16299|4164
44246|9033
81093|6079
19914|823
44257|5891
81100|870
81101|3054
28477|4039
81117|6950
5856|8197
30834|8355
81128|1975
81140|8746
81144|7130
56498|9014
81182|8697
81196|2407
81198|2995
81200|6381
81216|6499
5161|7954
8951|1025
39462|2099
44690|8970
81229|9549
81239|1228
81294|4298
81295|4798
81303|7997
81311|7961
27712|540
81352|6492
81383|6767
81394|6552
81405|6851
81408|3154
81413|7727
81430|4723
81446|7509
81470|4175
1904|2907
23329|4216
25475|8804
81470|4862
81495|8007
81498|2669
54990|3371
81505|6071
69676|8145
81519|9869
44259|2583
51542|39
81536|1620
81540|51
2154|1202
24442|2651
81546|1618
28507|4728
81555|5944
67647|5072
81568|4783
81577|9905
81578|7735
81579|8181
22662|7411
81595|3007
7119|9393
81602|4055
81602|2055
4108|6886
81619|3803
42266|5431
73859|1969
81621|3457
81622|7381
31393|2860
81627|8839
37539|2373
60388|9439
81633|1066
48143|8049
81636|9032
60676|4601
81656|4750
15671|8816
41790|2969
81663|4240
72216|7086
81715|6121
81719|9605
81759|5144
81766|7688
81775|7424
16324|1778
81778|6787
81791|3718
81802|1611
6115|5802
81807|82
9785|5325
81816|9733
81825|874
81829|9560
21350|1721
53236|2212
67578|888
81833|3233
81834|1787
81841|3543
12609|16
81846|5537
81848|9526
81855|4303
81865|4985
78324|4478
81865|6415
17944|8871
81891|3362
13770|9966
81912|9903
15297|8464
23795|1074
81914|1551
24773|8025
81914|1135
81920|5884
81925|212
81926|3322
35065|1289
44539|7786
81954|2182
38373|2457
81959|3491
59930|5708
81968|5898
81983|8368
7026|81
81988|6778
20888|7067
81999|9899
39379|3896
44133|961
71912|5863
82004|9913
82030|6954
52925|7697
82031|7577
82036|6580
12478|7129
82066|2767
15390|4225
27489|2827
38490|1808
82077|8223
25312|5888
82077|9687
11306|9775
82088|4607
82101|963
1796|3200
57719|678
82123|965
82142|8411
82149|9028
82162|834
19314|9361
26427|526
82163|6215
42712|8686
82173|6089
82175|6681
82205|6512
82227|2383
36508|2299
82233|5153
82238|3551
82249|9251
63167|3650
82269|4320
82274|8401
82284|5315
23821|2996
62036|8201
82285|8909
3725|7141
82290|7152
82297|1694
82304|4569
30136|7294
82326|1360
69194|104
82343|9387
32735|84
82345|7009
76003|3996
82367|8749
82389|9362
56800|3111
82393|6142
82463|2539
2709|4551
13250|26
82496|6903
38759|9795
59912|5679
82497|8033
3881|2092
40753|3055
65541|4311
82545|2825
58055|1040
82552|9055
15559|1346
82561|4037
82563|5806
14140|9737
82565|9343
20141|6001
29708|4797
82567|6925
82581|6544
82584|1718
68215|3221
82599|6647
82604|7425
25775|5481
74926|5624
82615|5134
82623|5015
82646|7122
82650|4521
11974|3273
82675|157
45756|4504
79895|8566
82678|1117
9115|5701
13776|5535
18569|2198
27806|5100
82686|217
82728|8261
82743|5533
6059|1320
17200|410
82747|2476
2860|2101
14759|3648
82767|485
82773|3703
9423|5889
78295|8234
82776|8042
65568|1547
82782|1067
82790|7340
82800|1689
57045|827
82806|3673
82813|6796
72748|8444
82820|2791
82831|5279
21193|813
25155|6093
71062|3099
82843|6965
19383|2866
82855|2011
32416|9578
51965|7590
63613|8517
65163|6132
82872|8485
24033|4525
82879|6607
11149|6378
25977|5461
82883|2285
82902|5504
11680|1667
53233|4234
82912|7272
7867|6034
82934|5742
52571|4631
82935|2452
19603|3015
82960|431
82977|8788
74392|5234
83000|4073
12312|161
58913|291
83016|5935
76632|847
83022|1731
83022|8955
83045|1885
83071|1311
51942|151
83085|7395
83088|9558
20657|2270
37556|6305
56952|5368
76177|2074
83101|7405
42511|8646
83113|8115
83114|3043
4652|7102
25968|8538
83115|956
66783|2395
76254|4992
83123|6984
74605|3560
83127|3057
83129|525
53542|5373
83154|8727
30944|3151
35946|2412
83166|1534
29263|5873
83175|4120
83176|6860
8935|8781
83189|6525
83189|5095
32747|2909
83195|8702
83212|2428
60348|1203
62494|884
83226|8723
43107|5314
83228|7388
5302|9566
32069|2279
74212|978
83228|5864
83244|8192
41760|1426
83267|8662
83283|1584
71552|3842
83284|3045
83290|9204
83294|782
83327|3238
65711|9654
83330|6646
79830|570
83334|6836
20431|7828
46815|5758
50064|3202
61802|3756
83338|194
76765|730
82777|7673
83355|8665
83359|4674
76932|140
83362|3241
83375|1760
33192|9553
77079|2761
83386|6625
52933|479
83389|2419
83401|6486
83406|2086
27379|159
83410|3536
83416|2942
31118|8529
35107|379
83430|8474
46250|7121
67451|9838
83435|6780
83443|4106
47020|6526
