Person|Post|creationDate
6412|96575|1998-11-03 13:31:03
7989|65325|1968-01-02 18:24:42
8966|57612|1982-04-18 19:46:18
8832|2595|2000-07-03 03:41:57
93|36424|1982-03-18 00:10:57
613|27467|1997-07-25 22:01:35
4863|74572|2004-09-14 23:29:15
9177|74563|1974-03-24 13:33:07
505|16813|1974-06-24 11:30:39
8487|16500|1979-02-16 10:57:15
9537|97426|2003-11-27 00:55:43
9813|13604|1988-10-24 05:05:17
9653|77036|1966-08-28 02:21:48
8200|84170|1982-04-19 21:23:54
3311|41379|1984-10-08 09:08:16
9456|79083|1993-10-03 17:43:05
5717|4434|1964-08-28 20:32:15
6745|13274|1982-05-02 20:51:23
5267|80139|1961-10-12 05:13:25
4586|9468|1982-04-02 14:44:57
9508|61172|1970-07-16 04:34:20
8999|80710|1975-06-11 19:52:37
8925|10384|1967-09-21 03:36:54
6687|78211|1971-10-05 07:09:25
8446|25123|1969-03-08 23:16:52
1122|82490|2007-08-14 00:36:19
8532|84813|1971-11-16 08:12:44
2125|53371|1998-05-11 04:32:32
7836|92913|1963-01-10 01:05:38
7689|3109|2006-08-20 12:54:02
8251|97465|1970-08-28 13:03:16
1544|96889|1982-10-23 07:22:49
7389|25352|2000-06-24 22:08:23
99|44253|2006-07-29 23:27:20
8933|6294|1993-09-04 06:27:14
8791|84567|2008-01-08 14:38:35
1563|97172|1960-04-27 02:41:55
4178|92153|1982-06-18 16:17:59
6581|72485|1984-07-21 23:56:31
8520|19755|1997-01-04 01:17:01
9474|10701|1975-01-24 19:26:04
7388|51073|1977-03-31 22:29:12
9957|13270|2005-02-09 00:09:09
2867|35819|1992-01-03 12:55:09
7473|97188|1998-10-21 06:52:21
9907|26348|1975-08-22 08:36:00
9391|4116|1975-05-15 12:08:42
3824|36512|1999-12-17 06:20:42
3580|63267|1991-02-11 18:43:21
9500|13356|1995-07-24 02:51:18
5767|73259|1979-12-11 13:39:00
6322|37359|2001-07-23 11:23:44
988|53534|1987-10-21 08:43:12
9047|87471|1968-07-03 00:50:12
4101|28104|1979-08-30 02:47:41
9551|85235|1999-10-30 16:13:18
4447|1582|1975-09-24 00:20:02
2831|80347|2008-12-09 23:55:25
9552|68967|1988-09-06 13:08:02
6674|23317|1964-08-31 00:57:33
8632|71397|1994-01-12 01:19:20
4749|43011|1987-01-21 21:03:23
3792|47827|1964-06-24 23:19:57
7240|4983|2006-07-20 06:52:51
8582|50223|1977-08-11 20:07:43
8510|35771|1961-08-21 23:08:48
1334|16320|1996-11-02 11:46:16
7607|89802|1980-01-18 17:49:55
8968|73412|1966-03-15 18:55:36
9275|16467|1974-01-13 17:58:29
9556|85895|1962-01-07 01:11:08
7983|24874|1997-01-27 17:47:19
3580|10663|1990-07-25 09:30:29
3383|40752|1984-03-11 09:33:41
7655|35437|1980-05-30 05:48:10
9559|20694|1991-11-24 12:36:16
399|58359|1995-06-17 11:26:24
7890|57020|1963-01-13 02:44:42
4865|32390|1973-11-11 07:01:22
2912|843|1995-01-27 19:06:14
9560|53836|1973-10-02 09:12:15
1459|63786|1994-12-03 01:30:09
4891|16160|1978-06-13 01:38:24
4879|36839|1972-11-29 00:59:27
9930|38599|1994-01-30 03:09:06
8243|70693|1983-08-17 14:34:04
4472|67534|1977-09-15 23:08:15
266|60204|1964-10-08 08:38:52
4581|33683|1991-02-16 02:38:26
4379|35763|1997-09-30 22:45:38
9719|96973|2002-01-31 13:47:03
1489|79369|1984-09-03 16:29:57
9560|96763|1960-09-21 08:45:48
8927|97769|1988-05-21 03:12:20
2378|73986|1991-06-07 15:11:36
7315|35820|1980-11-09 17:50:28
2804|51268|1986-02-14 15:47:13
8826|40472|1977-05-15 20:19:14
9562|42088|1989-06-26 20:26:48
9562|62519|1970-11-25 07:21:13
6725|67066|1970-12-16 22:04:40
591|52494|2005-04-06 23:27:38
9111|5787|1965-03-10 09:44:49
1889|60117|1982-10-22 03:23:04
6987|1834|1988-10-08 02:43:22
7375|86599|2005-05-30 18:48:55
4272|43429|2007-12-15 03:54:09
6284|55949|1995-02-09 23:54:56
8897|45599|1961-07-10 03:49:26
5485|29114|1994-04-12 06:49:20
3825|2702|1973-09-07 23:56:04
9998|19077|1970-09-10 01:23:09
8472|82679|1981-07-19 12:48:18
9569|97523|1989-06-25 05:02:38
3426|63623|1987-05-23 18:38:40
3551|86537|1984-08-11 21:34:07
9788|46252|1998-02-23 20:01:22
1611|74183|1960-10-06 07:30:30
6481|77753|1969-08-19 13:24:52
8430|1457|2007-07-30 07:34:21
3609|94846|1977-06-07 08:36:19
8365|99433|2000-09-23 00:41:35
2158|58267|1971-11-24 08:49:00
7267|6588|1965-06-29 23:37:09
2661|7436|1989-02-09 16:33:29
7369|47948|1965-09-17 21:42:50
5863|72637|1994-03-07 06:21:26
9571|89065|1990-11-30 22:04:48
9417|28311|1976-07-20 04:25:21
7298|49387|1964-03-19 10:56:59
8149|32332|1964-02-10 03:06:11
9669|76289|1979-06-28 02:51:29
9786|50153|2003-03-30 22:34:27
8687|33978|1970-01-10 18:24:25
3441|95219|1994-08-28 09:05:03
5726|12927|1960-02-26 18:14:25
6776|29973|1976-10-29 15:30:30
6884|35805|1964-09-05 16:35:09
3375|15471|1971-05-22 00:07:14
1911|2992|1999-10-28 03:14:04
2345|5857|1981-03-30 21:15:09
8134|25608|1991-04-03 16:59:49
9330|88386|2005-10-07 22:21:23
9572|43086|1974-10-10 05:15:38
5021|57069|1975-09-25 03:08:55
9572|37001|1978-07-30 21:35:45
3574|70650|1975-08-09 00:06:58
9295|50535|1982-10-16 20:39:31
4153|32890|1961-09-06 07:08:39
3866|50682|2001-09-12 02:25:01
7124|21528|1978-01-23 01:08:42
9573|32060|1962-04-22 06:50:46
9276|29386|1986-07-20 07:11:15
9353|15743|2001-07-17 17:38:43
7508|87216|1960-12-19 06:09:02
8046|15106|1989-12-31 16:04:20
6181|5285|1987-07-20 13:16:51
9052|15750|2004-06-03 07:43:03
8488|39577|1984-07-19 11:40:47
9943|26631|1974-11-28 11:44:46
1881|21276|2008-09-22 11:45:25
7909|58363|1985-11-14 00:58:15
7800|72800|1960-01-02 00:22:58
7584|60854|1970-03-18 15:19:27
8617|16746|1973-04-22 09:05:48
995|44046|1973-11-23 04:52:25
5993|143|1966-03-27 21:25:34
9577|50284|2004-03-21 21:09:36
457|24|1995-09-25 23:46:02
1278|81257|1980-03-17 20:09:11
7069|22227|1966-07-07 21:40:58
8580|87654|1984-10-11 11:56:40
7079|23660|1983-01-30 17:39:58
1187|5876|1987-05-22 05:44:48
9124|82331|2007-10-29 01:38:39
8868|31346|1997-10-17 14:08:05
2611|33784|1976-11-07 14:00:08
7208|51422|1999-09-25 09:12:49
3612|81476|1999-09-15 00:06:37
7928|96538|1985-09-23 14:03:59
8586|32184|1992-09-08 02:08:27
7917|4049|1968-09-21 03:36:02
9799|91629|1979-04-24 21:20:48
9960|36172|1971-08-19 12:19:56
9227|56910|1979-06-16 04:18:05
8672|99615|1967-07-27 07:18:03
8568|49109|1979-06-29 15:26:58
9526|51771|1965-05-17 11:26:32
3340|86802|1968-10-02 02:23:37
2900|12054|1990-07-12 02:59:59
9578|76342|1993-12-31 17:38:41
5365|83034|1982-09-29 20:21:38
6023|77574|1997-07-30 02:05:36
7162|45098|2003-12-08 03:20:53
8365|41125|1961-08-05 05:02:50
9579|59361|1960-06-28 22:07:58
5606|94772|1983-12-03 07:16:11
6269|92831|1970-03-03 20:22:06
5424|4498|1978-02-11 21:17:27
1508|88068|1990-06-15 23:58:41
9579|69493|1972-02-15 11:10:43
7468|37068|1968-01-30 13:15:09
8420|55745|1986-08-27 06:07:28
8547|30600|1972-04-21 20:55:52
351|71096|1993-08-11 11:45:41
9261|70724|1998-08-30 19:04:52
3923|87660|1966-04-26 06:10:59
8126|10230|1977-04-11 23:43:34
7345|83220|1984-08-10 04:38:45
1558|29208|1974-03-26 12:54:49
5118|36454|2001-06-24 16:41:54
8518|87817|1979-01-15 22:58:46
6700|35280|1963-12-23 20:45:55
9581|94005|1991-09-20 11:04:09
9328|26419|1977-01-02 11:41:09
5767|53057|1985-11-28 16:20:04
5947|98881|2006-07-30 22:58:59
8991|67027|1981-03-02 20:21:26
5284|92397|1987-10-22 01:40:32
2900|29274|1964-02-01 08:08:11
8723|13446|1989-12-27 22:13:44
8609|42414|2000-07-17 10:06:33
9325|69740|2006-10-23 21:23:31
8576|28871|1977-06-16 05:28:52
4751|37217|1987-07-24 02:14:29
9584|88926|1966-08-16 01:58:09
9391|97039|1985-10-21 20:35:08
2615|9260|1976-05-07 20:07:14
9950|24139|1991-01-05 05:46:36
6492|64323|1969-07-05 09:41:54
9562|74280|1972-06-21 21:43:16
9375|78105|1995-12-07 13:33:22
9088|35515|1966-08-15 10:38:58
4241|9588|1961-10-29 01:41:52
7345|952|2003-06-19 16:08:24
8498|91831|1991-04-22 10:42:18
931|70545|1981-09-26 09:00:12
5244|10023|2008-03-22 12:42:27
8707|4810|1974-12-05 11:16:56
8623|32163|1967-07-19 17:14:48
6760|82952|1973-12-25 15:55:02
4937|76085|2003-09-17 09:26:04
176|13537|1963-08-25 12:30:48
6836|78937|1960-07-02 21:37:52
8425|59442|2004-10-12 18:05:03
6666|25552|1978-02-22 15:52:44
9514|87786|1987-08-14 12:56:16
9197|91441|1994-03-31 08:40:49
9972|39664|1975-12-24 15:43:37
6933|54797|1986-03-28 04:25:30
9181|57769|1960-01-29 13:46:42
9063|80925|1990-09-10 10:34:48
8681|84290|1970-06-17 07:26:04
5056|32662|1965-07-11 06:07:01
2269|21645|1989-07-28 17:40:29
2457|81262|1963-12-26 14:43:52
9540|22870|1964-05-22 20:32:34
9134|66456|1982-07-17 20:12:57
4645|27250|1978-07-30 10:45:40
1248|94719|1984-06-27 17:02:51
9796|78502|1987-02-02 10:56:04
9947|18833|1995-07-02 07:23:31
4730|91158|1996-05-10 01:22:46
1072|9045|1986-07-25 05:42:37
1511|78224|2008-11-13 18:23:06
7862|37781|1976-12-10 18:53:15
172|24418|1989-08-12 10:30:12
9525|88610|1968-11-28 03:37:37
958|34082|1971-06-30 19:40:59
6820|90884|1987-02-01 03:39:06
9996|95432|2002-04-17 15:10:11
5423|60393|1972-01-18 12:46:06
2591|45226|1982-12-05 19:21:03
8658|6487|1961-07-04 18:12:23
9802|94598|2001-05-02 07:50:38
9385|30850|1968-11-01 07:09:08
3369|67800|1990-11-29 15:20:52
3972|26533|1974-01-02 06:33:09
8362|97457|1991-11-26 11:52:42
9928|93622|1997-06-02 02:53:26
4284|99087|1991-07-25 06:53:36
9965|66502|1970-05-24 03:27:51
304|86429|1987-07-04 15:11:41
3000|60802|1999-01-13 05:13:30
7145|67743|2008-04-24 17:37:25
8992|5712|2006-10-21 03:43:17
9804|5391|1976-10-21 20:10:04
2664|24635|1967-01-28 10:55:39
8133|36493|1965-07-29 13:02:36
4589|91954|1987-10-20 01:11:57
6965|55850|1986-01-18 16:53:55
9499|58685|1994-06-30 13:24:21
8327|80468|2002-04-17 16:51:41
7537|4759|1981-11-04 18:03:56
4473|5792|2003-04-15 07:04:30
6529|15592|2008-09-27 08:49:22
3157|85201|1962-07-27 11:15:36
3776|570|1979-07-31 13:47:39
9280|99492|1963-05-20 12:37:55
104|43049|1997-01-21 05:25:01
1217|26133|1979-08-30 10:39:54
6427|91781|1965-07-13 17:54:43
9809|39846|1971-03-02 07:48:03
1500|88312|1960-01-29 04:38:02
9194|84969|1974-10-17 17:59:48
7621|9618|1991-07-23 15:54:27
747|16213|1987-03-08 07:54:24
6626|62749|1983-09-05 15:03:57
5665|92262|1966-05-28 14:12:17
8802|28822|1969-12-01 07:33:53
6403|83245|1985-09-17 17:40:09
6404|73570|1973-05-07 07:07:21
4507|84734|1977-09-02 02:44:38
9631|78872|1988-06-01 04:00:17
8627|93561|1969-12-12 04:01:28
3140|11589|2005-08-15 00:37:15
1947|99798|1964-02-24 12:52:00
4204|91652|1980-11-30 10:31:14
9597|66159|1987-10-30 02:34:32
6871|13536|1985-06-30 05:59:35
1938|75713|1976-01-04 15:49:59
8929|2446|2005-09-16 05:18:14
2989|16165|1994-08-21 20:13:37
9267|98733|1979-03-18 20:57:20
6295|80044|1981-01-17 04:42:32
7229|33875|1961-02-05 10:04:44
8839|65823|2000-05-18 12:40:54
9952|20507|1990-10-10 02:16:58
7285|18638|2007-04-24 12:55:11
2892|69688|2007-03-27 14:46:49
9335|51771|1993-08-05 10:58:18
9808|61976|1988-05-25 03:53:58
5592|68083|1984-01-06 11:46:00
3309|56702|1985-02-19 15:39:04
871|9197|1991-07-22 01:34:39
9836|77947|1967-06-28 16:18:29
2273|96039|1995-12-04 17:08:04
7662|80002|2001-09-03 14:50:50
4210|5990|1983-10-13 10:09:51
7000|60943|1966-09-11 05:33:00
4343|79183|2000-12-25 01:18:47
9179|61866|1980-06-14 11:36:18
9594|51715|1987-12-10 18:35:11
5415|42782|2001-05-23 14:36:35
8355|42870|2008-11-20 22:10:30
9231|44032|1961-12-09 13:43:04
4795|4427|1975-01-06 17:55:05
8022|51716|1987-09-30 11:25:06
8699|2096|1973-06-16 06:18:33
8688|5253|1991-10-13 14:59:59
2355|19168|1975-04-02 15:21:52
8210|88375|1989-05-02 21:58:31
5687|33101|1973-07-20 00:15:09
8918|54779|1964-08-03 20:50:31
8934|51195|1989-08-24 23:46:52
9818|870|1986-08-04 15:11:25
5968|31538|1984-05-09 01:33:14
8921|18408|1964-08-11 03:25:50
9222|11333|1970-10-09 14:15:13
5582|6942|2001-07-29 08:30:43
9664|46466|1978-06-05 23:02:22
9426|10038|1980-08-20 15:07:27
7452|33658|1990-07-09 20:27:02
3334|48680|1988-05-07 14:42:37
5344|31147|1968-07-14 06:20:45
5277|57464|1973-03-10 14:06:43
8848|19833|1964-10-27 02:14:48
7121|75994|2001-02-02 14:26:26
6421|90009|1989-04-19 23:17:56
8929|58780|2006-09-24 10:57:06
7788|11208|1978-11-07 16:43:52
7105|11614|1963-08-04 23:41:09
9819|19585|1999-12-14 06:31:37
9788|59820|1973-11-16 05:29:40
6353|61318|1978-11-10 18:07:33
6438|24070|1997-07-15 06:40:19
9753|94132|1980-02-27 03:16:56
7246|80065|2001-02-06 03:08:20
9846|15506|1966-01-10 01:16:42
8900|54008|1995-05-10 01:39:32
4278|53846|2004-06-26 10:21:22
9820|41222|1971-05-27 05:20:12
1502|47479|1980-02-21 14:02:56
4392|7847|1961-06-17 05:31:23
9390|57773|2001-01-04 23:08:08
6261|84339|2004-07-10 09:38:27
6054|50153|1971-03-02 16:23:25
9956|68295|1985-06-20 11:52:33
5153|6939|1984-05-06 13:50:08
8862|22179|1965-02-26 12:41:18
3335|19999|1985-05-20 03:28:11
4612|97676|1968-06-17 15:56:43
2353|54074|1994-08-30 21:35:51
9887|88353|1965-09-20 11:44:42
8470|18211|1960-03-04 18:43:02
5072|72968|2000-01-12 23:20:01
421|18085|1972-07-10 08:12:26
9690|56089|2007-05-10 22:02:54
7178|97300|1974-12-16 06:25:29
3256|5930|1972-12-29 04:11:56
9463|78176|1962-02-21 19:09:36
1352|22519|1971-02-08 06:26:01
7641|61732|1976-03-10 05:46:19
445|87173|1985-07-15 14:00:20
9097|95024|2001-01-04 20:36:14
6393|40904|1983-07-26 22:58:01
3260|90690|1971-11-05 03:21:38
8108|5335|1969-04-23 12:14:25
9158|22231|1996-09-04 02:32:24
6616|43886|1977-10-02 01:47:39
8340|48518|1995-04-18 04:42:06
2933|33098|1973-10-16 23:29:54
3360|81515|1985-04-29 17:09:25
9584|51710|1962-08-26 00:22:05
6424|3466|1968-07-26 03:29:25
5197|45997|1981-11-26 10:35:39
9654|55351|1961-12-12 03:34:32
8076|56148|1978-04-12 19:00:05
9832|21740|1988-09-01 02:20:06
7785|71354|1967-07-07 14:14:57
8034|20682|1960-04-13 11:53:41
9282|46161|1990-11-22 14:31:26
7998|2118|2005-08-21 13:44:46
3486|57759|1971-02-01 22:38:11
7937|40815|1975-08-03 03:59:40
5509|51248|1965-10-09 23:35:11
4891|41853|1986-01-25 18:07:24
1786|76727|1993-08-30 09:23:59
9822|16457|1977-12-19 16:14:35
7740|99183|1981-02-24 15:02:51
6933|22038|1986-04-25 21:16:23
9835|73352|1965-02-15 03:52:02
9167|52953|1986-11-12 13:54:20
9609|72979|1976-04-19 15:44:05
8676|67020|1974-06-10 03:04:01
5808|281|1993-10-03 08:17:26
8137|9606|2001-09-26 10:18:06
4595|29644|1985-02-20 04:28:10
9977|64371|1969-03-17 00:46:25
6991|11738|1981-12-31 19:57:41
9276|60940|2007-09-29 07:51:44
8778|74042|2002-08-06 22:35:37
9892|89934|1981-05-10 22:25:26
3733|98584|2001-04-08 10:19:16
4294|75231|1996-05-17 06:10:16
4186|87409|2006-07-05 12:37:30
9752|53097|1991-06-15 05:17:13
9651|50706|1980-06-18 01:17:28
9659|42527|2003-04-13 11:10:04
1650|20788|1976-12-25 04:16:17
9187|24769|1983-10-03 11:51:32
8448|51087|2004-05-13 13:52:30
6615|64232|1978-10-17 10:24:53
5178|81655|1977-11-15 18:19:49
891|88231|1975-09-07 17:51:23
9837|36952|1998-03-22 10:20:30
3220|25998|1996-08-18 18:00:11
7631|7043|1989-07-24 18:23:35
2362|4462|1992-03-28 11:01:48
6270|59384|1990-01-04 14:50:08
7946|51574|1972-06-04 17:40:20
9618|98661|1960-01-22 01:14:09
2448|39413|1972-09-15 22:55:30
9691|33240|1970-05-03 02:24:47
6296|30544|1994-09-14 23:42:33
9707|87093|1975-12-31 02:34:15
9923|66241|1992-10-17 15:32:55
6248|59950|2004-05-31 04:40:52
8011|73840|1963-12-03 15:07:41
6038|99305|1993-11-12 15:52:35
8678|64881|1963-12-28 16:59:40
4943|51062|2008-04-08 12:35:24
8377|37679|1984-02-01 11:07:39
4974|6836|1986-02-14 12:27:11
4025|72727|1991-09-13 23:32:31
9525|25446|1994-12-20 14:32:23
1732|68582|1986-06-10 22:23:36
9692|20127|1969-08-27 03:40:56
2215|94076|1982-08-16 02:57:06
8967|7819|1999-02-07 03:38:52
3690|60606|1963-03-16 12:11:44
9846|67204|1994-09-10 03:38:32
9756|63260|1994-05-29 02:44:12
9553|3829|2005-04-19 10:14:48
2467|12168|2002-12-16 15:56:56
428|76103|1995-10-17 00:17:27
5050|34901|1965-06-13 14:13:58
3548|43464|2001-11-03 03:04:15
8090|94052|1972-12-31 10:31:11
9368|67862|1961-01-21 03:17:01
9350|29483|1980-03-04 08:23:01
3859|14128|1962-04-14 05:29:05
6025|83600|1983-07-18 15:23:38
5992|88049|1981-10-30 05:17:24
2369|1214|2005-11-18 01:17:59
3339|44733|1991-08-12 05:41:44
9385|79100|1999-12-20 09:59:37
9780|52135|1987-12-31 17:01:29
5035|14439|1990-09-07 03:08:53
7438|27533|1987-08-24 19:32:28
8674|12531|1961-04-15 15:19:53
8748|61418|1993-04-23 15:29:25
9848|76228|1989-10-09 04:17:20
1184|36131|1992-09-30 12:11:57
3819|91914|1993-11-15 13:26:59
1700|60931|1983-07-29 20:21:41
8514|92182|1961-08-08 07:45:57
7747|15848|1973-12-19 03:45:29
8607|39409|1992-10-29 14:24:23
7690|9487|2003-07-12 04:10:29
9824|87971|2001-02-28 12:13:02
3560|11796|1982-07-12 15:19:30
5013|31178|2007-11-11 10:39:42
8996|77420|1983-09-26 10:17:39
5840|68553|1983-02-25 01:48:26
9185|51855|2000-09-08 15:34:21
8420|68245|1977-01-19 23:48:23
9850|6477|1998-05-08 07:18:14
1405|58059|2003-07-29 05:31:58
8898|1379|1963-01-21 09:30:36
9836|44309|2003-02-06 19:37:45
9801|58677|1968-01-01 00:32:42
9423|61102|1961-03-17 17:56:58
4193|77577|1968-12-10 03:23:00
1001|20588|1996-08-25 00:34:38
9772|14242|1969-08-12 17:27:07
4175|81315|1980-12-07 19:44:19
7734|46384|1984-03-06 16:35:43
4289|91093|1993-11-19 07:41:14
3561|83688|1981-02-09 13:17:07
6499|95713|2008-04-18 23:54:10
3187|16692|1988-02-11 02:10:30
2820|66529|2005-07-13 06:01:25
663|62232|1971-05-02 13:59:13
8812|1524|2006-03-24 07:11:41
8410|20804|2004-06-29 19:13:47
2284|44987|2000-09-07 03:39:46
8160|10890|2000-02-03 15:09:32
9858|92711|2000-11-14 18:37:37
723|64579|1990-05-11 02:23:44
9596|43604|1997-12-06 02:28:57
6892|53083|1969-12-26 22:54:14
7276|71778|1984-09-03 20:06:55
9802|99741|1969-06-01 02:53:51
3306|51704|2006-10-22 10:17:20
9261|73161|1986-03-05 00:43:53
9590|22342|1965-06-16 14:26:32
9256|6766|1962-08-30 01:41:35
6288|91724|1968-04-11 00:00:27
5808|31071|1992-10-05 12:25:31
9862|66332|1970-10-01 13:27:59
7423|69641|1968-06-15 17:47:15
4036|87234|2005-12-05 11:16:45
5963|5737|1967-12-22 17:40:08
9259|34730|1968-10-21 12:45:54
9829|10503|1972-03-20 17:34:01
2774|26856|1995-07-11 06:11:05
9710|34694|2005-04-08 12:12:44
3328|70480|2005-10-07 14:48:31
9865|55863|1981-11-22 17:08:17
9895|45003|2007-05-14 16:24:00
3844|62540|1975-12-23 21:28:05
3486|55453|1981-01-27 12:49:29
8165|8833|1980-11-15 19:42:16
8213|95154|1982-06-07 06:46:10
4533|87493|1974-06-02 07:01:33
3677|60285|2005-02-18 04:10:58
3841|72422|2000-05-09 19:54:57
5582|29984|1995-04-29 02:34:35
9543|55837|2007-01-07 10:43:10
8086|95930|1962-06-23 22:01:31
7147|1527|2005-12-16 11:35:17
9211|68867|1967-01-07 20:21:14
6033|76371|1982-03-30 09:12:06
4199|52850|1962-05-29 22:00:13
9699|15472|1971-11-11 20:14:42
9212|82136|1969-05-10 00:09:24
6514|85737|1960-08-06 11:29:30
5014|56424|1967-04-15 13:05:04
9623|53057|1987-09-25 10:58:55
6461|10598|1977-04-26 09:50:55
8801|18602|2008-01-08 17:45:26
5982|49494|1977-03-13 13:35:24
9860|9944|1980-04-10 05:44:05
3545|47265|1960-01-20 00:00:51
9665|56353|1973-11-18 21:07:42
7331|7734|1964-01-29 23:16:22
4564|46766|1967-01-21 06:53:57
6505|943|1983-02-12 09:36:38
8795|11217|2006-04-28 05:24:02
9866|69421|1964-12-07 04:45:04
9587|13986|2005-11-25 00:50:36
3086|44938|1990-12-17 19:07:25
7023|66150|1969-07-24 05:09:16
9686|58828|1988-05-17 05:17:57
1581|59195|1992-04-27 04:08:32
5078|90303|1998-06-10 03:00:39
988|52176|1990-11-02 19:24:56
9763|34746|1973-03-24 22:59:00
9868|52213|1997-07-05 16:47:47
522|25813|1969-01-19 09:04:48
5855|45580|2001-01-23 12:37:14
6917|11318|1976-02-07 20:08:37
5007|97250|1965-03-02 20:27:09
7350|30431|1966-11-24 15:49:22
9676|20855|2005-06-15 18:10:33
6407|8525|1962-07-24 00:03:53
6214|33801|2003-07-23 20:25:14
5636|42884|1985-01-27 12:09:59
7882|66847|1965-03-19 04:36:15
9026|53389|1984-08-05 18:00:41
9783|48083|1992-09-23 21:17:30
9733|89417|1994-08-09 14:26:40
2519|37347|1998-10-30 20:04:26
9159|66038|1961-02-09 15:15:14
1268|52931|2007-10-22 03:10:59
5643|78944|1978-03-18 11:37:33
4210|17434|1993-07-23 10:40:04
8689|81159|2003-10-04 02:24:20
9873|84972|2002-06-23 23:51:44
7367|15088|2007-05-28 20:19:19
9189|52017|1983-03-08 19:49:50
9671|34694|1990-10-18 19:58:14
8068|71677|1970-05-07 00:34:45
9760|28296|2002-01-18 06:19:49
4292|49699|2000-09-20 18:34:25
9824|86862|1985-05-02 14:09:59
4445|18969|1983-01-21 15:43:18
9878|16898|2005-03-19 02:44:38
9598|97992|1999-09-11 20:10:05
9886|26195|1996-06-13 14:38:30
5942|80805|1990-05-04 18:52:43
7039|31563|1983-09-16 23:12:55
5744|52740|1988-10-02 11:12:50
7245|80234|1965-07-06 23:36:59
8837|5835|1971-04-25 08:23:59
9169|74965|2003-07-23 20:59:34
2177|68675|1982-03-08 22:39:20
6363|80517|1965-01-02 19:18:00
7523|59076|1988-12-15 09:58:32
7908|55035|1985-12-12 03:34:37
6725|91685|1965-03-17 13:56:19
567|74448|1969-07-04 08:38:54
7596|74761|2007-06-14 20:14:36
8749|27265|1971-02-17 20:47:36
4908|51597|1981-12-15 22:41:04
3797|73895|1999-08-12 10:08:49
7409|27784|2007-05-10 21:12:42
9879|5387|1963-09-22 01:55:11
6559|80338|1971-11-06 09:46:41
8783|91612|1988-03-11 22:15:29
9175|59640|1993-08-29 06:26:02
8132|51189|1985-01-25 03:55:48
529|61847|1973-05-17 15:30:59
5636|29224|2000-11-27 15:49:40
5063|88631|1982-09-19 03:02:54
3335|1555|1962-07-20 04:44:30
9697|26005|1996-07-07 01:05:06
456|50843|1991-06-12 01:58:12
2538|61721|1987-03-24 17:44:51
9480|94283|2003-12-28 12:03:22
9634|21400|2000-01-13 10:56:39
2120|21453|1983-12-27 15:31:54
4835|1694|1963-07-27 14:23:24
366|43683|1964-06-02 04:29:52
3544|57042|1991-04-11 10:08:58
9880|42091|1967-01-09 04:11:16
9342|68486|1966-07-21 19:38:43
9328|6599|1985-05-11 13:57:35
9880|83111|2005-09-05 16:31:28
8516|44264|1977-09-17 02:34:49
6695|87030|1983-12-07 06:44:09
2760|26863|2003-07-06 02:38:05
7582|10656|1980-11-25 00:59:41
8522|164|1989-12-05 18:16:10
2726|59493|1987-10-02 11:38:32
9108|25523|1975-02-23 20:27:21
9867|78207|1989-07-08 19:51:15
4783|75896|1975-01-09 05:35:29
6754|70947|1969-09-28 17:38:10
9881|55395|1998-08-31 23:26:23
6197|21335|1997-10-14 16:28:26
8624|31798|2003-06-03 11:59:29
9881|81151|1962-06-25 00:13:55
8295|31964|1981-11-09 11:54:46
8146|213|1995-10-27 21:12:54
3414|60773|1988-08-22 08:08:00
7860|14288|1978-02-27 03:33:41
4630|43195|1999-06-07 00:11:39
8013|65900|1978-11-01 10:13:49
3719|21274|1988-05-04 19:14:01
804|63073|1977-01-26 12:58:24
8395|22938|1972-03-12 14:53:33
8573|41544|1978-05-21 01:35:38
9885|7292|1968-11-16 03:04:20
559|15751|1980-06-17 21:21:02
2186|35585|1993-09-26 12:36:17
9983|90608|1993-08-07 03:58:26
9226|63533|1984-01-29 23:17:25
9759|77165|1981-01-03 15:26:03
9001|12813|1990-02-06 06:57:26
8247|48454|1998-06-18 03:16:40
9090|71378|2002-10-21 03:18:53
8245|88961|1985-04-17 16:35:28
5879|92022|1974-03-14 13:04:57
5461|91682|2008-12-28 08:49:01
4877|23239|1972-02-09 00:51:53
1374|6491|1974-06-30 10:14:39
3967|38693|1972-11-08 18:30:42
598|34071|2004-01-23 08:13:31
8499|15472|1975-04-15 05:52:53
9210|40501|2005-03-07 05:40:07
5685|44676|1964-05-16 14:40:11
8400|82257|1998-03-25 08:59:12
6344|18501|1985-09-12 11:21:06
9610|2981|1984-06-18 17:16:07
4112|47916|1965-08-24 21:45:47
9248|20799|1996-08-29 01:27:20
8612|53685|2004-10-28 06:13:58
6372|82393|1980-03-24 13:46:26
8612|62205|1996-03-01 03:34:03
8367|13729|1985-01-11 18:03:23
8770|19736|1998-10-29 18:21:22
2870|74433|2003-01-08 01:08:39
7305|3918|1999-02-18 01:59:38
582|41819|1995-10-23 13:52:26
8114|82705|1989-08-21 08:34:38
5640|36479|1973-04-18 02:40:30
8413|26668|1984-04-13 20:32:09
9875|62617|1966-10-29 18:25:53
6624|10922|1998-12-07 22:03:30
8682|82358|1989-01-04 05:04:07
9303|92255|1992-04-10 15:50:37
8704|8508|1982-10-12 19:49:27
8488|78782|1995-02-19 18:56:54
5354|57871|1970-11-12 11:00:02
7623|11237|2005-05-27 08:52:41
1448|27512|1964-09-05 23:50:38
