Comment|Comment
83704|52647
121278|15903
22636|26141
121279|32688
5769|135355
121282|156455
50540|15581
96140|58903
121283|57369
121283|152644
121284|153846
62218|83281
90605|166278
121285|69893
19066|167933
121287|35229
32300|50471
121287|106365
42009|127873
121287|163960
121288|48514
121288|14147
121288|38479
7434|178860
94100|105231
121289|47153
68978|197845
121289|25402
121290|173876
121291|180289
54243|130216
121292|134420
76744|100635
121293|25111
121293|108827
10362|155881
121294|7997
121294|195344
121297|160519
22849|152586
121299|28451
47623|19886
121299|180164
68|76218
121300|130215
25296|145590
81449|126564
121301|29182
121302|81880
60886|182892
121303|9032
17174|176943
67645|18848
121304|172520
121304|86860
78795|76105
121306|57700
121307|49127
37793|34020
121307|100358
86076|23363
121308|109428
33592|122361
73754|192950
121309|6976
121311|17187
121313|37462
121318|167093
121320|123993
95094|41429
121322|66753
121323|43956
33857|128270
86425|30502
95481|190904
98701|110338
121323|47907
121324|33144
109120|33497
121324|48348
121325|19271
78766|87867
121326|33769
65487|146324
121327|152578
1368|154556
120721|175288
121330|140056
97825|12899
121334|26420
121335|69894
5145|197480
36531|78445
121335|47120
121335|134506
50373|36587
121336|67131
26487|17496
51447|158263
121336|51412
121338|60181
49874|16747
91703|39117
121338|149867
3493|138323
121338|90232
732|69296
121341|156023
31102|178794
74975|115120
105270|10529
121344|34249
121345|177987
44226|188683
74226|57712
121346|181681
121347|58823
121348|76330
121348|4541
113035|162264
121349|75036
12789|28525
94345|77197
121352|33976
100915|70326
121352|117834
47725|190200
121353|92724
19016|141219
121355|111858
121356|85908
121356|94113
43957|294
121356|129550
105570|86407
121360|95577
69802|19108
121360|178138
121363|1364
51158|55363
121364|39388
121365|112703
121365|92865
121367|74529
62413|97698
121370|65515
66779|10253
121370|136886
19105|28136
121378|134131
121379|75737
33179|106972
121380|85070
121384|182852
121385|151234
121388|141159
62975|181457
121391|54266
121391|13034
19758|7462
63921|39357
121396|167554
7441|186745
121396|198460
121398|155867
118705|60150
121399|145693
45861|1990
82117|111476
121399|84232
34048|33799
121402|1380
121403|144818
3740|82666
47698|170849
121405|32960
55428|10146
83662|110628
121406|34416
35217|128391
121408|3896
60996|185843
121408|99789
118741|194841
121408|118736
121410|136923
46520|21577
121410|52837
121413|88277
121414|33813
121414|12933
121414|101448
121415|195244
121419|193835
121420|31279
41858|56412
88296|159881
121423|81805
6579|27360
87371|1319
121425|21992
66899|80555
121425|185505
121430|169279
121432|186814
22045|106585
121433|164872
39210|46378
100087|116279
121433|88354
121433|182484
121434|176048
121434|3381
121436|153520
121436|107253
121436|2980
121438|48104
121440|25531
121442|45641
121443|195756
121443|159030
121444|117257
87733|57767
101395|146352
121446|94970
23741|139995
121448|109478
58781|34644
64027|187892
121449|35505
121450|112921
64797|164698
86681|149826
121452|164791
121453|195578
7364|83406
121453|159285
121453|190625
121457|130219
121457|192709
39025|30465
51101|64679
121458|137525
46213|35781
121459|89720
121459|180231
90592|15420
121460|154284
121460|186635
5604|43734
121465|109862
121466|128401
121467|158673
17415|135299
121467|76055
89389|25865
121467|149436
113021|141370
121468|193233
26230|183037
121474|13799
121474|200114
17739|127741
107770|158574
121476|109833
121477|197019
2642|26163
29821|308
38507|184140
121480|186673
121483|119455
83601|193001
121484|98821
121484|120608
121484|58313
121485|187228
84573|176504
121486|167735
121486|160659
121488|85207
53553|44169
121489|46049
121494|145305
121495|119969
1986|129364
121495|106275
121498|50806
22782|156339
121498|163981
121500|132520
121503|59642
51676|126497
121504|163437
1073|56780
121505|198231
121508|140918
46047|178178
121510|37722
121513|35830
121515|64888
121516|57955
121517|94930
89800|138261
121517|99545
121518|160710
63803|13409
118131|67680
121518|191776
62237|186173
71290|53864
121520|175553
66616|2975
121520|153511
90626|94983
121521|165741
103466|66411
121522|599
121522|52587
121522|181898
121522|169387
62963|168429
121524|173323
19996|15762
121524|111108
121525|113903
115219|11348
121525|158601
52775|122287
121527|72200
121528|177516
121529|58685
121529|14875
121529|113765
49861|149749
104290|183332
120258|168883
121533|198986
80686|77895
121535|33350
27513|187339
106003|50324
121538|177320
49587|44320
121539|26934
121539|163627
121540|155665
40032|121151
121545|74447
121546|65190
121547|21757
55832|71173
121548|124314
121548|39475
121549|138694
121551|24961
109435|31580
121552|86770
6498|86210
48724|172219
121553|82292
121557|18197
1220|43103
121558|162914
121559|147390
110008|126050
121559|20128
121559|124405
121561|132321
103340|113524
121562|117486
21945|15545
86548|18694
121562|195152
121568|193493
121569|109769
77423|131945
118533|199604
121569|43682
59550|183185
121569|182614
121569|32914
82669|69044
121570|51693
76395|185980
121571|121286
121572|95730
121574|83029
121577|124867
121578|56697
36176|29630
58055|37123
91739|107975
121580|144531
62730|54992
121582|36249
121582|7495
121582|101011
121583|42216
121590|70725
38937|1564
121591|110539
47326|195474
121594|141594
121043|187632
121594|141915
46960|101881
121596|9848
35461|86907
121597|177924
54782|187459
76780|26637
121599|145690
121600|197568
25555|52222
121601|90002
114352|151644
121602|114017
121604|198377
121606|185912
121606|38815
121607|179114
121608|102981
63799|103953
121609|200237
121609|34618
43965|182565
121610|185885
49459|88608
121613|25720
66406|120530
121616|27555
49295|108124
121617|122143
121617|187277
121618|43501
6745|158784
66409|41368
121619|151681
121622|96287
121622|74740
80020|109614
121624|57701
121625|74592
100206|181799
121626|5622
97259|127782
121626|155147
121628|112242
108348|15763
121628|122076
121630|146667
121630|58825
121630|175864
121633|135577
51222|6251
102418|123402
121635|168427
121639|26230
121641|186772
70637|128985
110291|5821
121641|85171
121642|88439
121643|107552
121644|82101
62430|30162
121645|171265
29373|65913
121648|144310
19317|184488
77871|64758
121649|163839
121649|14312
121649|171221
66941|16792
109699|1337
121651|112103
121652|69328
96407|38359
121653|146331
3249|103895
121653|64029
121654|123190
14023|197681
121656|166277
121658|144989
121659|140496
121659|185049
121660|733
121662|6218
64890|92057
121665|52501
121666|148944
121668|54809
121668|135050
29126|17904
121670|194508
121671|114575
121672|109091
115561|61300
121672|129538
24695|70603
121676|166887
118707|97119
121679|196178
121682|98889
121684|79266
121685|117018
19823|54561
121686|76399
67327|196966
121687|101333
121687|50908
67278|28770
88772|110700
121689|152197
28205|179823
121690|84841
121691|142344
121691|108608
21092|77732
36227|123015
81100|63321
121692|154673
121693|94110
121694|150785
118122|150132
121696|26506
20102|191154
121696|165795
48820|157153
121697|145270
121698|94084
121702|92120
108846|25157
121703|107116
121703|130214
37358|187327
121703|117072
121704|170512
121707|181278
121708|64552
59483|159067
118306|72845
121713|57232
121715|48106
121717|88768
39463|125182
121719|61283
60737|32444
121721|67139
121723|32023
67811|58926
121723|119194
121724|50463
121726|23551
121727|10479
121728|12711
121728|76549
121729|1852
121729|1746
98792|113628
116942|6610
121733|27023
121734|69997
89234|97078
121734|38376
573|105020
121736|193084
121737|32489
121738|94999
98253|123910
121743|70554
121743|115400
121743|194113
121744|183323
121745|73622
89010|186375
121746|141559
49049|137317
72296|158244
121749|153988
84892|188058
121752|115779
121752|195189
121753|145954
121755|76608
60753|133513
121757|132673
121758|126902
121758|187434
121758|70132
121759|16643
95108|151195
121763|147079
4183|171447
55423|23448
121763|146173
121764|134998
15665|158993
45477|110810
121764|179796
121772|89313
121773|760
17439|130112
121774|180744
86699|4637
121777|3254
121777|12144
121778|142031
47930|24573
121780|102257
51856|29061
84252|3991
121781|192884
121781|67484
121782|160576
121784|20413
121784|160582
39165|8465
121784|170406
121784|65570
121785|53994
52920|63804
121790|194616
121791|174153
121791|164189
121792|28501
121793|40647
102692|65142
121793|70517
121793|112779
121793|146891
44783|56847
121795|147850
86617|110616
95735|105676
121797|95469
121797|103858
120501|55490
121797|79487
121798|36365
121799|181152
121801|9630
121801|43384
9923|160927
121807|165001
24901|25750
121808|29162
121812|62760
108612|152617
121817|194565
121818|185476
121822|182219
7489|35923
9176|137253
121822|147973
26254|67510
121823|187262
121823|141905
107469|133696
121826|114480
39597|20443
121826|63246
103376|198007
121826|63219
121832|156482
121833|11590
75859|67352
121836|172114
79328|187508
119843|78328
121843|100648
506|177720
121844|162395
33505|182339
77675|17932
121844|94620
121845|187458
21093|114786
121845|132613
121846|40728
121852|45670
121855|197439
121855|181933
33084|141410
121855|74083
121856|88555
121858|30727
121862|41927
83880|141723
121863|36324
97157|36390
121864|123163
121865|3319
29417|168153
121865|177362
121867|21165
58695|56709
121869|22418
121871|145635
121872|9708
121873|41578
121877|88191
40796|137352
121880|68077
16568|109543
102591|28409
121881|88028
14419|107354
30573|44750
121887|63716
98391|37808
121887|34765
37521|158909
121889|95817
4683|36977
121891|31114
121891|158705
121892|18491
26293|113385
121892|141748
532|160456
121892|133919
121893|2801
116980|87217
121893|2817
121893|171468
121351|70740
121894|48773
85008|155002
121895|13755
121896|52470
121896|45237
58878|170368
121897|81291
121902|66282
121902|156794
65280|52200
121910|134042
121912|109667
121914|49773
121914|53971
99561|86879
121915|134219
121916|160736
103241|174918
121919|79329
104335|157698
121919|42382
121921|134665
121926|28333
77983|61095
91062|65257
121926|76415
121930|90570
121932|119912
69987|132146
86344|188009
121933|168159
121933|111758
29667|118731
121933|33124
121934|14260
118728|95734
121936|120441
20353|920
23680|74016
121938|145182
3838|146496
121944|182195
121944|101817
49822|122573
121945|110660
121946|178153
121948|198470
121951|123170
96869|114448
114272|119430
121954|65410
121955|187462
121955|40810
121956|185721
16720|200384
121957|149791
84334|112658
121959|119859
121960|199927
121960|4245
121961|197927
121964|30853
121965|132723
121966|78924
89862|154551
120925|157749
121967|93509
121968|98860
121969|194792
121971|70836
45399|146316
67777|173273
121971|138986
62987|167220
69273|74232
121978|31373
20974|2201
121978|95943
121979|1549
47816|132626
121979|163602
15548|139257
49531|11606
121981|13204
54042|73757
100678|152088
121982|74020
121984|69244
57724|192007
121985|81775
76816|184039
121986|64377
104453|120817
121989|173483
121992|61662
121993|91585
121993|137953
121995|158452
121995|65597
121997|133205
121997|199702
106988|56561
117160|18649
121999|169503
122003|49090
122005|158490
56387|159626
122007|119371
122008|89411
14263|5144
73866|162940
122009|38457
21803|159224
50837|35959
122010|82286
122012|45499
46715|44428
122016|30378
122016|143536
122019|197036
122023|81108
94241|166124
122024|121367
32616|11391
122025|172926
122027|52966
122028|58361
122028|182288
68994|15794
122029|129986
122034|156610
8515|193684
29165|130588
76619|140899
122036|148726
69603|92028
122036|198202
122037|113517
122037|172380
87948|63001
121735|63375
122038|30778
122039|46916
60651|4009
122040|146792
26582|199060
122041|113879
37429|173803
122044|140036
122045|170622
122046|197066
20708|54308
122046|192505
122051|22622
1889|134380
79734|42684
91518|172790
122052|89430
111283|14720
122053|64033
122055|13974
16731|151632
122056|93248
114523|30285
122056|110046
21443|117569
122058|86803
122059|180142
122060|182205
64904|29688
122062|75142
122067|166679
102664|120723
122067|153146
45937|198992
46028|14241
122068|99597
122069|97175
108962|50043
122071|174877
122071|138226
113076|130942
122072|77237
122073|35357
122076|13513
14043|77944
122078|145963
42609|156295
122078|145899
122080|172628
16177|125717
122084|149728
122084|100017
122087|53923
53083|6296
122090|156866
122094|100906
97886|180489
122096|144914
122099|30746
95434|112499
122099|26455
122101|103965
122101|39789
122101|138000
122101|157956
45107|127934
122106|187546
85775|18646
122107|109481
122108|42652
122111|101980
74067|84438
122115|61241
110731|2021
122115|190566
122118|114945
122119|199955
6367|150346
122120|25366
122120|123228
122122|183693
122123|166366
122125|126655
92616|13012
122125|123520
122136|142495
122138|19940
43274|688
122138|89646
122138|18511
22392|150096
122139|77587
122140|174890
122141|192178
5215|90386
122142|42328
50824|150280
122142|67640
119881|59453
122145|166464
122146|182143
47709|92768
122147|20333
30378|37326
122147|60582
53484|112356
92749|85194
122148|200159
109467|4473
122149|103324
122151|121221
122152|187843
122154|103017
122155|158406
19673|171423
43782|103367
92723|31272
111311|167018
122156|104429
122158|30485
122162|191524
61831|76374
122163|165146
42151|143994
122164|35410
122164|27610
78879|115880
122166|86849
122167|90074
122167|147439
122172|27918
122175|196299
122176|173327
122179|56942
11302|106553
122179|34921
71278|96025
122181|145403
599|103222
122181|24423
86434|65672
122186|111677
83887|174297
122186|124045
122187|92493
36203|14281
122190|188189
9114|47685
33382|123623
72820|147822
122190|167922
122190|199126
122194|9131
87551|116631
122197|47242
122197|46545
122199|161431
122199|144294
93996|142098
122201|158747
85380|175384
122201|30488
12556|84591
122203|70014
114354|144596
122203|3583
93183|20129
122204|167034
69394|90249
122204|47283
122204|159076
122205|51398
16130|4132
122206|81944
122207|188401
122207|181667
68954|114482
122208|53395
60921|71912
122209|111444
24011|197637
53131|159719
122214|164301
122217|43456
122220|75785
122221|86055
122221|19765
16467|164751
92580|103450
122223|13250
122224|10206
25276|200218
122225|26606
122226|199162
122226|114713
7344|170647
122227|190952
44009|172116
118292|77071
122229|76592
122230|49191
122231|185792
122232|112731
122232|188197
61264|72251
122233|96972
26055|1587
122233|118012
122238|95178
122239|25642
122244|75498
122246|43524
122247|151377
122248|117092
57624|165834
115003|41112
122250|28119
1642|112523
79957|62004
98552|45000
122251|38736
47137|60224
50849|90142
122251|195562
117882|93817
122255|137827
95883|43314
122255|689
122259|33698
122262|123417
122264|193427
122267|122378
122272|168443
26480|54331
122272|9685
122274|159621
46477|86152
122275|10927
64467|132307
122278|67180
12505|77536
122278|129308
122282|140387
122285|189007
13113|43100
122285|174716
122288|146997
122291|54930
122292|63914
31003|200344
122292|167361
122293|158308
63459|70204
112726|129439
122294|132273
25871|147373
122296|4149
60381|156103
81156|187114
105241|195059
122296|93410
4472|27225
122297|179436
122299|40333
11514|179708
122304|183463
1208|26957
122307|17990
86067|188928
122310|181661
122310|135986
117301|54480
122316|149985
122320|77373
1005|67480
99726|109006
122320|85588
23735|62947
67168|152367
122322|64532
108100|148945
122324|30517
122326|4366
75144|66643
122326|14673
122326|42748
122326|72942
35388|185944
122327|74831
28427|48657
122327|34342
122328|173512
122329|24398
122331|42451
122332|78674
122333|105236
122333|168291
122335|91616
109238|135227
122335|184429
120742|32475
122339|98802
122341|50624
122341|110679
122344|170057
122344|67056
122346|158443
122347|80521
117886|119998
122348|130649
122349|98934
122350|169431
122352|105870
113947|13934
122354|51963
122354|14822
94480|89495
122355|143553
2952|102159
122356|34463
122357|15921
96587|163259
122361|126851
31403|180255
31405|39893
122362|49407
122367|172161
80|107561
122368|35688
122370|120631
122371|145008
122371|5896
120174|40350
122375|107693
50852|23967
122375|1457
122377|101928
122385|88557
122385|42056
122387|5365
122389|25057
111838|134543
122389|110332
122390|94872
62515|179763
122391|182425
122392|7551
111105|83703
122396|177347
3703|159231
122397|176493
122397|187364
122398|195130
122398|111402
122403|41432
122404|77220
3683|191767
122411|192967
122413|6487
8019|107272
19019|171775
77853|124780
122413|9469
18455|66562
122414|84229
48482|196511
95658|181167
107527|12572
122414|43467
40465|71313
122415|11490
122416|9595
122417|4084
96173|168216
122419|188679
20536|6276
110217|16489
122422|145827
122423|61714
122424|2516
122424|62982
122424|90130
7609|54765
45497|14926
122427|73455
83573|11828
88675|54670
107682|105548
122427|117333
122427|46414
86174|80547
122430|123708
82158|199929
107881|60171
122431|9651
122431|30910
13994|84612
84445|169919
122432|187073
122432|79682
122433|145076
2621|174626
82671|295
122434|62683
14132|43746
99748|129933
122434|134838
103957|77441
122436|157925
122437|130518
122438|28682
118573|23942
122438|83310
122439|127284
122443|192938
122444|83369
122445|120088
122447|198075
122448|3432
44245|38509
122452|74397
122454|12870
122455|68442
20802|21374
122458|139759
122458|101366
41850|103083
94323|132514
107726|40752
122459|162432
28867|38512
119167|31489
122459|190278
122460|164639
96652|20439
122461|131671
122461|193957
122462|34081
27753|2450
119771|125724
122462|18983
63005|173023
122462|129614
122465|96728
122465|184908
122465|26198
122469|24828
122470|41706
33452|152008
122470|30841
122470|95925
55832|90505
122473|12080
78046|140726
122473|128250
122473|161064
122476|178508
122479|139294
122479|72992
122480|6143
105677|86214
108385|161200
122483|56860
122487|15091
122488|185407
55639|46081
122489|31471
62304|153781
82726|156916
122490|174928
122491|121265
122493|127470
122494|83459
16781|69210
58895|123177
122494|168124
122497|192252
122504|2703
122506|86586
122507|76995
122508|156284
96301|70328
122510|78342
97450|6857
122515|194996
58444|164685
122516|192552
122518|125906
4109|28157
122519|166265
76708|35411
96705|89711
122520|46260
122521|93834
122521|175830
122521|87005
15456|67358
122522|93807
54898|101465
60825|45703
122523|123005
122523|166418
12952|86741
122523|56008
110360|6099
122524|135643
122525|154942
116397|24712
122525|50374
122531|107507
77879|19446
122531|21327
122532|194852
91017|186963
122535|151192
109400|47500
122536|144342
105360|141752
112264|119832
122537|181932
122538|55699
122539|55803
122539|157145
122542|99160
47259|173914
122543|79151
1067|147642
2536|175280
104474|152530
122544|114886
122547|95551
122548|27388
90858|69336
122551|53640
40989|69232
122552|60309
7994|181535
65089|21202
122552|137409
122553|165577
122556|57781
122556|100775
122563|149574
122564|183921
52689|92882
84347|175576
122569|104523
122569|64798
16870|84323
102318|155235
122571|162791
122574|42582
122576|12644
122576|147377
118518|78984
122576|31622
122579|148709
122579|15607
56577|198173
122579|31181
119645|53037
122579|82047
122582|46079
122584|185449
122584|188387
3970|168655
27958|105032
122585|178122
77926|69760
122586|9489
107091|156953
122587|129826
122589|129968
81165|5364
122297|24752
122589|37077
121668|3067
122591|1171
59632|157303
122592|120687
122594|68177
122595|189797
122596|86459
122598|150815
122598|116947
122601|147279
102340|186052
122603|197645
122604|70526
1110|87583
3950|38539
122605|93238
122607|157748
122609|190322
122609|83502
122609|31640
57597|114731
122610|54520
99433|29341
122612|191833
122614|57553
79523|83279
122615|159363
122621|65349
49620|56695
122625|173530
122625|103186
60541|189135
122626|173356
122626|45487
122630|118661
2938|71190
122630|49397
47099|77270
122631|59266
122633|54046
34112|142049
43786|122812
122635|148534
122635|9644
122636|6319
122636|190461
122637|184852
122637|81384
51280|162281
122637|152602
122638|8468
64423|181886
122641|196258
122642|46611
122647|91536
93952|42566
122649|28577
36661|153320
122650|49945
122650|61427
69206|60701
122652|114037
35781|195789
122653|59043
122653|110359
99654|7328
122654|26322
122654|182643
31682|24559
33772|45086
122657|20242
67091|34705
122658|124864
108663|65039
122660|8527
122662|144174
2979|6663
122664|104129
122665|131952
107549|22102
122670|2621
122671|5518
42442|190384
122673|16106
5883|197793
122674|162626
32367|184759
122674|107308
122675|79497
122675|12953
122676|27767
122676|116034
122681|160181
122686|90742
69757|185045
75135|139911
122686|153932
2662|2947
24490|41868
122687|180724
122689|159408
96108|16786
122692|188295
17017|81518
122692|193544
122695|195526
10968|178982
16338|149464
122695|57403
51705|61862
74113|108791
122697|82175
122698|6336
14770|17506
122699|19572
99910|154105
122700|90147
122702|29369
122703|129988
43833|121033
122704|158043
122705|70292
4289|82182
96861|165483
122705|138715
67767|35818
69904|197566
122708|74059
122710|4913
18978|42075
122710|97160
72960|179575
122713|28371
122716|59140
122716|183830
122718|135856
122719|179384
122722|177496
95083|194744
122724|55497
25728|163225
122725|30215
122728|123982
122732|47831
61695|192240
116493|162423
122733|60509
122733|65612
122737|147546
122738|82955
122739|49853
50743|156447
122740|7823
122741|30462
12223|120350
78535|92731
122741|42631
122743|50778
28417|65793
107766|184084
122744|137643
97625|99701
122745|50555
122746|62392
122747|31851
122748|34826
71125|24658
122751|166494
122755|97354
122756|154002
122756|2258
32303|108394
122757|34172
122757|26716
122757|47316
23216|127008
122758|71043
122758|15194
122759|162713
122761|17912
122762|185293
41754|25979
122765|33378
122766|43003
122767|194782
100529|40978
122768|145982
122770|99565
72681|89434
122770|85614
81800|4290
122771|28464
97989|166782
114581|162589
122771|103393
122772|178764
80910|161468
84094|32094
122772|105988
122773|22307
98751|157674
122777|188108
77505|139675
122777|20636
122778|20719
122778|34537
122780|174856
106478|172925
122785|71081
122786|158798
122786|76323
122789|167037
122790|120032
7788|89938
32012|34657
122791|129881
122793|165275
17470|105864
122797|140877
122798|69179
113939|38832
122801|126356
122801|187134
122805|151252
122807|16876
6044|45727
122807|168812
122809|30310
70645|105180
122810|9154
122812|148846
118919|186959
122816|194116
122816|180033
39378|184683
122819|93696
122823|63747
122825|81683
122825|39075
87105|76161
122830|119020
86708|130799
122833|177293
50983|150830
122833|138810
70852|144457
122834|58489
80672|69435
116748|8814
122835|179056
52070|16364
122836|15958
122836|173132
68786|5498
100624|119354
122837|131477
122839|41572
42652|4341
62948|45976
122839|102329
104854|9063
113487|128851
122839|85264
122839|21401
122844|51274
24519|38106
107271|17504
122844|73378
122849|66454
33977|51158
122849|197521
73986|816
82940|86558
122853|65994
25995|191186
122854|191346
10124|212
122854|53066
45832|78388
122855|97491
122863|108680
122863|96081
122864|31637
94174|169160
122865|42497
122867|6756
122869|27994
122871|38578
3108|81266
122875|138588
34678|34487
122877|126350
122877|159606
122880|166193
122882|197604
122882|41608
122883|158411
122884|157321
122885|156813
122885|158713
122885|168558
115222|115722
122886|123989
17070|28323
109060|88298
122887|156404
103702|197660
122888|105770
72787|127328
122891|89974
122894|70921
58446|94990
122894|42449
48430|87484
108326|126502
122896|186885
122899|195480
118519|42607
122900|39876
69962|144626
122904|94005
72756|172850
122905|196369
122906|89620
88469|180233
107574|80125
122906|16600
122907|152900
122918|17218
21325|135371
122918|93191
27416|134106
59087|116429
87542|77392
102431|171520
122920|15875
122921|136097
122922|177313
14238|126024
122922|122589
122923|4463
38224|55762
86403|113571
122923|148770
122924|180341
122925|20192
61438|25502
122931|164141
122934|170645
122935|44805
122935|178748
122936|173632
97660|56450
122937|127788
109796|56081
122937|25205
122938|69246
122940|62650
95281|165859
122943|10980
122944|138733
81186|38561
104072|44100
122944|16138
122945|98848
4968|143732
58612|142921
74450|27912
122947|24639
8548|11820
32791|162426
122949|9040
122950|155982
89839|16687
111534|14825
122954|125231
32609|99860
52758|103675
122954|124763
122954|74205
122957|180472
36521|140280
112749|53564
122958|62332
122959|156344
119466|124559
122961|144157
122962|2781
26766|104091
103104|26353
118237|37992
122963|115602
69781|157455
122964|116465
122964|121755
122965|120220
122967|21278
122972|58772
33533|84052
122972|172743
122974|158314
66706|169073
122975|197271
122976|124860
122977|316
122977|135679
122977|1054
17756|102812
122979|70193
95456|126394
122979|33744
122980|103698
23964|156642
122981|18887
1077|59991
122982|173486
68727|107424
122985|113126
59766|84054
93610|30931
122986|151343
122987|49582
122987|93234
16199|159945
122988|86550
103437|198810
120978|187060
122988|158057
122989|179645
122991|25680
122991|158596
122992|169507
87531|49480
122992|27078
30055|559
46641|53012
122993|77120
122993|150627
56351|120680
122995|71504
46600|20884
122997|56536
122998|8074
2731|58172
123000|134115
122553|131264
123001|31877
123001|17771
123001|115342
123002|2780
89516|185738
123003|109971
88125|174018
123006|187413
123009|174307
45468|40416
123010|72220
123013|175438
123013|76096
109388|32287
123016|7639
123016|189621
53886|38222
123017|126086
123017|162759
123017|1318
123017|101067
123020|38229
123021|89257
123021|41733
2665|31561
53623|122434
112602|182993
123022|186105
61151|64709
123023|151969
37875|94292
123033|116710
87112|146843
97605|109764
123036|150005
43001|3008
123038|115357
123038|91173
9661|30416
114136|138148
123039|71808
123045|79146
123045|108413
123046|8389
84957|124473
123047|59847
123047|62046
37173|5951
119906|50354
123048|90395
123048|38827
88332|198487
123050|133833
85670|11617
104420|175874
123051|84145
123051|13263
9558|55835
23604|162981
123054|128210
123058|10650
123060|179963
58173|133853
123062|193027
123064|80135
11578|194428
123065|15392
48295|93839
123065|67782
123066|17166
123068|98207
123072|124504
123072|107648
123072|104694
123072|68828
38915|72201
71823|124294
123073|147735
91681|72365
123073|109070
1291|19492
4060|155366
123073|135416
123073|161376
37206|86893
123073|113091
20748|119939
49284|91781
123075|47213
123076|84952
123076|122605
123081|140390
63252|194670
123082|17607
123087|200249
9820|57854
45713|12050
101691|49456
123087|178608
123087|178344
123088|14211
123089|68384
96183|68148
123094|182372
34113|142146
123095|117493
123097|120245
123098|183050
68733|87271
123100|38100
19221|126416
123103|195436
123106|198639
123107|165596
123110|149552
123111|90229
123111|63665
70374|38492
123111|2421
123113|25426
123114|194007
123114|3784
13586|19885
72711|99035
123115|37998
123122|142278
101796|6991
123124|87453
16998|108580
64438|108293
123128|10243
123129|4680
81748|31926
123131|32657
123132|138202
123133|4650
110740|118277
123134|42679
61016|46436
64778|148777
123137|119374
102895|146601
123139|37064
123139|63403
103203|45748
123139|56871
51522|76805
104706|170979
123139|53567
11194|26783
123141|116912
123146|46179
123147|94166
123149|62341
123150|132456
123152|46541
123153|118157
123156|9098
123157|55900
123160|3826
79437|175268
123163|189889
123167|132267
1213|106949
123167|86308
86897|25038
123167|3847
64204|162190
123170|109587
42459|129082
123176|82006
569|140335
35437|188144
123178|170241
123186|179348
123187|154235
123189|141053
40768|2438
83687|190242
123190|62150
64943|154152
113479|142806
123191|105048
17604|23139
81739|109376
123191|95822
123191|42742
12630|178034
91207|19646
123192|99070
123192|49889
15380|124647
46952|44543
123192|70884
69115|162369
123194|111761
123197|12677
94807|150202
123201|29784
123202|9730
17502|84423
56301|150234
123202|70081
76456|121167
123208|41938
123209|153704
123210|1672
57437|163962
123211|166276
123215|168869
52033|36150
123219|200418
15428|26762
123219|198707
123220|138549
123221|118428
123222|61759
94386|136921
123225|104335
6877|189776
123226|84237
65996|51299
91262|79941
123226|104404
38397|55402
123228|130395
96685|87293
123230|35584
123231|16113
35669|172685
123231|155387
123232|34421
52792|192646
53388|47638
123235|128803
123236|22883
123236|72077
98723|197740
123237|150766
12096|6196
87849|105398
123238|100943
123240|185858
123241|148488
123241|165742
123242|37738
123242|177065
63242|117555
123244|121587
78739|47574
123245|189353
123245|187841
123250|198083
123253|87589
123254|101075
52438|77500
123255|158598
30415|95036
123255|131997
123256|98843
123259|38825
123260|8186
20084|20326
123262|126343
53485|70141
123267|133632
85887|76891
123267|190857
105880|34477
111440|193347
123269|113230
123269|105463
55018|70411
123271|142992
123271|193572
43165|197017
123271|21914
123274|24079
123275|40217
123275|88727
123276|179204
123276|28374
123278|104714
96793|128746
123278|137900
29081|109653
54760|31686
123279|88613
123279|191363
123279|33811
36675|124306
123280|87514
47633|35173
72495|156599
123280|142938
72705|92996
123281|189386
53217|194596
123284|134873
2401|111974
18652|119541
80281|115024
123285|198092
45240|134371
123285|151217
32128|115107
123287|56425
123287|104200
123287|134200
41479|141623
109454|138615
123289|136490
110710|70113
123290|131457
123290|101536
8762|52809
18667|75619
30381|9334
100201|151631
123292|31320
118466|113737
123292|82805
123293|181539
123295|54775
123295|13810
107648|138592
123296|101421
75229|137886
123297|88696
123299|92733
123299|106196
116077|119708
123300|196100
123305|94918
123306|49698
47244|126713
123309|118071
62504|33679
123315|80587
123315|120622
123317|75688
42415|142415
123321|170085
123321|192851
109414|51487
123324|4742
123325|73287
123325|120241
123326|190299
123327|194807
83064|8533
123327|191753
37407|30365
123327|190729
123335|6443
103334|108625
123336|138867
37251|142083
123337|11537
123337|155509
28199|154517
123341|58821
109932|11020
123342|24943
123344|69410
123345|87209
123345|113796
123346|129420
123349|63365
123349|22093
49070|161124
87538|167997
123350|161511
12801|102311
35856|89121
123351|102560
123352|132011
75414|72147
123353|27730
123361|57795
483|170477
21676|111461
123361|158501
74610|91613
123361|153983
123361|81942
123362|89285
9919|8877
123365|28947
123367|141480
4044|95674
21323|25340
123367|152046
123368|139958
123368|8921
123369|76193
86191|134807
123369|185841
22742|128709
123371|153063
123375|144937
123376|187259
123376|173826
123376|89295
123377|109185
123377|72958
58484|12004
123377|4812
89254|155312
123380|162831
3639|644
123382|59958
123383|140729
117224|27825
123384|132551
123384|49906
58968|39670
123387|53855
123387|127821
75343|74275
123388|178
123388|87331
123393|161989
4256|147141
63770|152015
110860|31901
123395|27727
123395|13620
12316|28556
87094|94586
123397|168499
93191|189407
123399|77558
48661|90380
123401|129132
42579|169659
123401|96260
90359|3032
123402|49497
110298|12876
123403|158957
123403|88803
123403|98216
123403|4053
