Person|Comment|creationDate
5333|173493|2006-10-15 18:45:01
7275|55181|2003-01-20 11:29:29
7350|33900|2001-10-13 00:03:07
9225|177530|1972-07-30 05:16:15
8714|164640|2002-06-22 23:03:42
8303|27637|1960-04-26 22:28:02
7091|71073|2007-02-27 14:18:35
9222|113582|1997-03-27 01:16:51
3632|99099|1999-03-16 18:59:50
9367|83385|1961-07-25 23:48:32
3060|71259|1998-12-25 05:31:46
6676|51731|2003-05-31 22:38:09
4515|183887|1993-01-12 13:08:44
7763|25523|1960-06-20 14:35:01
7652|179730|1993-05-19 13:20:15
4767|24655|1994-08-19 19:00:45
2607|77960|1989-09-29 23:34:24
9325|159616|1996-04-02 15:29:17
5733|60192|1973-06-30 07:52:39
7023|52773|1980-09-14 22:11:22
9451|173323|1965-03-12 14:34:47
4967|27388|1960-02-07 00:38:14
8599|11785|2006-02-26 16:16:21
3413|48699|1966-08-08 14:12:17
6728|36437|1983-08-23 18:56:33
9475|76624|1962-01-16 08:46:09
9082|6977|1998-03-11 12:38:52
7268|80910|1988-09-17 16:03:04
8948|166881|2008-11-14 09:21:29
1342|198839|1960-12-15 00:03:06
7850|109291|1962-02-22 10:09:14
9397|33225|2000-03-13 07:49:26
9552|139410|1971-06-10 10:36:22
3825|155386|1997-03-20 07:25:46
9478|139366|1992-08-09 01:49:52
9754|150800|1973-07-10 19:13:41
4979|173437|1993-04-05 03:25:44
7614|185792|2007-06-25 15:01:24
8867|50297|1987-12-02 09:59:47
5136|182536|1968-01-20 00:06:26
6524|74394|1963-06-09 21:25:11
9433|19435|1974-03-15 02:19:51
8919|194437|1993-12-28 10:29:50
5933|114451|2005-11-24 12:48:06
4681|12014|2007-04-13 08:36:46
8668|24035|1971-04-26 16:43:45
6655|14108|1970-07-17 15:29:40
6207|51900|2001-04-04 08:54:21
4798|88128|1979-09-15 03:10:41
9142|57512|1990-11-02 10:27:06
2999|158717|2001-03-17 13:18:48
6319|7668|1966-09-19 01:11:48
9086|195883|1964-11-20 13:17:31
7219|47816|2001-01-28 10:21:36
8296|122627|1979-10-24 15:17:54
9556|43524|1964-04-03 18:51:57
9798|144828|1980-05-09 06:40:01
9557|143353|2005-03-10 20:53:25
9558|138617|1987-10-11 09:24:38
4648|105482|2002-11-06 15:40:59
3496|37804|1967-08-26 13:52:50
9587|147991|1990-12-05 17:51:03
6631|51853|2000-11-16 07:10:15
7411|23702|2005-10-15 05:01:07
8909|129706|1971-10-09 11:40:46
4810|83743|2000-12-22 05:55:13
9531|36710|1992-02-15 05:01:24
7891|23312|1967-07-11 16:28:15
9559|32324|2002-01-07 21:03:49
1651|121133|1966-10-17 19:14:49
8502|108599|1978-03-03 03:54:49
9957|168874|2006-08-10 18:00:02
4351|105881|2004-01-16 11:28:00
7320|42177|1984-05-13 02:21:43
6671|147929|1988-08-10 14:30:27
7208|189546|1997-12-27 16:21:13
7218|106756|1965-03-29 15:37:21
9046|81888|1995-08-04 07:12:36
9094|121992|2003-12-24 08:19:59
9560|85455|1968-01-18 21:17:59
3414|142770|1986-06-15 23:45:24
8463|160281|1967-12-01 17:55:34
9030|24814|1992-11-09 13:00:50
6944|149685|1990-10-13 08:57:26
9344|150232|1962-02-03 14:27:45
5330|52211|1965-02-12 11:06:20
9779|92886|1983-05-14 10:26:00
7104|190045|1988-07-19 05:55:19
5068|191902|1993-08-07 16:03:55
9324|97327|1985-03-21 03:30:26
7361|121945|1998-11-05 07:59:00
1767|139996|1985-11-03 17:31:26
5314|25585|1981-06-01 17:34:24
9862|23774|1988-01-19 07:41:37
9670|70880|1975-03-26 20:16:14
9563|168536|1973-06-27 10:39:40
5350|4286|1993-05-22 14:41:13
8962|185982|1972-03-08 20:11:13
9058|156498|1973-11-05 11:37:12
4971|179960|2001-11-21 06:03:56
3037|101868|1973-09-29 11:59:03
8682|116786|1986-11-29 03:08:01
448|26881|1971-01-09 10:01:08
9324|100661|1995-01-29 13:10:36
3736|118243|1992-01-03 00:24:57
9065|71438|1970-07-01 11:11:31
2809|123319|1995-08-26 07:26:29
6761|127149|1966-10-25 19:34:42
7733|717|1977-11-05 12:03:08
6322|161591|1993-08-29 04:32:23
5176|12088|1999-01-06 09:05:57
9277|159978|1980-02-28 15:17:23
9618|138724|1998-06-07 20:47:16
5986|47339|1986-07-25 04:08:24
1204|58145|2007-09-25 05:31:03
2622|170027|2007-03-31 12:25:47
7293|81089|1988-02-17 02:07:10
8543|14083|1990-08-29 15:48:07
9592|200171|1973-10-16 12:22:08
8651|112609|1995-10-21 01:05:38
9467|105162|1996-05-17 08:46:55
8710|196781|2000-05-07 22:25:21
4279|17444|1997-06-08 11:04:47
777|32049|2006-06-23 04:40:01
2791|66068|2008-04-23 21:58:00
8767|86748|1996-09-22 08:44:10
5616|23288|1987-12-18 03:37:31
9770|86383|1962-01-08 22:35:46
9310|90313|1980-03-09 16:30:52
7020|127460|1992-05-23 15:28:58
5465|180228|1960-05-21 06:56:19
9367|55046|2005-08-22 21:01:40
295|105995|2008-01-22 01:31:07
1538|165889|1982-11-01 14:10:48
9409|1655|1985-02-18 01:46:10
2417|128160|1998-03-22 06:39:55
7088|53180|1988-10-26 16:15:15
7332|144785|1993-02-06 10:39:07
9526|118911|1999-11-26 13:05:05
7397|141730|1988-03-10 14:51:09
9785|114484|1970-11-04 17:47:29
912|12997|1970-07-27 04:34:48
4368|128762|1976-07-02 02:33:27
9747|60884|1986-01-03 06:21:27
6921|75620|1980-02-01 17:42:31
7579|96965|1966-09-22 11:26:34
7720|41141|1966-08-22 00:00:49
4042|136970|2001-06-16 16:08:50
8834|20490|2004-05-03 12:03:39
1850|159438|1996-01-10 09:28:43
6948|199614|2002-09-05 15:00:10
7321|49147|1981-03-03 13:23:41
3839|190561|2004-08-24 15:44:01
6582|138088|2000-01-20 02:22:04
9664|20405|1983-10-04 17:45:09
6666|38179|2001-04-10 12:05:39
9862|149334|1985-08-29 15:54:22
7297|76548|1984-06-15 00:03:33
1500|72760|1990-12-17 11:26:15
8077|133099|1990-06-26 06:57:01
4297|88781|1973-01-04 11:32:30
7899|75429|1974-05-07 02:39:27
4910|33026|2007-10-05 03:11:08
9647|198288|1977-10-26 15:13:23
1283|120248|2006-03-15 03:19:17
8021|76998|1967-01-13 19:44:00
9505|18817|1966-04-26 13:51:16
4618|10944|1962-11-09 01:15:06
9344|164888|1979-07-18 22:50:35
7099|90270|1981-07-29 22:50:22
2670|48723|1980-11-18 17:20:54
7327|124797|2004-08-20 06:12:04
9590|146404|1991-07-08 15:14:01
9453|150230|1970-08-10 01:30:55
9542|150302|1997-06-24 17:03:44
2385|85033|2008-02-11 15:23:22
8102|76976|1991-06-20 19:30:59
7665|144418|1983-11-11 16:17:22
2885|68174|1997-11-25 00:10:15
9695|72332|2004-09-21 18:46:53
6658|196447|1976-08-27 08:06:44
8612|39432|1967-10-02 12:41:46
8446|86324|1991-05-28 18:11:29
4899|88405|1983-10-16 07:39:52
8567|190745|1993-06-02 23:55:26
9392|178040|1972-02-23 22:08:02
7584|33315|1993-12-11 13:45:52
9667|127154|1996-04-11 23:29:05
9407|32138|1962-03-23 21:22:42
8276|70698|2007-07-19 12:43:35
9804|56493|1978-08-01 20:54:41
9852|58429|1980-06-19 11:28:37
13|165140|1994-06-03 10:03:41
6601|191823|1983-07-06 12:58:57
9817|194114|1981-09-07 13:17:49
6551|52789|1984-02-23 06:25:57
9811|61233|1967-09-04 15:49:21
3612|153144|2004-08-28 23:32:59
8585|174307|2003-08-25 03:40:06
9195|191586|1975-08-14 04:15:06
6435|186621|1982-06-25 02:37:49
9819|52343|1995-02-26 06:44:41
9568|91721|1997-11-12 06:48:08
9726|95657|1981-04-28 15:34:22
9819|110479|1986-03-04 07:09:18
7916|184002|2003-11-08 19:36:58
9676|174254|1985-08-20 12:28:30
9691|115734|1966-05-24 18:20:36
9412|181156|2005-03-04 15:00:32
7042|26579|2000-08-10 12:54:31
9171|150266|1995-10-10 06:18:53
8848|50408|1981-05-03 08:36:48
7197|141457|1973-12-20 11:15:04
7623|168772|1986-10-29 19:38:44
9840|126738|2005-09-29 18:27:34
8282|111070|1981-07-19 15:18:07
9685|86901|1973-08-13 07:37:18
6593|77939|1974-09-07 05:37:03
8371|181445|1981-05-19 14:52:01
3404|144893|1974-10-04 00:33:22
9841|33428|1999-02-19 04:27:39
9239|22686|1970-12-06 10:54:53
5788|79294|2000-06-24 10:48:12
9821|176386|1971-12-28 20:48:35
2076|11436|1962-03-25 06:17:56
2871|63349|1985-07-22 11:29:39
7599|81500|1967-07-26 04:07:37
8400|1531|1987-11-27 11:01:49
9504|9100|1965-06-16 02:43:06
5279|64939|1990-11-08 11:35:09
8895|78233|1996-06-13 04:20:47
7708|193300|2006-06-02 01:44:17
840|40861|1976-08-09 03:38:59
9503|195683|1979-09-23 12:57:56
779|140624|1972-09-16 13:06:14
1756|187976|1969-05-11 02:59:17
9799|63005|1992-05-06 13:24:27
7976|179059|1995-07-16 14:12:44
6018|80439|1963-09-13 18:27:06
6679|146928|1995-04-09 03:59:28
9560|166275|2001-12-03 21:39:15
9824|129650|1996-10-04 17:57:04
8341|185898|1988-01-30 11:36:33
7709|9149|1999-03-22 02:11:24
2740|183847|1974-11-22 00:41:24
9242|104035|1960-10-05 12:25:49
6373|65708|1989-10-07 23:31:42
7467|53193|1961-06-16 04:15:01
5146|35212|1965-12-08 20:22:28
9663|40998|1993-04-20 23:51:03
5693|79059|2005-12-29 12:40:33
9783|41533|2001-01-15 00:31:38
3243|116223|1976-02-21 02:58:24
4446|176288|1990-10-08 09:20:51
8031|30232|2002-02-14 20:53:38
4617|48561|1997-03-03 08:16:08
9409|56813|1980-11-02 13:24:47
8246|96403|1977-06-02 02:23:38
6341|194867|1985-06-26 09:52:06
9010|142753|1964-09-14 17:17:07
9494|27137|1988-11-04 09:25:36
8268|122864|1989-05-14 10:12:10
8027|90245|1972-06-19 20:24:03
9888|127996|1971-03-29 22:08:12
6493|159315|1960-01-07 04:56:08
2519|163135|2000-08-30 00:03:12
9885|30571|1977-04-19 09:33:52
7539|166476|1983-09-10 04:46:18
9633|49960|1997-06-24 10:44:24
4481|59732|1984-10-26 21:16:35
8359|103615|2005-09-07 21:56:58
5763|132828|1975-08-12 17:05:59
4290|152091|1995-10-07 20:35:57
2467|90288|2003-11-02 00:32:34
6026|136174|1985-11-23 19:11:56
9620|108853|2008-06-08 15:49:29
9084|63447|1977-07-18 05:16:42
4306|43986|1966-09-13 08:14:36
1583|64964|1986-04-12 15:25:43
9395|83118|1994-10-24 12:28:03
9132|30977|1960-10-08 03:39:14
116|105679|1982-05-28 10:24:10
6132|81785|2008-10-14 03:32:45
8399|193635|1985-05-12 21:26:48
5182|89912|2005-04-04 12:44:11
9829|163811|1967-09-20 07:00:01
8355|129476|1977-02-12 15:21:14
9400|150741|1966-06-27 14:37:55
1812|126242|2006-09-08 09:47:07
6462|104921|1972-09-15 07:53:52
8389|30470|1986-05-07 00:16:02
2371|159588|1974-07-04 10:48:16
6607|135632|1971-10-10 08:31:16
561|50133|1963-03-26 20:20:55
8472|77505|1965-03-14 16:36:17
3307|149588|2005-05-21 12:21:44
8981|80624|1969-01-01 17:08:46
8059|195084|2002-06-04 08:39:01
8184|48450|1987-05-25 23:29:54
5626|60359|1963-04-28 09:48:20
1207|163257|1976-10-23 11:36:10
5350|35445|1977-08-24 21:49:41
9834|109074|1999-06-21 16:53:27
4676|184085|2003-07-15 17:49:21
1388|7228|1977-06-05 14:09:30
2764|95020|1986-09-08 23:36:27
9534|121636|2006-02-25 02:19:54
9913|44760|1983-12-03 08:18:44
9792|162734|1971-01-20 09:20:06
9218|62280|1982-05-22 13:18:22
5499|144122|1964-04-02 11:57:06
4768|114159|1963-10-24 03:35:01
9352|29335|1997-12-16 14:46:16
1879|21963|1963-02-04 09:11:10
8654|151949|1965-07-09 22:30:37
2944|15353|1979-05-11 05:13:55
7150|48965|1984-01-17 01:45:21
9673|173420|1978-04-20 11:10:57
7697|194462|2005-11-12 05:03:07
9659|187047|2006-11-16 06:43:59
8411|97777|1979-02-07 11:54:00
5231|177022|1984-05-21 19:32:17
9225|17430|1969-03-01 12:53:20
8884|77412|1981-04-03 22:03:44
2630|72027|1977-01-18 18:48:37
7635|87324|1978-02-21 07:04:12
1639|136819|1966-02-12 23:20:37
8917|22855|1979-09-14 23:35:13
4674|183993|1974-08-11 07:58:21
9577|19930|1977-08-09 06:00:26
7445|20118|1977-05-08 22:28:08
8119|58074|1969-01-27 22:07:17
8199|43640|1965-03-24 21:37:41
8425|45136|1987-09-03 08:26:01
4395|80430|1993-05-25 16:55:01
9481|164259|1963-07-12 14:41:18
6537|48938|1979-04-24 20:15:25
4213|151403|1995-01-05 21:26:14
9837|37617|1999-11-28 13:35:06
726|54729|1975-07-08 18:43:21
7719|59589|1978-03-13 17:17:42
6541|153340|1992-12-24 04:39:08
9844|3433|1971-08-16 10:25:44
3046|22077|2001-06-09 14:42:25
9870|168298|1972-01-20 06:16:22
6178|52668|1992-11-14 16:39:43
7239|42270|1964-02-23 14:42:37
9844|14777|1962-10-02 04:51:59
8331|60084|1979-11-25 14:26:00
7309|148834|1988-01-30 19:17:44
9702|80120|1980-09-02 06:14:51
293|24013|1969-11-06 08:35:51
3310|121907|1971-01-20 13:42:01
9329|83691|2007-12-06 05:15:04
4915|11309|1962-11-14 15:28:29
415|195975|1995-09-05 13:33:31
1841|67275|1996-04-26 16:18:20
9678|95923|2005-11-15 15:03:39
9488|36312|2002-02-02 22:17:54
2479|154341|1996-04-16 11:36:25
7030|97299|2006-09-07 12:34:11
7592|191896|2007-07-18 23:02:16
9234|36318|1988-02-11 10:47:26
9902|7346|1978-09-27 21:54:41
7578|92638|1967-02-13 15:19:03
320|73208|1986-02-21 21:12:37
1572|140231|1973-04-16 18:08:46
8520|92551|1980-11-13 04:09:59
9754|157678|2000-04-12 09:17:40
9874|36733|1984-03-30 18:58:46
9278|79423|1974-07-30 18:50:56
8807|134228|2000-01-31 07:31:46
1025|80861|1990-01-22 05:25:25
9849|65805|2006-05-18 06:22:31
7471|133096|1963-08-24 18:58:56
3212|64089|1972-11-07 08:42:33
2593|137672|1961-03-07 18:44:16
9325|33755|1990-11-07 13:09:03
5848|124141|1966-01-07 01:17:01
5841|135587|1989-02-14 03:35:57
2943|168238|1971-11-04 18:45:00
7620|173189|1960-03-02 18:38:15
9613|117200|2006-08-19 16:48:12
9652|69990|1995-08-03 03:51:44
6973|119532|1992-01-03 15:45:12
8584|59212|1993-08-09 00:32:00
8287|147770|1981-08-05 23:13:33
9271|157970|1968-10-18 03:54:22
8224|107305|1978-06-14 08:34:21
8204|132511|1962-05-22 03:27:05
6514|111039|1986-12-01 02:35:09
9358|45721|1969-11-24 07:20:24
4575|40264|1975-02-08 01:32:26
6607|197942|1995-10-04 06:28:19
6905|142228|1972-08-16 16:15:31
9957|57458|1982-08-05 02:34:17
8472|198836|1963-03-14 14:48:56
8097|49563|2000-11-30 12:47:42
7967|195245|1973-06-29 14:36:42
8671|195648|1961-09-21 01:49:34
6865|182018|1976-01-10 11:01:37
8249|73102|2004-03-23 13:50:44
7420|4033|1977-07-22 19:18:39
9853|120031|1984-02-04 20:01:13
5696|136303|2003-12-02 16:47:26
9805|176187|2008-09-02 03:10:13
6673|180583|1967-07-01 10:53:32
6220|93452|1962-11-09 16:58:13
9977|12504|2000-06-28 05:05:38
5962|13615|1963-09-16 23:32:36
8089|7053|1970-02-23 14:24:11
1184|164792|2008-03-13 16:20:24
9222|194117|1999-07-21 15:27:17
8212|198318|1963-03-28 06:01:40
3892|67795|1985-10-22 06:35:58
9856|93980|1974-12-06 18:10:53
4908|178646|1965-01-26 01:43:15
8987|128400|1982-06-14 09:53:06
5922|3592|1979-09-20 10:39:28
2194|173038|1972-04-25 15:36:38
4082|168296|1977-08-25 10:19:28
9653|49133|1990-06-09 04:11:43
9552|146274|1982-02-13 03:59:45
5807|25570|1983-02-25 06:01:23
3056|195893|1993-06-30 00:10:08
8877|160660|2005-04-22 16:13:11
3085|106977|1992-01-15 05:14:33
9347|25557|1987-01-31 02:53:21
9860|125337|1991-12-26 12:26:59
9864|123791|1983-08-30 18:03:42
7853|189985|1977-07-08 10:49:05
9236|121884|1987-02-15 06:20:39
7860|126322|1994-02-26 14:38:05
8611|89113|1968-02-18 18:07:44
6567|197564|1994-01-31 06:02:13
6528|75103|1989-01-02 07:50:42
7009|158918|1996-05-02 19:45:55
9229|154588|1985-09-12 02:36:10
1430|128255|1966-04-30 15:33:54
6567|121403|1977-08-26 23:20:32
5992|132206|1988-10-20 12:20:11
5381|86610|1961-03-06 23:17:24
5017|195425|1991-12-08 07:15:35
6238|162898|1990-05-10 03:00:34
1386|128522|2006-04-05 10:16:06
9861|180389|2000-09-27 23:24:16
3026|8151|1967-08-29 05:01:49
2788|33455|2000-02-22 04:56:50
9312|48269|1983-04-01 22:47:28
9607|140588|1990-03-20 05:56:40
7724|93017|1977-07-03 21:19:27
9330|5845|1985-04-14 09:43:10
966|13750|1976-01-09 04:20:11
2290|51055|1985-12-31 07:50:44
6477|66147|2003-07-13 09:40:51
5352|101045|2005-09-26 13:06:04
7563|172362|1963-11-21 10:05:01
9466|91245|1972-09-11 12:16:12
5864|123440|1973-07-05 22:59:20
8689|163843|1989-09-18 16:31:26
1129|35337|1999-06-02 08:48:19
6291|149616|1976-04-14 00:32:04
2141|169900|1965-06-30 03:21:56
4061|29577|1961-07-04 03:40:56
9235|34666|2003-12-06 20:24:53
8522|21468|1963-05-19 05:55:17
6257|29903|1985-10-23 23:44:52
9727|47754|1962-08-03 08:41:24
8292|105261|1995-07-20 22:13:54
9983|47489|1986-09-15 14:32:43
8361|195537|2003-01-05 20:58:23
6937|92691|1968-03-23 01:57:09
9446|124700|1985-03-10 01:43:15
3471|173726|1982-09-03 17:54:16
9928|106749|2005-04-26 04:00:11
6798|200113|1964-01-05 00:20:36
3823|31038|1982-05-29 00:58:24
9797|90729|1972-09-23 20:44:15
228|57|1965-04-13 17:32:43
9747|186543|1964-09-02 14:00:05
3153|186105|1979-11-12 05:24:50
7282|156561|2000-10-08 05:15:52
5074|99027|1996-08-08 18:44:19
7107|10549|1975-03-08 04:23:06
7596|188849|2002-12-22 17:20:30
6928|189511|1964-01-11 01:29:48
4231|59257|1982-12-03 18:53:21
6716|194852|2000-08-07 22:09:40
2408|78819|1965-03-27 18:04:12
4137|148719|1988-10-30 20:13:27
5792|30149|1972-10-19 07:07:41
9230|162258|1977-07-27 16:57:27
9881|112280|1992-04-17 17:10:46
9944|172428|1976-04-06 21:27:56
9966|1313|1989-05-29 23:38:27
7615|168800|1974-10-19 10:24:28
6164|50078|1976-06-19 21:59:17
6491|181079|1976-07-08 00:17:05
8029|137897|1961-07-15 19:18:37
8045|68903|1993-05-02 21:15:12
2606|64470|2006-12-11 03:00:03
8498|152837|2006-03-16 17:53:43
9874|104310|2007-01-19 11:23:37
8538|180333|2006-06-20 18:35:12
9843|95072|1963-11-06 02:14:34
7284|162778|1985-06-30 02:00:17
8934|140371|2003-06-10 15:28:54
9967|8482|1964-09-29 02:43:26
8519|138766|1979-03-15 12:48:02
7223|39918|1988-10-02 06:53:13
7615|93928|1996-10-09 23:52:15
3947|67906|1996-04-01 02:28:26
91|77745|1999-09-16 22:43:42
2707|46110|1987-03-24 14:20:34
8072|67427|1971-06-07 20:04:52
7591|140120|1962-04-08 16:27:33
2562|112646|1967-10-16 17:53:56
6500|17962|1967-02-20 09:05:22
9759|133861|1969-10-20 01:48:48
9131|191650|1999-01-02 10:00:47
5016|99710|1973-10-01 23:53:15
7259|11948|1971-09-05 06:17:10
3955|69657|1965-01-31 23:42:00
1164|117871|1987-06-09 16:34:50
8237|11555|1995-08-03 06:23:52
2195|17139|1974-11-06 09:11:09
9875|163961|1994-12-03 16:41:31
8000|194975|1995-03-15 01:10:59
8756|98361|1980-03-02 23:16:16
6815|10776|1994-05-01 01:50:55
9407|125418|1987-05-20 22:26:47
7029|59604|1967-06-20 00:48:25
8971|111082|1974-10-13 04:21:10
8919|114088|1997-12-06 18:23:33
2882|58100|1985-06-13 23:36:16
6851|120522|1985-02-27 13:47:21
5142|53203|1966-02-28 05:37:25
9861|153066|1979-05-26 23:10:53
6650|113992|1964-09-09 09:29:47
5832|189734|2001-04-29 06:41:58
9388|142004|1979-08-11 12:41:42
5526|72823|1964-02-23 02:08:59
4657|101404|1990-05-15 11:25:07
8336|150304|1982-08-29 04:27:47
9220|87836|1995-05-26 16:11:59
6982|105424|1977-05-24 10:46:37
630|53097|1980-01-20 22:08:48
1617|137176|2004-11-11 02:58:03
9743|91053|2007-07-29 07:53:33
3839|187475|2003-08-19 12:34:55
760|123766|2008-09-13 20:08:07
9246|78519|1996-11-24 21:32:42
1310|24594|2001-04-10 19:02:35
7238|191878|1969-06-15 12:37:19
8483|106749|1974-07-03 04:17:31
5290|128935|1978-10-12 12:25:28
9623|118625|1996-06-15 17:24:19
8791|107592|2001-11-20 09:00:04
6995|183330|1996-03-29 07:33:36
9087|107339|2000-02-03 15:58:10
9479|197606|2005-10-03 16:12:27
9974|74262|2006-06-12 03:23:29
3746|2132|1965-06-19 07:23:27
9837|137015|1978-09-13 08:43:30
9617|198864|1972-06-09 11:43:49
7451|68636|1984-06-03 01:33:42
9230|149094|1997-09-24 20:29:09
6096|105370|1976-03-08 00:14:09
8619|31521|1991-10-13 10:16:04
9585|71115|1975-02-03 05:20:24
2745|59962|2003-04-08 05:36:10
360|188020|1969-05-17 13:54:18
7363|60991|1987-05-24 03:47:53
6258|178830|1981-03-09 06:57:31
267|21279|1974-01-01 00:37:19
9132|189580|1993-09-04 09:17:12
2878|64833|1979-09-13 01:57:01
9609|155088|2000-09-16 09:26:30
7085|141333|1994-07-29 19:52:39
1535|180964|1970-10-23 15:19:36
4994|173977|1963-09-15 16:24:58
9944|86148|1974-02-27 04:16:50
7222|26169|2006-10-10 19:04:43
5393|144730|1986-04-20 08:23:05
9518|135184|2005-05-31 04:30:01
2563|198212|2002-10-10 13:12:15
9815|44846|2001-01-09 10:10:31
6874|135081|1988-05-24 00:45:16
4678|68811|1988-06-27 00:51:05
6316|193446|1961-10-07 04:25:32
7872|159772|1971-09-27 02:35:16
9861|110123|1964-07-01 05:02:37
6612|127505|1975-11-29 18:34:51
5091|79732|1987-06-19 03:51:22
9195|138281|1970-07-19 13:04:41
9880|109870|1991-08-07 21:42:13
8359|199081|2003-01-20 04:29:41
4773|77516|1996-05-22 15:22:16
8180|121157|1989-04-08 04:35:31
3876|3189|1965-05-21 06:18:49
9977|105477|1994-03-05 02:52:53
2322|189550|2001-01-14 15:55:37
5960|86698|1966-11-12 19:05:28
1100|28337|1984-10-12 19:06:39
9953|116318|1975-08-29 16:00:42
9931|91008|1974-06-08 07:46:03
2932|14455|1966-08-05 22:39:58
501|99701|2004-06-13 20:03:31
9715|192623|1975-11-18 22:00:02
211|173028|1975-04-07 13:32:47
9649|107464|2007-01-19 02:13:10
5847|106599|2003-06-15 22:58:31
4783|44613|1966-07-16 16:06:53
6125|145389|1982-03-28 18:21:55
2668|8696|1997-02-27 16:23:13
9883|42402|1992-09-30 01:13:45
8552|196987|1978-02-22 04:37:50
3476|258|1971-10-16 23:47:41
9569|130079|1976-07-13 22:59:05
5549|165902|2000-06-05 18:40:47
5155|175017|2008-02-13 18:54:49
9166|50783|1986-02-15 08:03:51
3415|23566|1989-04-12 20:43:03
8971|70940|1997-04-02 23:53:58
9415|50384|1997-02-05 11:07:19
3484|52496|1976-02-25 22:50:17
1540|172468|1990-03-19 00:26:49
8116|67030|2002-09-01 16:55:18
3963|154712|1980-04-24 15:00:27
371|176707|2001-11-17 16:49:28
1912|78316|1973-04-23 22:02:20
9885|194155|1992-02-29 01:34:24
2634|53510|1965-04-02 23:28:56
2965|199067|2000-01-07 13:06:22
2826|2824|2006-09-15 06:15:42
8157|116352|2007-06-03 06:50:23
398|138418|1982-04-05 04:31:57
5750|91646|1980-02-05 18:20:53
3879|105606|2006-01-01 05:00:58
4831|177807|1984-06-14 23:16:43
7041|115005|1987-02-01 19:33:50
4226|170991|1969-07-07 01:54:33
9255|99079|1963-09-13 08:35:38
5992|184938|1996-09-29 10:18:15
4322|194023|1987-08-22 20:34:34
8891|83245|1979-06-13 12:58:49
8863|158060|2001-04-20 04:33:47
6449|83617|1983-10-22 02:01:21
2588|39766|1965-09-25 13:47:43
6609|198419|1963-04-11 11:30:26
2449|55039|1970-11-24 09:52:38
9885|159585|1964-12-23 20:37:01
4630|82633|1987-08-01 12:16:23
9617|53020|1988-01-24 23:06:23
5221|198128|2001-11-14 09:22:16
712|124172|1973-06-22 22:45:39
7802|33257|1987-12-19 21:57:13
149|88417|1961-10-19 22:16:22
4368|50848|2008-06-02 07:36:46
7144|161432|1976-05-31 12:07:24
8294|9612|1996-04-18 14:32:08
919|47134|1977-05-21 16:31:28
1828|104047|2000-05-19 21:37:42
4569|61032|1963-10-15 17:30:38
2422|52361|2003-03-14 17:43:01
7621|179733|1962-11-06 20:19:07
6454|70067|1979-12-05 04:35:09
9921|131628|1967-05-15 13:07:45
3490|82760|1969-08-05 02:45:35
9561|157094|1987-05-23 18:24:52
6215|155833|1977-03-01 00:31:12
3070|146993|1988-07-11 04:47:28
9590|107615|2003-08-27 17:09:39
8766|6848|1981-04-22 08:35:57
1363|71636|1972-12-18 14:47:12
5788|116520|1982-03-24 00:54:57
4617|163659|1970-07-03 22:16:24
7476|23664|1973-05-06 02:56:51
9905|97787|1967-04-17 22:49:07
2427|185291|1996-06-12 00:12:22
9890|165580|1966-01-11 23:21:20
1897|147708|1971-01-18 18:42:52
8961|63473|1963-01-04 06:07:47
2893|118620|2003-04-12 10:10:03
3941|174182|1993-04-13 12:09:15
3751|181799|1992-03-20 18:47:26
8623|24461|1965-10-08 19:17:26
7387|6505|1990-07-28 15:55:13
3308|165251|1998-01-14 08:51:39
9336|47754|1965-02-27 06:43:53
9608|62848|2003-09-18 19:57:09
8816|109597|1971-02-02 01:34:55
5691|174277|2006-10-14 03:29:14
7619|113158|2004-12-15 21:27:04
7509|17309|1994-06-12 18:53:09
3642|15699|1974-03-04 22:43:15
9668|104890|1973-06-06 18:43:08
6862|22164|1977-09-19 05:24:31
3841|148573|1998-06-10 06:31:41
8024|190876|2007-04-24 05:37:50
7776|174750|1967-06-20 13:49:23
1310|128654|1975-11-10 14:20:15
6487|66374|2002-05-31 23:28:49
6372|54713|1998-11-19 09:39:47
7090|134429|1981-01-20 08:53:02
7059|88015|1968-05-01 16:56:38
157|142022|1960-12-03 10:46:09
7819|66487|2004-06-25 12:13:15
3158|6967|1981-11-28 07:46:56
9331|88756|1980-05-01 11:21:27
6561|30069|2001-12-31 11:48:10
1245|18588|1971-03-16 19:33:22
7787|91233|1983-02-08 11:24:08
8504|190316|1994-06-16 03:00:38
7193|48528|1979-07-19 14:02:06
5616|34941|1976-02-05 10:01:01
7574|55549|1981-06-23 21:17:37
5922|109812|1975-01-18 13:23:46
4542|158284|1969-12-13 13:15:46
9922|196958|1980-03-17 23:18:25
8568|177230|1968-10-16 21:43:38
7646|26728|2007-05-13 23:51:57
211|82447|2006-10-06 11:40:37
9974|18690|2007-05-14 11:17:08
7711|164327|1991-08-28 20:15:01
762|145091|1999-04-22 13:23:45
8696|33427|1967-04-03 19:48:33
9952|80807|2008-06-10 03:40:11
9028|112243|1961-04-29 14:12:13
7443|66157|1989-11-18 02:24:52
6506|114965|1995-06-07 11:52:03
9837|46529|1997-10-11 13:20:04
508|154096|1962-01-13 13:14:39
9608|175284|1971-11-25 19:30:17
6519|87136|1973-05-16 19:30:05
5032|32699|2005-10-19 10:31:35
3297|130037|1969-12-04 22:28:58
9791|136614|1996-07-14 16:16:49
