Person|University|classYear
7717|23|1978
9795|51|1989
1009|45|1962
8198|23|1971
8053|60|1960
2681|48|1968
251|46|1986
9895|55|1962
9386|37|1995
8380|19|2005
8284|20|1960
327|38|1987
6397|13|2004
3324|31|1963
9895|35|1988
7660|37|1988
9681|45|1972
3114|48|1961
5136|34|1971
6924|9|1975
4702|8|1973
9989|27|1998
3359|17|2003
1901|32|1988
8820|2|1976
8361|42|1989
9865|39|1991
3991|50|2006
9945|13|1988
9896|2|2007
3902|37|2002
6566|29|1997
6067|52|1994
4865|27|1990
21|34|2001
9914|23|2006
9254|30|1992
3464|25|1979
8212|61|1985
5156|4|1994
2374|49|1979
9883|4|1969
7988|45|1992
8477|53|1983
6653|12|1978
7539|1|1965
2796|22|1980
9198|38|1998
4349|36|1974
9151|59|1977
2738|22|1997
7707|29|1965
9312|39|1981
2937|29|1962
8427|49|1987
9925|53|1992
6412|48|1984
9774|6|1988
7887|2|1981
5234|6|1972
446|12|1985
6779|53|1996
9590|16|2004
9075|31|1972
8152|8|2003
2434|58|1964
6799|56|1968
2483|35|2003
6723|26|1960
4184|35|1981
7848|0|1961
7354|57|2001
8011|62|1999
7515|55|1991
7574|44|2003
5583|59|2005
4676|39|1973
8599|3|1971
6769|35|1999
8683|32|1977
379|8|1986
7632|29|1983
275|31|1981
9277|29|1992
9837|5|2001
8993|55|1966
6171|2|2002
9786|20|1995
7066|8|1981
9455|53|2007
6793|5|1963
6065|34|2000
9068|35|1998
8332|1|1967
8943|42|1962
2631|49|1997
7927|12|1962
6023|41|1962
2708|34|1993
9588|45|1987
8003|19|1973
8321|24|1983
802|29|1970
7251|20|2004
8572|51|1988
9360|60|2003
9915|33|1961
8021|39|1975
9874|42|1969
9204|48|1991
9593|21|1989
9537|34|1976
5297|28|2004
6301|6|1994
3652|4|2003
8830|38|1960
7127|28|1962
4088|56|1997
7033|24|1971
1587|60|1983
9363|27|1999
8789|61|1972
9364|38|1987
6143|17|1983
1457|61|2007
7903|6|1960
8446|38|1967
6573|58|2003
9947|51|1970
9398|32|2007
3802|57|1990
9124|34|1995
5956|59|2006
9874|28|1987
4101|47|1982
2634|53|1993
7192|22|1976
9399|30|2005
9682|10|1994
7471|26|2005
9980|23|1999
7456|3|1972
2898|29|1973
2285|48|1988
8327|51|1963
7220|40|1985
3683|52|1988
9874|44|2003
5855|27|1969
9199|40|1973
9516|31|1994
9425|0|1963
6786|52|1990
8164|61|1961
6399|54|1971
6815|44|1971
5895|4|1978
1136|15|1990
9346|47|1963
9765|14|1970
2884|0|1994
5941|13|1982
6892|21|1966
8575|50|1963
248|56|1991
4718|9|1965
8365|19|1985
5844|49|1997
410|60|1974
7391|45|1982
9911|17|2006
8573|36|2005
5427|28|1960
7651|34|1976
9990|51|1974
8679|29|1981
7877|8|1961
5701|26|2000
4321|32|1964
9887|16|1989
8288|37|1966
9515|15|1996
6047|4|1969
8171|14|1969
2500|16|1961
7028|26|1962
9158|50|1965
8791|28|1989
9388|20|1986
9293|6|1997
4416|62|1987
8521|40|1991
2532|31|1970
8722|35|1966
2639|37|1966
9914|21|1967
5662|8|1998
6653|57|1972
9855|35|1966
8829|2|2002
9764|55|1974
2070|2|1971
7555|38|1997
6456|60|1993
5215|34|1966
6078|11|1961
9551|19|1995
9868|59|1983
7273|48|1971
8050|18|1971
9331|16|1974
2389|58|2000
9079|33|1996
697|35|2005
9724|51|1966
9207|40|1984
2170|60|1965
7907|29|1992
9150|1|1962
6757|61|1974
9956|15|1980
9866|29|1993
9814|60|1980
6288|42|1990
6297|3|2000
9561|39|2007
9967|22|1972
5553|46|1996
9905|43|1991
9340|56|1970
5529|3|1969
8478|44|2006
4941|45|1974
6823|33|1968
6431|60|2003
574|32|1988
5378|15|1960
9750|54|1983
8658|16|1980
9779|32|1985
5309|2|1989
2556|53|1989
8711|38|1980
9654|3|1963
6000|53|1973
9615|33|1971
8416|49|1976
2555|30|1993
9577|13|2007
7038|39|1976
8837|7|1969
6261|0|1993
4346|32|1964
9793|18|2004
8002|18|2005
9552|6|1992
9457|2|1998
9608|16|2000
7906|26|1964
7600|20|1995
9600|47|1972
9772|33|1970
8432|1|1988
4364|46|1999
1175|52|1989
9989|45|1986
2752|45|1972
9950|48|1976
8219|60|2004
1527|34|1991
3081|17|1965
9724|20|1966
3056|21|2002
2868|27|1960
5035|60|1991
8595|26|1977
9685|14|1994
2447|37|1964
8439|42|1977
9788|42|2001
8622|31|1961
3171|5|2001
9645|50|1993
6394|23|1960
9786|34|2002
4239|39|1988
4054|19|2005
1243|38|1974
2947|26|1964
6459|28|1970
7159|61|1961
7460|52|1985
7015|15|1996
9781|26|1983
8710|31|1982
869|46|1961
5594|1|1962
2280|42|1979
8031|15|1988
5803|59|1982
9753|46|2002
1614|56|2006
2988|21|1966
4864|28|1960
5956|48|2004
9453|46|1998
5900|5|2000
7348|62|1981
9483|53|1973
54|36|1991
7736|32|1976
9342|33|1987
2295|57|1976
4124|3|1995
9386|51|2007
9777|55|2002
8617|8|1962
548|10|1970
6909|38|1980
5163|26|1962
7633|17|1985
1624|2|1970
9145|55|1975
1648|26|1960
9234|39|1982
9818|7|1992
5758|8|1995
2411|24|1960
6543|18|2006
8484|41|1980
4390|12|1983
3867|16|1986
9775|2|1977
6683|25|1966
414|11|1998
9036|40|1966
6673|58|1987
9773|61|1994
9604|55|2007
1982|16|1960
8610|19|1992
8833|35|1967
1833|0|1991
8338|49|1964
8086|59|1972
1042|32|2003
9435|1|1972
2977|17|1990
7845|48|1988
8663|14|1972
6042|48|2005
1098|52|1972
3553|4|1993
4210|41|1977
9770|28|1971
5711|33|1969
4611|33|2006
7817|54|1963
5487|46|1970
8368|38|1981
8984|43|1972
7577|46|1964
7694|8|1986
9286|13|2007
9774|52|1975
9768|22|1962
6337|50|1999
6650|47|1963
9263|48|1987
8036|17|1994
8781|6|1972
9523|4|2002
9319|23|1964
1346|45|1997
5936|8|1966
8621|1|2004
9767|20|1970
8646|0|1978
7536|60|1979
8058|57|1992
7966|2|1982
7989|30|1981
9766|28|1961
7338|28|1979
8021|24|1977
8522|26|2001
6910|21|1998
8693|47|1974
7029|12|1974
6491|35|1963
7145|1|2005
7476|33|1965
9426|50|1971
5882|61|1964
7182|62|1989
9693|47|2006
9766|44|2003
3859|24|1962
3240|35|1965
8774|45|1995
7990|54|1992
8217|21|1993
6410|39|2002
9806|48|1987
9911|6|1960
3115|32|1969
9418|36|1989
7269|60|1961
8686|38|1994
8934|5|1980
317|45|1968
6573|15|1968
6882|24|1990
9468|7|1964
8076|21|2005
6424|2|1975
339|8|1975
7376|21|1991
3571|14|1995
1790|8|1970
8564|26|2004
2829|30|1962
8913|38|1985
5168|0|1993
5051|49|1992
5690|8|1993
5225|52|1974
1043|3|1986
7035|30|1990
7660|42|1971
7009|30|1992
2159|30|2001
3850|28|1963
6155|35|1960
8767|1|1996
9863|43|1999
8237|34|1996
2375|44|1990
5309|45|1973
5554|13|1991
9757|5|1980
1342|22|1978
2317|48|2002
6556|34|1995
9757|48|2002
9842|43|1985
7696|47|1975
9947|2|1974
8879|33|1994
2900|3|1995
9669|19|1981
9226|24|1985
9546|54|1970
2818|53|1989
3822|1|1981
4855|15|2006
7384|1|1994
8676|16|1989
6205|52|1970
9569|5|1993
1258|47|1973
9068|18|2005
6535|0|1977
2886|4|1972
8395|3|2001
8498|0|1981
9186|60|1989
4683|49|1983
502|9|1962
8394|25|1987
3847|12|1976
8498|10|1973
5106|52|2000
9756|27|1979
8775|26|1984
1444|12|1979
9611|12|2007
4422|60|1996
9755|54|1993
888|31|1994
8276|45|1965
6804|46|1992
9417|23|2002
7292|18|1962
9749|26|1978
8598|55|1994
4423|43|1970
1960|17|1984
9748|53|1984
6322|0|1993
6794|36|1966
1908|52|1971
2154|28|2001
7848|55|1960
2543|35|1995
9665|39|1971
6761|44|1972
9745|51|1980
9297|13|1977
8567|20|1976
8194|24|1978
5096|21|1971
3628|57|1966
1139|21|1990
9615|52|2003
3867|23|1984
9450|36|1976
9741|15|2000
7708|59|1965
7063|25|1998
7940|42|1961
9487|9|2007
6849|15|1993
7246|42|2004
9738|62|1977
9142|61|1982
4334|53|1997
8569|27|1982
8067|19|1989
9474|47|1993
9745|36|1983
8247|15|1991
8562|17|1971
7165|12|1977
4052|26|1981
9736|20|1970
8026|47|1963
4028|31|1980
2758|23|1987
8760|50|1964
9864|9|1987
3563|20|2003
5699|55|1982
6303|1|1999
7244|19|1976
751|20|1988
7912|23|1968
3199|42|1984
8139|47|1985
4254|30|1992
9850|34|1999
8240|55|2004
5212|40|1989
9731|17|1983
9130|42|2004
386|42|2004
963|2|1977
8275|56|1997
4051|2|1967
9731|10|1985
475|22|1996
6346|38|1984
8673|56|1967
6020|27|2003
4715|14|1987
6866|0|1978
9691|5|2004
8440|60|2000
320|28|1982
1151|53|1997
6604|4|1963
9097|21|1973
1732|43|2000
9831|61|1982
6831|2|1992
8876|7|2001
7034|53|1963
2842|24|1971
9211|1|2000
3506|44|1973
1780|26|1996
3134|31|1984
196|45|1963
1629|34|1988
5927|56|1994
7230|33|1999
1446|37|1968
8430|60|1999
4831|22|1977
9532|54|2007
1468|0|1971
8233|24|2002
9819|52|1978
3358|38|1991
8390|53|1989
4113|9|1973
9673|33|1993
8596|40|1996
6417|0|2006
7104|10|2000
8373|62|1982
2741|57|2002
6640|16|1972
8120|5|1972
6068|61|1972
3086|52|1968
274|38|2005
2522|44|1986
5555|20|1983
7196|24|1962
4571|12|1962
4873|13|1964
9808|35|1968
9746|56|1975
447|62|1975
8400|36|1974
9725|55|2005
7602|38|1969
8674|7|1984
2382|13|1973
7075|12|1969
6948|1|1975
9721|42|1976
9719|34|1975
5808|29|1973
2308|18|1970
9032|43|1993
45|60|1990
6559|34|1998
8975|36|1992
8170|26|1982
9715|42|1989
5073|17|1965
8019|31|1981
5076|60|1987
340|9|1981
4985|1|1987
8525|15|1970
9264|53|1977
2297|50|1999
3115|49|1970
8680|25|1976
8099|3|1969
5075|57|1993
5868|62|2003
2312|54|2006
5263|45|2003
6376|48|1970
4919|24|1996
6872|37|1982
7372|4|1975
9917|6|1965
9707|28|2004
1376|23|1962
1893|12|1992
9701|55|2000
7774|2|1983
4833|2|1961
7132|47|1992
7755|6|1978
517|61|1992
9637|26|1973
1830|21|1991
9001|19|2006
3553|47|1977
1869|27|1989
5969|36|1974
4492|2|1994
1114|7|1960
9698|23|1988
9969|10|1961
494|31|1993
8236|62|1974
1052|32|1982
9364|18|1980
3229|41|1992
3162|61|1997
9334|10|1975
9665|20|2007
6057|54|2001
3854|30|1983
7461|36|1984
9649|19|1968
5736|23|1969
6188|51|1967
5157|20|2002
7445|52|1967
9659|56|2002
6974|22|1979
4541|6|1988
9667|20|1965
9226|37|2000
6930|11|2004
8903|54|1979
2617|40|1973
6873|29|1970
1547|43|1968
5820|45|1971
805|32|2002
1446|39|1968
4295|19|1963
9469|48|1972
9060|53|1987
5883|21|1989
2730|49|1969
7057|46|1988
9688|10|1965
5986|20|1982
6652|5|1987
8939|54|1968
759|40|2006
1410|14|1971
6358|11|1973
872|4|1991
9246|39|1970
8820|15|2002
817|59|2000
7324|31|1995
9546|45|2001
9684|53|1973
7967|3|2007
2455|44|1965
9021|55|1992
6723|61|1962
318|28|1971
3888|15|2002
3234|27|1969
6388|8|1977
8742|47|1973
9210|20|1991
4501|11|1968
9270|59|1993
5465|54|1969
9077|54|1969
8704|47|2002
3130|57|2003
6653|42|1980
9282|31|1974
8577|5|1977
5052|45|1987
8827|42|2004
8494|35|1972
921|40|1966
6308|18|1969
8650|60|1981
4915|7|1981
4396|4|1994
9703|9|1984
6733|13|1968
9671|20|1991
7043|42|1987
8599|44|2000
3746|3|1973
5959|61|2005
6976|5|1981
7930|6|2005
7474|21|1992
1500|40|1991
5400|23|2001
7517|13|1981
637|35|2000
5934|11|1997
5258|51|1980
9336|10|2006
9725|5|1964
7441|53|1963
2512|25|1988
9783|31|2004
8683|59|2007
7057|5|1994
4517|48|2000
4221|27|1992
2280|56|1969
7831|18|1999
927|36|1999
1646|57|1976
5227|17|1987
3938|4|1971
9668|23|2004
9291|61|1983
9394|61|1995
2942|11|1961
9543|14|1999
5656|52|1991
9666|44|1972
1079|25|1971
3140|16|1985
2008|1|1987
8448|30|1969
2406|23|1971
2719|22|1971
8674|27|1974
9686|12|1981
9661|32|1972
7083|12|1978
6447|34|2004
5797|36|1991
9702|24|1996
9083|29|1987
9202|1|1961
5874|16|2005
6680|59|1994
1025|10|1997
6933|5|1989
9658|41|1993
6567|58|1967
9785|53|1994
8057|8|1972
8447|1|1987
9634|56|1996
8258|47|2006
2297|47|1961
7661|57|1998
8755|29|1964
8372|45|1965
7337|15|1969
9657|40|1993
93|24|1995
8010|25|1990
6582|8|1987
6297|4|1964
3742|38|1984
3399|20|1961
9653|2|1972
9016|31|1985
8617|61|2005
3116|34|1989
6384|17|2001
9642|59|2006
9477|17|1973
3334|44|1971
9624|7|1969
2450|58|1996
735|5|1987
3085|61|2001
9651|3|1961
9483|55|1993
6198|30|1966
9929|40|1981
8657|20|1970
3504|1|1990
8496|52|1964
1921|50|1996
9756|59|1972
6955|42|1962
9650|12|1976
7150|13|1992
9870|20|1988
7840|23|1972
8389|8|1969
6610|49|1982
9650|4|2006
675|0|1986
958|35|1979
8174|47|1960
1846|5|2005
6265|62|2002
8523|2|1968
7288|37|2003
8908|8|1969
3911|23|1994
9413|44|1980
9826|29|1989
1644|52|1997
6473|17|1983
8951|54|1996
8971|46|1976
6065|57|2001
2142|10|1973
7963|8|1988
6788|53|1985
4662|14|1961
3378|29|1986
9759|26|1966
2225|46|1998
9059|45|1968
999|46|1961
7391|2|1989
7037|45|1992
8149|53|2001
8573|39|1973
6703|56|1973
9636|55|1984
8572|43|1981
8002|24|1966
8317|49|1981
9876|4|1961
8161|61|1980
1390|48|1966
5493|7|1987
9909|28|1979
9636|33|1969
9797|35|1999
9849|8|1993
7682|61|2004
9203|13|1987
8952|29|1969
4622|59|1983
8460|34|1991
7487|30|1980
9177|59|2002
8593|38|2005
7288|23|1970
4230|56|1971
7674|31|1999
8153|23|1996
9633|61|2006
1436|38|1971
4678|47|1965
6887|0|1990
2415|61|1979
9633|34|1973
9994|32|1961
8855|5|1981
2877|39|1970
272|15|2006
8538|46|1978
9318|51|2001
9612|9|1993
4356|41|1975
4584|16|1984
9231|23|2006
9341|5|1972
9630|31|1982
9844|42|1968
2771|46|2001
9342|17|1963
9278|32|2004
9498|36|1962
5382|35|1961
9930|46|1986
9169|6|1962
6021|24|1974
8777|16|1972
4008|21|1989
6019|2|1981
2916|32|2003
3347|23|1981
9625|15|1980
7927|32|1995
9961|58|1971
8031|49|1962
7514|54|1968
3880|33|1999
8846|40|1965
8732|13|1963
5966|39|1984
9613|30|1966
7433|3|1963
9463|15|1989
6119|62|1965
307|5|1966
9024|6|1998
3059|7|1981
1370|58|1973
3005|50|1976
9881|53|1971
3882|56|1994
9920|10|1985
5892|21|1974
6282|5|1980
8351|20|1999
8703|42|1961
9607|17|1977
7644|41|1998
3445|7|1977
9189|20|1970
4292|53|1968
6408|40|1963
3894|58|1963
9470|41|1962
226|19|1980
9006|0|1995
7373|23|1997
9378|40|1964
5286|41|1976
3143|36|2006
514|8|1996
6551|59|1995
9695|41|1978
9602|24|1997
9345|50|1996
5800|34|1984
1228|27|2002
5205|54|1972
2340|12|1973
4265|38|1986
8892|28|1999
8294|46|1977
9283|49|1969
8849|27|1983
8256|34|1988
165|36|1985
6208|57|1961
5478|4|1983
4173|34|1997
4997|59|1974
8068|2|1961
9929|62|2001
7160|47|1988
8880|7|2001
9931|31|1969
3938|36|1981
6478|50|1996
3086|29|2006
1030|45|1971
9789|54|1973
6094|48|1963
9062|38|1975
5924|37|1984
8430|1|1999
9862|1|2006
8785|0|1972
1047|47|1969
6416|17|1966
3239|53|1995
5329|21|1977
2625|42|1982
9856|56|1989
9943|37|1999
6027|20|2006
3463|31|1989
6939|59|1978
9589|8|1977
4562|30|1961
8428|24|1983
9588|14|1984
25|12|1966
7106|44|1970
8662|53|1971
8000|1|1960
8987|36|1997
9105|28|1964
6297|28|1998
8651|14|2007
5390|33|1972
6488|35|1965
2697|10|1980
2998|23|2005
9103|43|1964
7080|34|1990
9101|41|1988
7499|11|1998
9101|43|1963
8497|28|1983
7694|32|1965
6727|13|1977
9100|54|1979
6262|21|1987
7665|5|1999
7802|57|1996
9099|31|1975
5178|14|1968
9384|60|1976
9539|35|2007
2913|54|1991
6988|7|1972
1477|33|1986
6736|20|1973
8387|24|1969
9981|49|1985
18|30|1999
2766|40|1969
7330|34|1996
9098|33|1976
6842|1|1973
6932|49|1975
9098|2|1982
4924|53|1972
3023|51|1967
9098|39|1992
39|60|2000
4511|39|1969
8722|32|1991
9859|31|1982
2359|49|1989
8913|52|1972
2519|22|1963
9096|28|1978
7854|21|1964
8795|58|1972
8113|50|1992
6309|52|2000
9303|25|1997
5037|15|1961
9409|33|1974
9110|29|2004
7583|3|1983
8227|60|1990
9095|8|2006
6334|12|1977
4490|34|1986
6519|30|2002
8975|25|2006
4295|52|1964
7510|20|1968
6496|50|1973
8729|61|1997
8493|51|1997
285|26|1984
8701|36|1975
9092|1|2000
549|4|1996
7800|43|2005
3295|55|1979
9090|53|2002
2767|32|1970
9089|44|1962
7689|4|1969
7379|61|1971
5174|46|1996
3553|12|1974
8677|6|1971
577|57|1990
5014|38|1995
4228|7|1982
8009|44|1989
9022|59|1996
9187|49|1976
5658|12|1968
200|11|1994
4881|4|1968
4022|47|1964
1043|36|1977
6688|32|1995
5773|9|1981
7278|21|1999
3920|20|1966
8662|61|1978
1829|1|1981
5983|8|1984
8398|14|1975
9087|40|1995
4436|18|1983
435|47|2003
7685|56|1997
6503|28|1976
8709|7|1994
9086|37|1965
6484|52|1970
5398|14|1977
7569|40|1986
8129|30|2004
9383|33|2003
6750|33|1980
3255|59|1971
8801|28|1990
4622|9|1986
7723|58|1966
9076|31|1995
4088|5|1993
8705|22|1994
7936|16|2006
9982|5|1995
1093|8|2002
8672|59|1975
9358|7|2007
9379|12|1993
9074|58|1986
1741|29|1965
7245|13|2004
6007|3|2006
8697|47|2003
8073|34|1962
7320|26|1979
8885|21|1984
9072|62|1976
6589|2|1994
4255|34|1965
1502|57|2002
8365|21|1964
9072|24|1988
6420|55|1983
9072|47|1984
8353|14|1983
4333|62|1968
2597|49|1980
8625|62|2003
7871|19|1993
8574|48|2005
6241|6|2005
6790|56|1981
9870|44|2000
9072|29|1964
8459|52|1971
9070|41|1999
7378|19|1984
9069|61|1964
7664|10|1972
7049|30|1963
3666|56|2004
9272|50|1991
4024|3|1968
3511|20|2004
7984|22|1965
8346|27|1979
2238|32|1992
9067|1|1996
6265|11|1988
8881|59|1996
9066|32|1968
6250|36|1968
7784|41|1988
373|22|1968
9687|29|1972
3143|35|1968
624|28|2003
6893|37|1998
687|18|1980
7685|1|1965
8550|25|1965
9757|52|1998
5910|3|1962
4142|6|1995
8970|49|1967
6700|43|1971
8698|17|1981
9951|40|1991
650|4|1985
8646|11|1995
2057|26|1976
5518|9|1980
9184|45|1970
3959|51|2003
9987|6|1976
4408|18|1973
9642|34|1994
8602|45|1998
1726|10|1978
2433|50|1989
6876|30|1995
9063|35|1983
6448|12|1998
8826|3|1987
6024|18|1974
375|31|2005
9063|9|1970
5187|32|2006
53|24|1979
6383|17|2000
8904|25|1991
9008|59|1990
5492|17|1999
9613|5|1962
8951|30|1977
8739|59|1970
9061|17|1961
1630|47|1964
6288|39|2001
8615|40|2003
2884|30|1998
7055|10|1987
7884|49|1969
9058|36|1998
4929|38|1977
8104|53|1976
7523|25|1967
8025|27|1964
8290|36|1979
4082|55|1989
1457|54|2002
6255|39|1962
9057|31|1994
1587|12|1999
5753|17|1977
3372|51|1998
8206|19|2001
7951|11|1984
7793|31|1963
6376|36|2004
3049|20|2002
2457|41|1975
6864|10|1967
6521|44|1980
3180|32|1994
9173|58|1999
9056|50|1963
7575|56|1990
6449|49|1961
4517|24|1979
9128|4|1989
9056|1|2000
4503|62|1969
3300|11|1998
7050|4|1984
9056|58|2006
8333|1|2006
8157|54|1967
2937|14|1982
9740|8|1970
9897|54|1990
6859|60|1984
9586|61|2007
6110|50|1988
9906|27|1988
8486|35|1960
9052|41|2006
9052|23|1984
4799|37|1979
4404|37|1977
4158|51|1988
8693|49|2007
160|56|1992
9605|37|1984
30|12|1969
9051|34|1987
6039|36|1989
2256|31|1993
8962|35|1998
7471|39|1987
435|60|1981
6087|6|2004
4937|24|1980
5960|6|1974
3891|28|1996
8007|30|1969
9647|3|1996
1372|7|1963
1521|10|2002
8594|49|1965
3507|43|1999
9856|47|1997
5782|10|1994
21|41|1989
8078|42|1976
8138|4|2007
6626|43|1977
9050|35|1989
6411|55|1988
9756|40|1983
9180|0|1978
1160|38|1968
9103|62|1978
4720|51|1977
9499|51|1962
3399|49|1977
9045|10|1999
6757|18|1961
8374|60|2000
1888|42|1993
3672|54|1973
6314|6|1998
9044|53|2000
9043|4|1990
3997|7|1995
9070|51|1974
4036|35|1994
9030|33|2003
9040|53|2000
4679|23|2004
3345|60|1973
6867|51|1973
8440|53|1988
9186|47|1979
9039|11|1977
6314|10|1996
445|9|1978
8131|59|1965
9038|40|2005
5204|52|1978
6016|20|2004
2837|13|1991
6070|57|1990
5719|6|1963
6858|43|1987
4819|21|1961
9205|20|1996
775|20|2005
9032|5|1965
9591|8|2004
3505|3|1970
8924|25|1996
5171|37|2002
9030|61|1985
6712|58|1997
9551|52|2002
9029|49|1963
4909|41|1998
2430|5|1976
8105|5|1976
9024|44|2000
4596|35|2001
999|0|2007
8923|36|1974
7304|15|1988
3961|42|1964
9499|47|1992
6637|51|2003
8980|36|1969
9021|13|1996
8346|30|1990
7590|34|1973
8236|7|1995
8012|50|1964
299|11|2004
7259|44|1999
2270|11|1978
9020|7|1995
2987|55|1982
9015|18|1979
797|12|1993
8948|54|1991
1662|62|1971
9440|21|1962
8907|24|1966
9331|31|1976
8819|27|2007
7492|37|1960
8122|35|1963
9320|46|1996
5425|28|1975
7489|5|1961
6634|31|2005
9016|46|2007
7504|49|1977
6873|48|1981
8628|18|1986
9614|36|1962
9014|25|2001
9012|56|1963
1947|1|1996
8496|22|1968
9010|34|1982
7784|42|1986
5089|8|1966
5693|34|2002
8161|24|1967
2603|44|1982
2704|45|1961
7866|49|1978
8195|47|2001
7281|20|1969
2253|9|1980
3930|47|1977
9835|18|2005
8565|28|1981
9008|37|1992
9007|44|1985
8813|16|1992
5242|3|1996
8033|50|1960
9988|43|1998
8671|56|2004
9465|44|1990
8208|54|1996
6927|20|1963
9006|33|1977
1876|51|2000
9099|1|1969
8786|39|1981
5315|43|2003
1138|41|2007
9005|8|1986
7791|19|1992
9004|50|1961
7731|25|1991
7267|52|2003
3356|9|1981
2190|32|1991
7136|46|1968
8616|56|2004
7179|53|1988
6966|5|1971
8566|14|1985
5088|61|1965
8474|23|2006
9002|55|1968
145|52|1961
5355|12|1981
9001|25|2002
4361|59|2003
3194|32|1972
9136|22|1986
9555|28|1969
4034|25|1998
9000|32|1966
686|15|1990
9560|31|2006
7189|25|1987
8358|37|1980
4005|23|1976
9240|2|2007
8090|37|1965
5938|11|1992
8406|23|1981
8998|26|1970
8150|38|1966
1000|55|1970
3127|21|1965
9787|13|1997
9346|5|1980
6081|36|2001
5215|37|1989
5096|33|1965
7957|11|1981
6774|53|1988
9478|6|1980
9842|5|1968
9676|10|1965
8995|10|1975
6397|14|1997
7221|27|1978
3681|62|1960
6523|24|1965
7685|28|1988
3040|22|1961
3353|23|1977
6789|18|2004
8992|30|1966
8991|3|1990
8181|11|1982
316|60|1998
4854|32|1986
8545|42|1965
6320|56|1999
8991|41|1976
8433|49|2007
8857|5|2005
8417|37|1985
7014|34|1976
8990|42|1976
8989|2|1993
5672|12|1977
4049|15|1978
4343|34|2004
3277|49|1998
9771|54|2000
9119|1|1999
5543|48|1964
5862|22|1991
8988|23|1969
7906|44|1985
3718|23|1986
1372|50|1986
6922|49|1977
2723|4|1983
6778|27|1985
7792|20|1976
8229|3|1970
5329|24|1968
5804|31|1970
8986|61|1978
6698|4|1983
5302|58|1982
253|47|1966
8788|40|1973
8984|3|1984
4862|53|1993
8594|5|2004
8983|61|1964
4953|19|2006
3386|24|1964
9569|3|1981
8454|41|1978
8311|30|1980
8976|0|1994
4101|43|1978
8130|7|1987
7072|38|1972
3183|49|1986
9058|25|1965
8975|41|2003
5729|16|1968
286|48|1984
6933|21|1995
9024|53|1960
8974|9|1961
6316|41|1971
6988|41|1976
9952|49|1964
6117|26|1964
1110|46|1977
8960|11|1962
7129|6|1999
2940|20|2004
8120|55|1960
3345|62|1974
9098|51|1966
8872|17|1988
5711|34|2003
4335|49|2006
6983|30|2004
8967|50|1985
7941|23|1960
4335|4|1984
3244|10|1964
8967|15|1968
3237|53|1988
2434|41|1994
8542|1|1985
8916|24|2002
9977|50|1997
1196|53|1969
8694|59|1964
5300|7|1961
3880|41|1991
6333|53|1992
9075|18|1978
8238|45|1977
7241|6|1962
8964|54|1984
2739|6|1978
6956|54|1993
3239|57|2003
7963|12|1987
4912|30|1993
9104|47|1965
4750|2|1970
8307|24|1982
3555|60|1991
8955|21|1980
8794|15|1971
1028|28|2007
8638|20|1980
3383|61|1964
1111|11|1968
1453|61|1998
6946|27|2000
4661|15|1967
2518|56|1962
8955|55|2002
9139|36|1964
9899|0|2005
8954|21|2001
8001|48|1988
2662|9|2002
5969|12|1995
8949|17|1999
408|0|1979
6420|4|1971
4120|16|1988
8270|57|1988
8091|34|1961
7082|9|1986
8946|54|1963
3381|22|1997
7062|5|1988
6792|2|1992
7624|29|1970
3192|44|2007
9006|37|1972
1739|38|1964
3009|54|1979
8509|37|2007
5403|60|1997
1186|31|1992
8941|24|1971
3502|57|1986
8941|9|1966
3815|38|1983
8940|30|1987
8940|32|1987
8934|27|1995
8090|10|1964
6935|50|1983
8127|17|1975
7913|27|1970
2481|37|1964
8932|5|1985
9975|15|1972
3925|22|1982
7152|59|1979
8932|39|1976
2057|54|1997
8205|32|1963
8929|37|1988
6584|57|1975
8926|16|1999
5613|1|1982
8736|53|1964
2282|49|2002
6458|35|1985
5126|7|1992
1847|25|1966
8925|60|1984
7840|40|1973
2169|25|2007
2596|45|1977
7768|20|1979
2107|35|1965
4607|22|1991
8924|54|1965
430|9|1966
6144|27|1992
8248|14|1990
1610|15|1999
3156|16|1972
8995|50|1997
4554|42|1965
3435|48|1973
939|5|1999
9404|1|1970
8921|26|1973
3402|14|1975
6730|19|1962
7804|13|1983
4187|58|1979
2671|46|1996
2258|13|1961
9109|27|1983
1648|37|2000
8269|36|1998
4983|31|1990
8919|60|2000
7384|0|1962
7602|36|1978
3746|49|1972
6601|60|2005
6722|36|1980
5309|22|2001
8904|29|1960
8915|19|1980
3680|52|1979
681|27|1961
1525|41|1963
7463|37|1978
7543|40|1978
2223|26|1971
8037|14|1997
7723|51|1982
1570|54|1963
2042|54|1975
9300|46|1986
9808|12|2002
5670|48|2004
6077|47|1966
8783|19|1980
7649|5|2001
2146|53|1978
5715|29|2002
1109|44|1961
8912|19|1997
8912|21|1960
8453|31|1970
6273|22|1991
8910|37|1997
8283|40|1979
8908|15|1981
7050|25|2001
7591|40|1962
404|48|2007
7274|44|1974
7365|29|1968
8521|14|2003
9381|14|2005
3592|54|1988
6351|41|1981
5148|4|1979
609|31|1993
7466|5|1996
4970|48|2001
6488|43|2002
7472|45|1986
5895|22|1996
8902|60|1978
251|36|1976
8157|32|1966
5385|54|2002
9234|9|1970
7087|16|1979
8530|24|1975
6361|40|1986
8898|20|1998
8898|11|1991
8896|18|1990
8838|62|1988
7344|36|1975
8895|40|1973
6507|21|1995
